Target_Gene;Source_Gene;Interaction_Type;Reason
BAK1;BCL2A1;-1;Incoherent Outgoing: Source BCL2A1 (4.090476819981936) vs Target BAK1 (0.4377305585531195)
BAK1;MCL1;-1;Incoherent Outgoing: Source MCL1 (2.0148071387598616) vs Target BAK1 (0.4377305585531195)
BAK1;TP53;1;Incoherent Outgoing: Source TP53 (-1.0157772285962787) vs Target BAK1 (0.4377305585531195)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.0194314196688499) vs Target BAX (2.1881631107117467)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (2.0148071387598616) vs Target BAX (2.1881631107117467)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.4676552366777331) vs Target BCL2 (-0.849120419574235)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.569386533498661) vs Target BCL2 (-0.849120419574235)
BCL2;TP53;-1;Incoherent Outgoing: Source TP53 (-1.0157772285962787) vs Target BCL2 (-0.849120419574235)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.551076352052808) vs Target BCL2L1 (0.36640868068348453)
BCL2L1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (3.277358293617379) vs Target BCL2L1 (0.36640868068348453)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.3878685302584506) vs Target BCL2L1 (0.36640868068348453)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (1.7901444564756437) vs Target BCL6 (-0.9205517990916992)
BID;TP53;1;Incoherent Outgoing: Source TP53 (-1.0157772285962787) vs Target BID (1.0526297017713384)
BRCA1;MAPK3;1;Incoherent Outgoing: Source MAPK3 (-1.0905336522958748) vs Target BRCA1 (0.6753014855704667)
BTG3;TP53;1;Incoherent Outgoing: Source TP53 (-1.0157772285962787) vs Target BTG3 (1.2431195492976341)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (1.652496800864597) vs Target CASP10 (-0.31492995320607164)
CASP10;CASP6;1;Incoherent Outgoing: Source CASP6 (1.5183451779246662) vs Target CASP10 (-0.31492995320607164)
CASP10;CASP8;1;Incoherent Outgoing: Source CASP8 (1.1993001721874101) vs Target CASP10 (-0.31492995320607164)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (4.189436033604338) vs Target CASP7 (1.2658745863405576)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (1.7757821220148493) vs Target CAV1 (-3.1455630723581383)
CAV1;TP53;-1;Incoherent Outgoing: Source TP53 (-1.0157772285962787) vs Target CAV1 (-3.1455630723581383)
CCND1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.3878685302584506) vs Target CCND1 (1.5764540375300626)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (-1.0157772285962787) vs Target CD82 (0.5349639490018232)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.6152657966511503) vs Target CREB1 (1.569386533498661)
EPHA2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.569386533498661) vs Target EPHA2 (-0.9372641601620453)
