Target_Gene;Source_Gene;Interaction_Type;Reason
ERBB2;HSPB1;1;Incoherent Outgoing: Source HSPB1 (1.241247664269471) vs Target ERBB2 (-0.6347557558379666)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0422053853609805) vs Target EZH2 (4.905196766551033)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0422053853609805) vs Target HDAC1 (0.9549159989826972)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5511514522344525) vs Target HIF1A (1.431750795799294)
HIF1A;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.33243409558077) vs Target HIF1A (1.431750795799294)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.390005802574784) vs Target HIF1A (1.431750795799294)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.5201592061684472) vs Target HIF1A (1.431750795799294)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.625563419696638) vs Target MCL1 (1.364999026274897)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (5.2974959284343885) vs Target MCL1 (1.364999026274897)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.66321880992792) vs Target MCL1 (1.364999026274897)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.905196766551033) vs Target NFE2L2 (0.5031692621614097)
NFKB1;E2F1;-1;Incoherent Outgoing: Source E2F1 (1.0454940020128092) vs Target NFKB1 (0.46354877282791307)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.294084225830118) vs Target PARP1 (1.6158496731864975)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-2.222602316651569) vs Target PAX6 (1.0807515098653662)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.625563419696638) vs Target PLAUR (2.980319273997578)
PMAIP1;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.33243409558077) vs Target PMAIP1 (2.66321880992792)
RB1;BCL6;-1;Incoherent Outgoing: Source BCL6 (-1.3887984599290162) vs Target RB1 (-0.445780982822483)
RB1;E2F1;1;Incoherent Outgoing: Source E2F1 (1.0454940020128092) vs Target RB1 (-0.445780982822483)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5511514522344525) vs Target RELA (0.5008554276843906)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.5201592061684472) vs Target RELA (0.5008554276843906)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (2.5201592061684472) vs Target SERPINA3 (-0.9391797804056097)
STAT3;CDKN1A;-1;Incoherent Outgoing: Source CDKN1A (1.2287993254536609) vs Target STAT3 (0.5260400126165701)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (1.7125776415013938) vs Target STAT5A (-2.0422053853609805)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-1.9234255212565783) vs Target TGFB1 (0.35678209775945646)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (1.7125776415013938) vs Target TGFB1 (0.35678209775945646)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.905196766551033) vs Target TP53 (0.45471111087532545)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (1.7125776415013938) vs Target TP53 (0.45471111087532545)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (1.8876771825397878) vs Target TP53 (0.45471111087532545)
VIM;E2F1;1;Incoherent Outgoing: Source E2F1 (1.0454940020128092) vs Target VIM (-0.8972713839792199)
VIM;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.431750795799294) vs Target VIM (-0.8972713839792199)
VIM;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (1.7125776415013938) vs Target VIM (-0.8972713839792199)
VIM;HSPB1;1;Incoherent Outgoing: Source HSPB1 (1.241247664269471) vs Target VIM (-0.8972713839792199)
VIM;PARP1;1;Incoherent Outgoing: Source PARP1 (1.6158496731864975) vs Target VIM (-0.8972713839792199)
VIM;STAT1;1;Incoherent Outgoing: Source STAT1 (2.5201592061684472) vs Target VIM (-0.8972713839792199)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0422053853609805) vs Target XIAP (0.838023496260007)
