Target_Gene;Source_Gene;Interaction_Type;Reason
BAK1;BCL2A1;-1;Incoherent Outgoing: Source BCL2A1 (4.242838481756657) vs Target BAK1 (0.46678734178584946)
BAK1;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.364999026274897) vs Target BAK1 (0.46678734178584946)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.364999026274897) vs Target BAX (1.1648018003955416)
BCL2L1;BCL2;-1;Incoherent Outgoing: Source BCL2 (-1.33243409558077) vs Target BCL2L1 (-0.4282229531268529)
BCL2L1;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.431750795799294) vs Target BCL2L1 (-0.4282229531268529)
BCL2L1;REL;1;Incoherent Outgoing: Source REL (1.8185103282431365) vs Target BCL2L1 (-0.4282229531268529)
BCL2L1;STAT1;1;Incoherent Outgoing: Source STAT1 (2.5201592061684472) vs Target BCL2L1 (-0.4282229531268529)
BCL2L11;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.33243409558077) vs Target BCL2L11 (0.8672143144459268)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (2.0308525622345632) vs Target BCL6 (-1.3887984599290162)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.431750795799294) vs Target BID (1.7918805034046157)
CASP3;CDKN1A;-1;Incoherent Outgoing: Source CDKN1A (1.2287993254536609) vs Target CASP3 (1.294084225830118)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.294084225830118) vs Target CASP9 (-0.6412412474291314)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.980319273997578) vs Target CAV1 (-2.625563419696638)
CD44;E2F1;-1;Incoherent Outgoing: Source E2F1 (1.0454940020128092) vs Target CD44 (1.179972511092731)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5511514522344525) vs Target CREB1 (0.6909440310325046)
E2F1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5511514522344525) vs Target E2F1 (1.0454940020128092)
E2F1;BTG3;-1;Incoherent Outgoing: Source BTG3 (1.9588475142073545) vs Target E2F1 (1.0454940020128092)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (1.5364198801824163) vs Target E2F1 (1.0454940020128092)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.6158496731864975) vs Target E2F1 (1.0454940020128092)
ERBB2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (1.7125776415013938) vs Target ERBB2 (-0.6347557558379666)
