Patient_ID,GeneSymbol,logFC
GSM1589039,BCL2A1,4.634018717478076
GSM1589039,STAT1,4.1572074044408005
GSM1589039,PLAU,3.653320598057352
GSM1589039,HSP90AB1,3.371625609604628
GSM1589039,PLAUR,3.045124201468836
GSM1589039,EZH2,2.875257404114393
GSM1589039,PMAIP1,2.8266958312493395
GSM1589039,TM4SF1,2.724192344306953
GSM1589039,TK1,2.6560415969864524
GSM1589039,TRIP13,2.221751889048388
GSM1589039,LAPTM5,2.1849944339435403
GSM1589039,CDC20,2.1206436450845274
GSM1589039,NFKB1,2.0481030297143237
GSM1589039,MAP3K7,1.9533771416238288
GSM1589039,CD44,1.9092263109346064
GSM1589039,CDKN1A,1.8518836832053704
GSM1589039,REL,1.8119707511886416
GSM1589039,CREB1,1.7584228555938024
GSM1589039,CCND1,1.7248875694838883
GSM1589039,BIRC5,1.7201993253153391
GSM1589039,CASP7,1.7125648631326582
GSM1589039,BIRC2,1.6704568772193156
GSM1589039,NEDD9,1.583233875599002
GSM1589039,IRF2BP2,1.5354238110499878
GSM1589039,BID,1.5139324229381552
GSM1589039,MYC,1.4506565741988133
GSM1589039,TP53,1.441912924754651
GSM1589039,ACTB,1.4344348059391248
GSM1589039,MCL1,1.3981794362517022
GSM1589039,ETS1,1.3928353625477854
GSM1589039,WWP1,1.3839756184465823
GSM1589039,BAX,1.358782150522437
GSM1589039,PIK3CA,1.3463713779320665
GSM1589039,UBQLN1,1.3056434010332119
GSM1589039,SAT1,1.2261081768787303
GSM1589039,PARP1,1.2203211139584287
GSM1589039,RELA,1.1047840534458917
GSM1589039,HIF1A,1.1017269557091947
GSM1589039,YWHAB,1.0682907495198197
GSM1589039,CSNK2B,1.056716949366395
GSM1589039,BCL11A,1.0447040519110153
GSM1589039,SQSTM1,0.977866261513447
GSM1589039,XIAP,0.9722792178055508
GSM1589039,SLC3A2,0.942283572401287
GSM1589039,BTG3,0.9346532657001472
GSM1589039,EPHA2,0.9303234292209455
GSM1589039,VIM,0.8800685892088911
GSM1589039,RB1,0.8740991668119067
GSM1589039,TGFB1,0.8671452367677865
GSM1589039,UBE2D1,0.8433821968136748
GSM1589039,HMGCR,0.7806751878905107
GSM1589039,BAK1,0.7720231168475493
GSM1589039,TRIB3,0.7401203096605613
GSM1589039,MCM7,0.6845116719385675
GSM1589039,ITGB4,0.6376893876446159
GSM1589039,S100A10,0.6091138695285832
GSM1589039,DAXX,0.5966055909154724
