Target_Gene;Source_Gene;Interaction_Type;Reason
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.1797455462744377) vs Target E2F1 (0.9025655819892942)
E2F1;SETDB1;-1;Incoherent Outgoing: Source SETDB1 (1.6495599955748244) vs Target E2F1 (0.9025655819892942)
EPHA2;MTA1;-1;Incoherent Outgoing: Source MTA1 (1.2288602250300054) vs Target EPHA2 (0.3992956810615649)
EPHA2;TP53;1;Incoherent Outgoing: Source TP53 (-1.1614845989949938) vs Target EPHA2 (0.3992956810615649)
ETS1;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target ETS1 (0.7952147427155962)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.1732978560083298) vs Target EZH2 (3.889070552198093)
FOS;PARP1;1;Incoherent Outgoing: Source PARP1 (2.1797455462744377) vs Target FOS (-1.6488355185832395)
FOS;STAT1;1;Incoherent Outgoing: Source STAT1 (4.686448209031555) vs Target FOS (-1.6488355185832395)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.1732978560083298) vs Target HDAC1 (1.0301854066530964)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.628371521881128) vs Target HIF1A (0.8175290037407947)
HIF1A;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.610524207409366) vs Target HIF1A (0.8175290037407947)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (4.686448209031555) vs Target HIF1A (0.8175290037407947)
IFI16;TP53;1;Incoherent Outgoing: Source TP53 (-1.1614845989949938) vs Target IFI16 (0.5286858689568135)
ITGB4;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.422851850256433) vs Target ITGB4 (-0.6895700022322284)
ITGB4;TP53;-1;Incoherent Outgoing: Source TP53 (-1.1614845989949938) vs Target ITGB4 (-0.6895700022322284)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (4.686448209031555) vs Target KRT17P5 (-0.5318644351964128)
KRT17P5;TP53;-1;Incoherent Outgoing: Source TP53 (-1.1614845989949938) vs Target KRT17P5 (-0.5318644351964128)
KRT5;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target KRT5 (0.8095323814627999)
LAPTM5;TP53;1;Incoherent Outgoing: Source TP53 (-1.1614845989949938) vs Target LAPTM5 (2.1655360105842867)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.8150607251475677) vs Target MCL1 (2.0082852538376716)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (5.174024978000487) vs Target MCL1 (2.0082852538376716)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (4.670591476983535) vs Target MCL1 (2.0082852538376716)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.1797455462744377) vs Target MTA1 (1.2288602250300054)
NFKB1;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target NFKB1 (1.422851850256433)
NFKB1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0301854066530964) vs Target NFKB1 (1.422851850256433)
PARP1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0301854066530964) vs Target PARP1 (2.1797455462744377)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.4665246506070382) vs Target PARP1 (2.1797455462744377)
PLAU;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0301854066530964) vs Target PLAU (0.7056304024561229)
PLAU;TP53;1;Incoherent Outgoing: Source TP53 (-1.1614845989949938) vs Target PLAU (0.7056304024561229)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.8150607251475677) vs Target PLAUR (1.458821221062216)
PLAUR;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target PLAUR (1.458821221062216)
PLAUR;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0301854066530964) vs Target PLAUR (1.458821221062216)
RB1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0301854066530964) vs Target RB1 (0.9107015083755368)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.422851850256433) vs Target REL (0.8669218688258677)
RELA;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target RELA (0.6604324194658417)
RELA;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0301854066530964) vs Target RELA (0.6604324194658417)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (4.686448209031555) vs Target RELA (0.6604324194658417)
SERPINA3;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.422851850256433) vs Target SERPINA3 (-2.77356951356383)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (4.686448209031555) vs Target SERPINA3 (-2.77356951356383)
SOD1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0301854066530964) vs Target SOD1 (0.7598111360557542)
SOD1;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.610524207409366) vs Target SOD1 (0.7598111360557542)
SQSTM1;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target SQSTM1 (0.7062850163370795)
ST14;TP53;1;Incoherent Outgoing: Source TP53 (-1.1614845989949938) vs Target ST14 (0.8947564059153112)
STAT1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0301854066530964) vs Target STAT1 (4.686448209031555)
STAT3;CCND1;-1;Incoherent Outgoing: Source CCND1 (1.895878593676283) vs Target STAT3 (0.9440943135776658)
STAT3;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target STAT3 (0.9440943135776658)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (1.664886478946519) vs Target STAT5A (-1.1732978560083298)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-2.3723232048692875) vs Target TGFB1 (0.5657809533009974)
TGFB1;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target TGFB1 (0.5657809533009974)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (1.664886478946519) vs Target TGFB1 (0.5657809533009974)
TP53;BID;1;Incoherent Outgoing: Source BID (1.7215519674950697) vs Target TP53 (-1.1614845989949938)
TP53;IRF9;1;Incoherent Outgoing: Source IRF9 (1.5699195580629084) vs Target TP53 (-1.1614845989949938)
TP53;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.422851850256433) vs Target TP53 (-1.1614845989949938)
TP53;PARP1;1;Incoherent Outgoing: Source PARP1 (2.1797455462744377) vs Target TP53 (-1.1614845989949938)
TP53;STAT1;1;Incoherent Outgoing: Source STAT1 (4.686448209031555) vs Target TP53 (-1.1614845989949938)
TRIB3;TP53;1;Incoherent Outgoing: Source TP53 (-1.1614845989949938) vs Target TRIB3 (0.7812151459879457)
VIM;FOS;1;Incoherent Outgoing: Source FOS (-1.6488355185832395) vs Target VIM (0.356264728297349)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.1732978560083298) vs Target VIM (0.356264728297349)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.1732978560083298) vs Target XIAP (0.3440690227055496)
