Patient_ID,GeneSymbol,logFC
GSM1588977,EZH2,4.763319813837614
GSM1588977,CDC20,4.701405578680207
GSM1588977,IFI16,4.407652087730538
GSM1588977,PMAIP1,3.77700139783156
GSM1588977,STAT1,3.5731910621819605
GSM1588977,BCL2A1,3.5216602876920566
GSM1588977,TRIP13,3.3746523209015375
GSM1588977,HSP90AB1,3.0794521303910916
GSM1588977,TK1,2.6740177815295256
GSM1588977,BIRC5,2.6700217803156248
GSM1588977,IRF9,2.5247320337274477
GSM1588977,PLAUR,2.3241276271710163
GSM1588977,MYC,2.2425383115468147
GSM1588977,LAPTM5,2.223092153584341
GSM1588977,CASP3,2.2057032673899872
GSM1588977,PAX6,2.1596843530375223
GSM1588977,BCL11A,2.106285478156045
GSM1588977,SLC3A2,2.1006912057318576
GSM1588977,TM4SF1,2.098879993765733
GSM1588977,SERPINA3,2.076705755288941
GSM1588977,BTG3,1.917880769943336
GSM1588977,TP53,1.834038979410571
GSM1588977,PARP1,1.771878209624429
GSM1588977,TRIB3,1.7533251092209747
GSM1588977,PLAU,1.7195834121558278
GSM1588977,BID,1.7010624007287225
GSM1588977,MAP3K7,1.6537210684910084
GSM1588977,MCM7,1.575216954207864
GSM1588977,MCL1,1.511165891344488
GSM1588977,STAT3,1.507989198409546
GSM1588977,UBQLN1,1.492214743966553
GSM1588977,RELA,1.4879557022235907
GSM1588977,FADD,1.4853417614065494
GSM1588977,CREB1,1.469932088019271
GSM1588977,BAX,1.4058909539962068
GSM1588977,CSNK2B,1.3972735807371937
GSM1588977,CASP7,1.259818485790249
GSM1588977,REL,1.1398252972093514
GSM1588977,HINT1,1.119954579380778
GSM1588977,IRF2BP2,1.10197094632578
GSM1588977,CTSD,1.0637623912774075
GSM1588977,UBE2D1,1.0204789520790438
GSM1588977,ST14,1.018252744107662
GSM1588977,CD44,0.99369529773558
GSM1588977,CYCS,0.9873458971302442
GSM1588977,ACTB,0.9607017587225979
GSM1588977,YWHAB,0.9569514871936562
GSM1588977,SMAD4,0.885086981282158
GSM1588977,PML,0.8715234886966119
GSM1588977,DIABLO,0.866080673785202
GSM1588977,SETDB1,0.8101403606612045
GSM1588977,E2F1,0.7755441681477899
GSM1588977,XIAP,0.7738647579659954
GSM1588977,GADD45B,0.7302032969662111
GSM1588977,PLK2,0.7168139421405382
GSM1588977,CASP2,0.7145960664435522
GSM1588977,PSMD4,0.693867613180279
GSM1588977,CASP8,0.691454630917927
GSM1588977,BAD,0.6871285637977271
GSM1588977,HDAC1,0.6814665779730174
GSM1588977,BCL2L1,0.6551096691512743
GSM1588977,ITGB4,0.6426126029652321
GSM1588977,SAT1,0.6350732811425299
GSM1588977,TGFBR2,0.6220265738889283
GSM1588977,NFE2L2,0.6216608599340123
GSM1588977,HMGCR,0.6049884532228313
GSM1588977,S100A10,0.5952374619059011
GSM1588977,HIF1A,0.5835777170617948
GSM1588977,CDKN1A,0.5055616391909812
GSM1588977,NFKB1,0.49869944043881365
GSM1588977,MAP3K5,0.48531555511222724
GSM1588977,BCL2L11,0.4614135095997476
GSM1588977,NCOA4,0.4351930615490698
GSM1588977,DDR1,0.41322405782393545
GSM1588977,ATF2,0.4054001934790268
GSM1588977,DAXX,0.3905089775109669
GSM1588977,PPARD,0.36885498998024246
GSM1588977,EPHA2,0.359240399276735
GSM1588977,GABPA,0.3507818191376151
GSM1588977,FOS,0.3231072237976509
GSM1588977,ARNT,0.2840474889383531
GSM1588977,CD82,0.2626515492238539
GSM1588977,TNRC6A,0.23891940283861857
GSM1588977,BIRC2,0.23264444133453566
GSM1588977,TGFBR1,0.21772550451716466
GSM1588977,MTA1,0.18911834303181596
GSM1588977,PIK3CA,0.173237491224004
GSM1588977,TGFB1,0.15398439675515352
GSM1588977,VIM,0.1435171562988291
GSM1588977,ETS1,0.1399777709170058
GSM1588977,BAK1,0.06346707339682922
GSM1588977,ARAF,0.054109252010826836
GSM1588977,RB1,-0.06438183878955783
GSM1588977,STAT5A,-0.06887711880747105
GSM1588977,NR3C1,-0.10432991944806425
GSM1588977,IKBKG,-0.1259085872568182
GSM1588977,HSPB1,-0.13220145866142907
GSM1588977,INSR,-0.1428731888659751
GSM1588977,SQSTM1,-0.14906726448973995
GSM1588977,TRIM29,-0.16201373648771433
GSM1588977,SOD1,-0.1713865622645443
GSM1588977,MAPK4,-0.2407893463212818
GSM1588977,AKT2,-0.24313847167120972
GSM1588977,LDHB,-0.24628186345814385
GSM1588977,MAP3K4,-0.2509175699600359
GSM1588977,NEDD9,-0.27090818715885145
GSM1588977,USP7,-0.31494519038037705
GSM1588977,E2F4,-0.316827474182392
GSM1588977,APAF1,-0.3719130597534237
GSM1588977,CYP3A4,-0.43268333218254273
GSM1588977,KRT17P5,-0.45775131239792266
GSM1588977,CASP10,-0.5226794740013663
GSM1588977,CASP9,-0.5896306516010279
GSM1588977,TRADD,-0.5974494973393956
GSM1588977,EGFR,-0.6036638587781615
GSM1588977,SMAD3,-0.6065777495079026
GSM1588977,RXRA,-0.617146182287927
