Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.834038979410571) vs Target ACTB (0.9607017587225979)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.10197094632578) vs Target BAX (1.4058909539962068)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.511165891344488) vs Target BAX (1.4058909539962068)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.469932088019271) vs Target BCL2 (-1.4759400843950123)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-3.0458561304683025) vs Target BCL2L1 (0.6551096691512743)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.701405578680207) vs Target BCL2L1 (0.6551096691512743)
BCL2L1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (3.77700139783156) vs Target BCL2L1 (0.6551096691512743)
BCL2L1;TP53;-1;Incoherent Outgoing: Source TP53 (1.834038979410571) vs Target BCL2L1 (0.6551096691512743)
BCL2L11;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.4759400843950123) vs Target BCL2L11 (0.4614135095997476)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (2.106285478156045) vs Target BCL6 (-0.9745516022311502)
BRCA1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.469932088019271) vs Target BRCA1 (-0.6227304851380691)
BRCA1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.771878209624429) vs Target BRCA1 (-0.6227304851380691)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (2.2057032673899872) vs Target CASP10 (-0.5226794740013663)
CASP10;FADD;1;Incoherent Outgoing: Source FADD (1.4853417614065494) vs Target CASP10 (-0.5226794740013663)
CASP3;CASP6;1;Incoherent Outgoing: Source CASP6 (-1.6208870644429796) vs Target CASP3 (2.2057032673899872)
CASP6;CASP3;1;Incoherent Outgoing: Source CASP3 (2.2057032673899872) vs Target CASP6 (-1.6208870644429796)
CASP6;CASP7;1;Incoherent Outgoing: Source CASP7 (1.259818485790249) vs Target CASP6 (-1.6208870644429796)
CASP7;CASP6;1;Incoherent Outgoing: Source CASP6 (-1.6208870644429796) vs Target CASP7 (1.259818485790249)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (3.3746523209015375) vs Target CASP7 (1.259818485790249)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (2.2057032673899872) vs Target CASP9 (-0.5896306516010279)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.3241276271710163) vs Target CAV1 (-3.6445896685911876)
CAV1;RELA;1;Incoherent Outgoing: Source RELA (1.4879557022235907) vs Target CAV1 (-3.6445896685911876)
CAV1;STAT3;1;Incoherent Outgoing: Source STAT3 (1.507989198409546) vs Target CAV1 (-3.6445896685911876)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-3.6445896685911876) vs Target CCND1 (-0.9038601927828207)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.469932088019271) vs Target CCND1 (-0.9038601927828207)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (4.763319813837614) vs Target CCND1 (-0.9038601927828207)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.771878209624429) vs Target CCND1 (-0.9038601927828207)
CCND1;REL;1;Incoherent Outgoing: Source REL (1.1398252972093514) vs Target CCND1 (-0.9038601927828207)
CCND1;RELA;1;Incoherent Outgoing: Source RELA (1.4879557022235907) vs Target CCND1 (-0.9038601927828207)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (3.5731910621819605) vs Target CCND1 (-0.9038601927828207)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7749774424613278) vs Target CREB1 (1.469932088019271)
E2F1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7749774424613278) vs Target E2F1 (0.7755441681477899)
E2F1;BTG3;-1;Incoherent Outgoing: Source BTG3 (1.917880769943336) vs Target E2F1 (0.7755441681477899)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (4.407652087730538) vs Target E2F1 (0.7755441681477899)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.771878209624429) vs Target E2F1 (0.7755441681477899)
E2F1;RELA;-1;Incoherent Outgoing: Source RELA (1.4879557022235907) vs Target E2F1 (0.7755441681477899)
E2F1;TP53;-1;Incoherent Outgoing: Source TP53 (1.834038979410571) vs Target E2F1 (0.7755441681477899)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (3.3746523209015375) vs Target EGFR (-0.6036638587781615)
EPHA2;RELA;-1;Incoherent Outgoing: Source RELA (1.4879557022235907) vs Target EPHA2 (0.359240399276735)
ERBB2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.0794521303910916) vs Target ERBB2 (-0.8859984631535065)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.834038979410571) vs Target EZH2 (4.763319813837614)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7749774424613278) vs Target HIF1A (0.5835777170617948)
HIF1A;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.4759400843950123) vs Target HIF1A (0.5835777170617948)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.575216954207864) vs Target HIF1A (0.5835777170617948)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.5731910621819605) vs Target HIF1A (0.5835777170617948)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.834038979410571) vs Target HIF1A (0.5835777170617948)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.834038979410571) vs Target HSP90AB1 (3.0794521303910916)
ITGB4;TP53;-1;Incoherent Outgoing: Source TP53 (1.834038979410571) vs Target ITGB4 (0.6426126029652321)
