Target_Gene;Source_Gene;Interaction_Type;Reason
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.208959298868635) vs Target MCL1 (1.1814799647298866)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.5404069896484627) vs Target NFE2L2 (0.4618954150428696)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.9036331947546579) vs Target PARP1 (1.501902021410329)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-1.0771450160109985) vs Target PAX6 (0.7261564039678117)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.4778528761814647) vs Target PLAT (-0.49868865569350085)
PLAT;FOS;1;Incoherent Outgoing: Source FOS (3.182601729906681) vs Target PLAT (-0.49868865569350085)
PML;IRF9;1;Incoherent Outgoing: Source IRF9 (1.0516123578679473) vs Target PML (-0.32754498986568414)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.143331383507383) vs Target RELA (0.32335021058854174)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.441415856738823) vs Target STAT5A (-1.94656708896375)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-2.0525479577669703) vs Target TGFB1 (0.6375935838965825)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.441415856738823) vs Target TGFB1 (0.6375935838965825)
TP53;ARRB1;-1;Incoherent Outgoing: Source ARRB1 (-1.143331383507383) vs Target TP53 (-0.541809526427274)
TP53;CREB1;1;Incoherent Outgoing: Source CREB1 (1.4778528761814647) vs Target TP53 (-0.541809526427274)
TP53;ETS1;1;Incoherent Outgoing: Source ETS1 (1.4454474130858799) vs Target TP53 (-0.541809526427274)
TP53;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.0755284173622943) vs Target TP53 (-0.541809526427274)
TP53;IFI16;1;Incoherent Outgoing: Source IFI16 (1.6352025214191475) vs Target TP53 (-0.541809526427274)
TP53;IRF9;1;Incoherent Outgoing: Source IRF9 (1.0516123578679473) vs Target TP53 (-0.541809526427274)
TP53;PARP1;1;Incoherent Outgoing: Source PARP1 (1.501902021410329) vs Target TP53 (-0.541809526427274)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.143331383507383) vs Target VIM (1.3264822524150848)
VIM;CREB1;-1;Incoherent Outgoing: Source CREB1 (1.4778528761814647) vs Target VIM (1.3264822524150848)
VIM;EEF1G;1;missing_logFC
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.94656708896375) vs Target VIM (1.3264822524150848)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.94656708896375) vs Target XIAP (0.6419578184704866)
