Target_Gene;Source_Gene;Interaction_Type;Reason
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.5760410958026672) vs Target BAX (2.1875536962365922)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.1814799647298866) vs Target BAX (2.1875536962365922)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.4778528761814647) vs Target BCL2 (-0.709150014063904)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-2.0525479577669703) vs Target BCL2L1 (0.40742448566100187)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.4600943940943676) vs Target BCL2L1 (0.40742448566100187)
BCL2L1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.208959298868635) vs Target BCL2L1 (0.40742448566100187)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.94656708896375) vs Target BCL2L1 (0.40742448566100187)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.0755284173622943) vs Target BID (0.4261068300421025)
BRCA1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.4778528761814647) vs Target BRCA1 (-0.7294407281561739)
BRCA1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.501902021410329) vs Target BRCA1 (-0.7294407281561739)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (1.9036331947546579) vs Target CASP10 (-0.44482460466673146)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.3213482359859157) vs Target CASP3 (1.9036331947546579)
CASP7;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.3213482359859157) vs Target CASP7 (0.8820681004425177)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (2.320584461749518) vs Target CASP7 (0.8820681004425177)
CASP8;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.3213482359859157) vs Target CASP8 (0.5555961552147535)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.9036331947546579) vs Target CASP9 (-0.42886559154292136)
CAV1;ETS1;1;Incoherent Outgoing: Source ETS1 (1.4454474130858799) vs Target CAV1 (-0.5388195788644232)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.029341045360896) vs Target CAV1 (-0.5388195788644232)
CD82;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.0755284173622943) vs Target CD82 (-0.3603774957814112)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.143331383507383) vs Target CREB1 (1.4778528761814647)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.2702039484289642) vs Target CSNK2B (0.7586701881324949)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (2.320584461749518) vs Target EGFR (-0.47632597236380825)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.94656708896375) vs Target EZH2 (3.5404069896484627)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.94656708896375) vs Target FOS (3.182601729906681)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.143331383507383) vs Target HIF1A (1.0755284173622943)
INSR;PPARG;1;Incoherent Outgoing: Source PPARG (-1.0771450160109985) vs Target INSR (0.5051839583898845)
KRT17P5;FOS;1;Incoherent Outgoing: Source FOS (3.182601729906681) vs Target KRT17P5 (-0.3167387551285925)
KRT5;FOS;1;Incoherent Outgoing: Source FOS (3.182601729906681) vs Target KRT5 (-3.0538253352734808)
MAPK3;VIM;1;Incoherent Outgoing: Source VIM (1.3264822524150848) vs Target MAPK3 (-0.9478535270254955)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.4600943940943676) vs Target MCL1 (1.1814799647298866)
