Patient_ID,GeneSymbol,logFC
GSM1589056,BCL2A1,6.557356839236377
GSM1589056,TRIP13,4.566712022931547
GSM1589056,CDC20,4.4098209838505085
GSM1589056,BIRC5,3.4466458674430642
GSM1589056,EZH2,3.341147796187193
GSM1589056,TK1,3.225116974526185
GSM1589056,STAT1,3.0868622244318438
GSM1589056,LAPTM5,3.0000465770474403
GSM1589056,PMAIP1,2.656408207256529
GSM1589056,TM4SF1,2.3215522206283
GSM1589056,SLC3A2,2.1656426147438577
GSM1589056,PLAUR,2.1453406774544064
GSM1589056,BAX,2.144955869750442
GSM1589056,HSP90AB1,2.08755126304896
GSM1589056,MYC,2.0612930317235136
GSM1589056,BRCA1,2.0460743943274116
GSM1589056,STAT3,2.0293017925961534
GSM1589056,PARP1,2.0181909418568384
GSM1589056,BID,1.9423980625416233
GSM1589056,NFKB1,1.9375363882010825
GSM1589056,BCL11A,1.9177772729786495
GSM1589056,UBQLN1,1.9026692379479844
GSM1589056,CASP3,1.848048885917068
GSM1589056,IFI16,1.837294393069282
GSM1589056,SERPINA3,1.7512142837685403
GSM1589056,CD44,1.7410201435272352
GSM1589056,HIF1A,1.5484074284349933
GSM1589056,CASP6,1.405378596237365
GSM1589056,BIRC2,1.393612063217816
GSM1589056,TRIB3,1.3329323969864202
GSM1589056,ST14,1.2581050956870223
GSM1589056,PLAU,1.2445574325900077
GSM1589056,DIABLO,1.2192638126178306
GSM1589056,MCL1,1.1997990472143245
GSM1589056,FADD,1.1926335617618298
GSM1589056,IRF2BP2,1.1213373965915423
GSM1589056,SAT1,1.0676140150149962
GSM1589056,REL,1.0457704182232472
GSM1589056,MCM7,1.03579692408187
GSM1589056,ACTB,1.0294031066509781
GSM1589056,CDKN1A,1.0263625473092706
GSM1589056,PSMD4,1.005315021733626
GSM1589056,PML,0.8980039599910308
GSM1589056,MAP3K7,0.8940505482717382
GSM1589056,CTSD,0.8439818974858078
GSM1589056,E2F1,0.8253198588732689
GSM1589056,TP53,0.8162648284232814
GSM1589056,EPHA2,0.7871092226194252
GSM1589056,YWHAB,0.7776958560883536
