Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target ACTB (1.4344348059391248)
BAK1;BCL2A1;-1;Incoherent Outgoing: Source BCL2A1 (4.634018717478076) vs Target BAK1 (0.7720231168475493)
BAK1;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.3981794362517022) vs Target BAK1 (0.7720231168475493)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.5354238110499878) vs Target BAX (1.358782150522437)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.3981794362517022) vs Target BAX (1.358782150522437)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (2.0481030297143237) vs Target BCL2 (-1.19643876164064)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.7584228555938024) vs Target BCL2 (-1.19643876164064)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.1017269557091947) vs Target BID (1.5139324229381552)
BRCA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target BRCA1 (0.4513394953618963)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.6704568772193156) vs Target CASP3 (0.338939788378128)
CASP3;CDKN1A;-1;Incoherent Outgoing: Source CDKN1A (1.8518836832053704) vs Target CASP3 (0.338939788378128)
CASP6;CASP7;1;Incoherent Outgoing: Source CASP7 (1.7125648631326582) vs Target CASP6 (-0.8295510390022995)
CASP7;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.6704568772193156) vs Target CASP7 (1.7125648631326582)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (2.221751889048388) vs Target CASP7 (1.7125648631326582)
CAV1;ETS1;1;Incoherent Outgoing: Source ETS1 (1.3928353625477854) vs Target CAV1 (-1.936631781326792)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (3.045124201468836) vs Target CAV1 (-1.936631781326792)
CAV1;RELA;1;Incoherent Outgoing: Source RELA (1.1047840534458917) vs Target CAV1 (-1.936631781326792)
CCND1;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.1017269557091947) vs Target CCND1 (1.7248875694838883)
CCND1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0493728751205698) vs Target CCND1 (1.7248875694838883)
CCND1;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target CCND1 (1.7248875694838883)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.304232671129708) vs Target CREB1 (1.7584228555938024)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.4344348059391248) vs Target CSNK2B (1.056716949366395)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (2.221751889048388) vs Target EGFR (-0.5086612549668104)
EPHA2;RELA;-1;Incoherent Outgoing: Source RELA (1.1047840534458917) vs Target EPHA2 (0.9303234292209455)
ETS1;RELA;-1;Incoherent Outgoing: Source RELA (1.1047840534458917) vs Target ETS1 (1.3928353625477854)
ETS1;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target ETS1 (1.3928353625477854)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0493728751205698) vs Target EZH2 (2.875257404114393)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target EZH2 (2.875257404114393)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0493728751205698) vs Target HDAC1 (0.41698679830792607)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.304232671129708) vs Target HIF1A (1.1017269557091947)
HIF1A;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.19643876164064) vs Target HIF1A (1.1017269557091947)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (4.1572074044408005) vs Target HIF1A (1.1017269557091947)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target HIF1A (1.1017269557091947)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target HSP90AB1 (3.371625609604628)
ITGB4;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target ITGB4 (0.6376893876446159)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target KRT15 (-1.5012766142864624)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (4.1572074044408005) vs Target KRT17P5 (-0.7014824138654632)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-1.936631781326792) vs Target MCL1 (1.3981794362517022)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (2.1206436450845274) vs Target MCL1 (1.3981794362517022)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.8266958312493395) vs Target MCL1 (1.3981794362517022)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.441912924754651) vs Target MCM7 (0.6845116719385675)
