GeneSymbol,Diff,Boolean
A2M,-1.1631965622000804,0
ACTB,1.2188267536042705,0
AKT2,-0.1018111802317776,0
ANXA1,0.2939344462830178,0
APAF1,0.2643677607837578,0
AR,-2.4752188182493446,0
ARAF,0.6575705851253861,0
ARNT,1.0323399262099082,0
ARRB1,-0.9857839180421397,0
ATF2,-0.3802863129397842,0
BAD,0.6456813003933055,0
BAK1,1.0538799393837994,0
BAX,1.3538859691234828,0
BCL11A,0.8853906149583644,0
BCL2,-1.105285311176293,0
BCL2A1,3.5802022273722858,1
BCL2L1,0.1430663730381152,0
BCL2L11,0.33292790686275353,0
BCL6,-1.0313113840370622,0
BID,1.9440962841604312,1
BIRC2,1.624806972236513,1
BIRC5,2.0143846738533817,1
BRCA1,0.3777167506857868,0
BTG3,2.3380782073443545,1
CASP10,-0.21601276736923136,0
CASP2,0.6256871824664394,0
CASP3,1.7434187208754768,1
CASP6,0.7118053576762362,0
CASP7,0.1685814635982883,0
CASP8,0.27610177900796984,0
CASP9,-0.21742505737337137,0
CAV1,-2.2511191758092117,0
CCND1,0.6844037632964284,0
CD44,1.0600809636584287,0
CD82,1.9997505954068773,1
CDC20,4.194770175281368,1
CDKN1A,0.5532377412929801,0
CREB1,0.7650219304961361,0
CSNK2B,1.176173437991796,0
CTSD,1.4249242580691277,0
CYCS,0.2836624559416636,0
CYP3A4,-0.4264996265159837,0
DAXX,0.8998263646877644,0
DDR1,1.479541958126008,0
DIABLO,0.4002725887764118,0
E2F1,0.4120694734718491,0
E2F4,0.38114850736930794,0
EGFR,0.14456907893534598,0
EPHA2,0.1708720611352641,0
ERBB2,-0.23518527755935636,0
ETS1,0.6551014507685124,0
ETV1,-0.8566055084086726,0
EZH2,3.280340769741964,1
FADD,0.6412937436058703,0
FOS,1.9973020851386103,1
GABPA,0.5786205144163956,0
GADD45B,0.5829788797183912,0
HDAC1,0.5555998610307871,0
HIF1A,0.9924172102227935,0
HINT1,0.19318167883377235,0
HMGCR,0.6211737063768501,0
HSP90AB1,2.863015385648895,1
HSPB1,1.9997016291651715,1
IFI16,1.3829716314818423,0
IKBKG,0.5176672992846161,0
INSR,1.0616823477551298,0
IRF2BP2,0.6419136596348327,0
IRF9,0.5963824892288176,0
ITGB4,0.06488976629359922,0
KRT15,-4.131846023485624,0
KRT17P5,-0.3289179343402031,0
KRT5,2.9098612652746,1
LAPTM5,2.116396747241751,1
LDHB,0.715952850970405,0
MAP3K4,-0.2925037948877556,0
MAP3K5,1.3684898467109061,0
MAP3K7,1.4743112314982252,0
MAPK3,-0.4919089149310665,0
MAPK4,-0.21077393996066496,0
MCL1,2.4111418362014057,1
MCM7,1.40750334100656,0
MTA1,0.5523406691375508,0
MYC,1.6612915646104138,1
NCOA4,-0.2194409084106308,0
NEDD9,-0.6586842293521871,0
NFE2L2,0.4515045672000131,0
NFKB1,0.9157842059416224,0
NR3C1,-1.2858486883113027,0
PARP1,1.376834399841778,0
PAX6,0.5491705726706018,0
PIK3CA,0.2965112942258683,0
PLAT,-0.7482520847407601,0
PLAU,2.058383470323003,1
PLAUR,2.4769710592801033,1
PLK2,1.6215260500158895,1
PMAIP1,1.7569743032506597,1
PML,0.7198843667509518,0
PPARD,0.25590015233062324,0
PPARG,-2.889743497851498,0
PSMD4,0.7462891922537889,0
RB1,-0.4507746196044575,0
REL,1.1820629434221424,0
RELA,1.1024748678298906,0
RXRA,0.02737398900476773,0
S100A10,2.380930375738231,1
SAT1,2.390746584443132,1
SERPINA3,2.1437193617686408,1
SETDB1,1.3546052390812422,0
SLC3A2,1.0455195380078983,0
SMAD3,0.31689301186790786,0
SMAD4,-0.15304619674927444,0
SOD1,-0.08328467091704539,0
SQSTM1,-0.1361445107057122,0
ST14,0.8804712320886585,0
STAT1,1.4617435436835313,0
STAT3,0.4986213137696769,0
STAT5A,-1.494537497257558,0
SYNPO,-0.7223424921226735,0
TGFB1,0.7835098137092977,0
TGFBR1,0.14204396581443923,0
TGFBR2,-0.14557045951642156,0
TK1,2.6962725527430864,1
TM4SF1,3.3774404625465078,1
TNRC6A,0.16453233654467336,0
TP53,2.1400719042456506,1
TRADD,0.17803630816009708,0
TRIB3,-0.06393862388851002,0
TRIM29,-0.45541622488123235,0
TRIP13,3.6862921474445987,1
UBE2D1,0.839178508133525,0
UBQLN1,1.678877252556525,1
USP7,0.3436372454324186,0
VIM,1.0400953317342712,0
WWP1,0.5403269208237269,0
XIAP,1.6485165636800803,1
YWHAB,0.6311317582447877,0
