Target_Gene;Source_Gene;Interaction_Type;Reason
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target HIF1A (0.8060837492910942)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target HSP90AB1 (3.163673746972826)
IKBKG;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.163673746972826) vs Target IKBKG (-0.5453701683575183)
IKBKG;MAP3K7;1;Incoherent Outgoing: Source MAP3K7 (1.1963905127968806) vs Target IKBKG (-0.5453701683575183)
KRT17P5;FOS;1;Incoherent Outgoing: Source FOS (1.0287127958027398) vs Target KRT17P5 (-0.4766707347947632)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (2.789773660807004) vs Target KRT17P5 (-0.4766707347947632)
KRT5;FOS;1;Incoherent Outgoing: Source FOS (1.0287127958027398) vs Target KRT5 (-2.6452536321760407)
MAPK3;VIM;1;Incoherent Outgoing: Source VIM (1.460332909285821) vs Target MAPK3 (-1.076801595756896)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.016724296157907) vs Target MCL1 (1.007103902276591)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (1.7189193781505994) vs Target MCL1 (1.007103902276591)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target MCM7 (0.7380257395477479)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.6237856286243773) vs Target PARP1 (1.4858264512134074)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.732138449040014) vs Target PLAT (-1.4491688122155502)
PLAT;FOS;1;Incoherent Outgoing: Source FOS (1.0287127958027398) vs Target PLAT (-1.4491688122155502)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target PLAUR (1.7047462608675454)
PML;IRF9;1;Incoherent Outgoing: Source IRF9 (1.7601751110390076) vs Target PML (-0.3769224508144635)
PML;STAT1;1;Incoherent Outgoing: Source STAT1 (2.789773660807004) vs Target PML (-0.3769224508144635)
PML;STAT3;1;Incoherent Outgoing: Source STAT3 (1.0867860756968897) vs Target PML (-0.3769224508144635)
PML;TP53;1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target PML (-0.3769224508144635)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.8625189993188824) vs Target REL (0.35772081815254975)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5307487083574172) vs Target RELA (0.3193021791241062)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.789773660807004) vs Target RELA (0.3193021791241062)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target RELA (0.3193021791241062)
SERPINA3;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.8625189993188824) vs Target SERPINA3 (-1.26347787165553)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (2.789773660807004) vs Target SERPINA3 (-1.26347787165553)
SERPINA3;STAT3;1;Incoherent Outgoing: Source STAT3 (1.0867860756968897) vs Target SERPINA3 (-1.26347787165553)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target SERPINA3 (-1.26347787165553)
SQSTM1;FOS;1;Incoherent Outgoing: Source FOS (1.0287127958027398) vs Target SQSTM1 (-0.3335533869847005)
SQSTM1;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.8625189993188824) vs Target SQSTM1 (-0.3335533869847005)
STAT3;CCND1;-1;Incoherent Outgoing: Source CCND1 (2.5786102542896394) vs Target STAT3 (1.0867860756968897)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.163673746972826) vs Target STAT5A (-2.2251775243364804)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.617113311844883) vs Target TP53 (1.0433467685551063)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.163673746972826) vs Target TP53 (1.0433467685551063)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (1.8848200375574224) vs Target TP53 (1.0433467685551063)
TP53;STAT3;-1;Incoherent Outgoing: Source STAT3 (1.0867860756968897) vs Target TP53 (1.0433467685551063)
TP53;UBE2D1;-1;Incoherent Outgoing: Source UBE2D1 (1.2092027011640374) vs Target TP53 (1.0433467685551063)
USP7;STAT3;1;Incoherent Outgoing: Source STAT3 (1.0867860756968897) vs Target USP7 (-0.3226017221487343)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5307487083574172) vs Target VIM (1.460332909285821)
VIM;CREB1;-1;Incoherent Outgoing: Source CREB1 (1.732138449040014) vs Target VIM (1.460332909285821)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.2251775243364804) vs Target VIM (1.460332909285821)
VIM;TP53;-1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target VIM (1.460332909285821)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.2251775243364804) vs Target XIAP (0.33382236729771275)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (1.0433467685551063) vs Target XIAP (0.33382236729771275)
