Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;SYNPO;1;Incoherent Outgoing: Source SYNPO (-1.0365644015589002) vs Target ACTB (0.7711054327461557)
AKT2;BRCA1;-1;Incoherent Outgoing: Source BRCA1 (-1.0466219885079537) vs Target AKT2 (-0.3846205336006019)
AKT2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.7182498617613255) vs Target AKT2 (-0.3846205336006019)
AKT2;PIK3CA;1;Incoherent Outgoing: Source PIK3CA (1.1705366245008388) vs Target AKT2 (-0.3846205336006019)
ARNT;BRCA1;1;Incoherent Outgoing: Source BRCA1 (-1.0466219885079537) vs Target ARNT (0.5468316338796502)
ATF2;BRCA1;1;Incoherent Outgoing: Source BRCA1 (-1.0466219885079537) vs Target ATF2 (0.5895415607082484)
BAD;PIK3CA;-1;Incoherent Outgoing: Source PIK3CA (1.1705366245008388) vs Target BAD (0.4156996685695171)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.5153018574150021) vs Target BAX (1.2984866658516925)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.5895419287396937) vs Target BAX (1.2984866658516925)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0104118987895818) vs Target BCL2 (-1.038443271577342)
BCL2;BRCA1;-1;Incoherent Outgoing: Source BRCA1 (-1.0466219885079537) vs Target BCL2 (-1.038443271577342)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (3.0653034727689503) vs Target BCL6 (-0.6847193695366958)
BRCA1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0104118987895818) vs Target BRCA1 (-1.0466219885079537)
BRCA1;PARP1;1;Incoherent Outgoing: Source PARP1 (2.150378628961839) vs Target BRCA1 (-1.0466219885079537)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (1.6192718682941472) vs Target CASP10 (-0.33079683113235436)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.6239512627861163) vs Target CASP3 (1.6192718682941472)
CASP8;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.6239512627861163) vs Target CASP8 (0.3873482408780369)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.6192718682941472) vs Target CASP9 (-0.7159592586910346)
CAV1;ETS1;1;Incoherent Outgoing: Source ETS1 (1.182974958342263) vs Target CAV1 (-2.734410176805662)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (1.3893864436498466) vs Target CAV1 (-2.734410176805662)
CAV1;STAT3;1;Incoherent Outgoing: Source STAT3 (2.250486174518227) vs Target CAV1 (-2.734410176805662)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-2.734410176805662) vs Target CCND1 (-2.4267400880060617)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0104118987895818) vs Target CCND1 (-2.4267400880060617)
CCND1;ETS1;1;Incoherent Outgoing: Source ETS1 (1.182974958342263) vs Target CCND1 (-2.4267400880060617)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (4.753881337313554) vs Target CCND1 (-2.4267400880060617)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (2.150378628961839) vs Target CCND1 (-2.4267400880060617)
CCND1;REL;1;Incoherent Outgoing: Source REL (1.691159786542129) vs Target CCND1 (-2.4267400880060617)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (3.484430046687068) vs Target CCND1 (-2.4267400880060617)
CDKN1A;BCL11A;1;Incoherent Outgoing: Source BCL11A (3.0653034727689503) vs Target CDKN1A (-0.6039005390770695)
CDKN1A;IRF2BP2;1;Incoherent Outgoing: Source IRF2BP2 (1.5153018574150021) vs Target CDKN1A (-0.6039005390770695)
CDKN1A;TK1;1;Incoherent Outgoing: Source TK1 (2.139058985137873) vs Target CDKN1A (-0.6039005390770695)
