Target_Gene;Source_Gene;Interaction_Type;Reason
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (4.263614750455561) vs Target MCL1 (1.029615075233302)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target MCM7 (1.3199751634362968)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.6829439309679977) vs Target MTA1 (0.7846479515971456)
MTA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target MTA1 (0.7846479515971456)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (5.167451701087534) vs Target NFE2L2 (0.5144121278785079)
NR3C1;AR;1;Incoherent Outgoing: Source AR (-3.2631494195310227) vs Target NR3C1 (0.791801564965148)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.5678766861749374) vs Target PARP1 (1.6829439309679977)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-1.8144225656999788) vs Target PAX6 (0.7604021154733118)
PLAT;ATF2;1;Incoherent Outgoing: Source ATF2 (1.7096892698770887) vs Target PLAT (-2.9092246113623608)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.8588670064512778) vs Target PLAT (-2.9092246113623608)
PLAT;FOS;1;Incoherent Outgoing: Source FOS (1.1721893488349604) vs Target PLAT (-2.9092246113623608)
PLAU;ST14;1;Incoherent Outgoing: Source ST14 (-1.2660408764304982) vs Target PLAU (1.4213631393909072)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-1.310396327001671) vs Target PLAUR (0.7916439147049195)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target PLAUR (0.7916439147049195)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target PLK2 (-1.4268393742968417)
PML;IRF9;1;Incoherent Outgoing: Source IRF9 (1.5450119980883184) vs Target PML (-0.6223359585038377)
PML;STAT1;1;Incoherent Outgoing: Source STAT1 (2.9710970206768863) vs Target PML (-0.6223359585038377)
PML;TP53;1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target PML (-0.6223359585038377)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.8060833949664037) vs Target RELA (0.39930721899479593)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.9710970206768863) vs Target RELA (0.39930721899479593)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target RELA (0.39930721899479593)
RELA;TRIB3;-1;Incoherent Outgoing: Source TRIB3 (1.8154341248122945) vs Target RELA (0.39930721899479593)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (2.9710970206768863) vs Target SERPINA3 (-5.077536542190559)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target SERPINA3 (-5.077536542190559)
SQSTM1;FOS;1;Incoherent Outgoing: Source FOS (1.1721893488349604) vs Target SQSTM1 (-0.36846930589859284)
ST14;STAT1;1;Incoherent Outgoing: Source STAT1 (2.9710970206768863) vs Target ST14 (-1.2660408764304982)
ST14;TP53;1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target ST14 (-1.2660408764304982)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.93546245676216) vs Target STAT5A (-2.15142034907823)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-3.2631494195310227) vs Target TGFB1 (0.8413793032593677)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.93546245676216) vs Target TGFB1 (0.8413793032593677)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (5.167451701087534) vs Target TP53 (1.0472186005196207)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.93546245676216) vs Target TP53 (1.0472186005196207)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (1.4213631393909072) vs Target TP53 (1.0472186005196207)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-1.4268393742968417) vs Target TP53 (1.0472186005196207)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.8060833949664037) vs Target VIM (0.8713447230378222)
VIM;CREB1;-1;Incoherent Outgoing: Source CREB1 (1.8588670064512778) vs Target VIM (0.8713447230378222)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.15142034907823) vs Target VIM (0.8713447230378222)
VIM;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target VIM (0.8713447230378222)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.15142034907823) vs Target XIAP (1.024773197464027)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target XIAP (1.024773197464027)
