Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target ACTB (0.901909825696741)
BAD;PIK3CA;-1;Incoherent Outgoing: Source PIK3CA (1.0478606737273033) vs Target BAD (1.2356218466188542)
BAK1;BAX;1;Incoherent Outgoing: Source BAX (2.0315924503345517) vs Target BAK1 (-0.3530516751565207)
BAK1;TP53;1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target BAK1 (-0.3530516751565207)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.029615075233302) vs Target BAX (2.0315924503345517)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.8588670064512778) vs Target BCL2 (-0.7824263961259872)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (1.2400858356881672) vs Target BCL6 (-1.4230295693757293)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.2938311092667938) vs Target BID (0.8143114528901787)
BRCA1;MAPK3;1;Incoherent Outgoing: Source MAPK3 (-1.3647819093940559) vs Target BRCA1 (0.47311326606505055)
BRCA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target BRCA1 (0.47311326606505055)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (1.5678766861749374) vs Target CASP10 (-0.5860869047598118)
CASP3;XIAP;-1;Incoherent Outgoing: Source XIAP (1.024773197464027) vs Target CASP3 (1.5678766861749374)
CASP6;XIAP;-1;Incoherent Outgoing: Source XIAP (1.024773197464027) vs Target CASP6 (0.623166528404691)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (3.271197727517137) vs Target CASP7 (1.0057611760545884)
CASP7;XIAP;-1;Incoherent Outgoing: Source XIAP (1.024773197464027) vs Target CASP7 (1.0057611760545884)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.5678766861749374) vs Target CASP9 (-0.3746594055190373)
CCND1;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.2938311092667938) vs Target CCND1 (0.7782733318763935)
CCND1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.15142034907823) vs Target CCND1 (0.7782733318763935)
CCND1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target CCND1 (0.7782733318763935)
CD82;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.2938311092667938) vs Target CD82 (-1.1109013714011118)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target CD82 (-1.1109013714011118)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.8060833949664037) vs Target CREB1 (1.8588670064512778)
DDR1;TP53;1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target DDR1 (-2.5271623899025)
E2F1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.8060833949664037) vs Target E2F1 (0.47487952547990897)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (1.7631660679230308) vs Target E2F1 (0.47487952547990897)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.6829439309679977) vs Target E2F1 (0.47487952547990897)
E2F1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target E2F1 (0.47487952547990897)
ERBB2;ETV1;1;Incoherent Outgoing: Source ETV1 (3.260130635449946) vs Target ERBB2 (-0.6407221924141027)
ERBB2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.93546245676216) vs Target ERBB2 (-0.6407221924141027)
ERBB2;HSPB1;1;Incoherent Outgoing: Source HSPB1 (1.2459601983123711) vs Target ERBB2 (-0.6407221924141027)
ETS1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target ETS1 (0.5500382135948527)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.15142034907823) vs Target EZH2 (5.167451701087534)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target EZH2 (5.167451701087534)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.15142034907823) vs Target FOS (1.1721893488349604)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.15142034907823) vs Target HDAC1 (0.3199378313827168)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.8060833949664037) vs Target HIF1A (1.2938311092667938)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.3199751634362968) vs Target HIF1A (1.2938311092667938)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.9710970206768863) vs Target HIF1A (1.2938311092667938)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target HIF1A (1.2938311092667938)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target HSP90AB1 (2.93546245676216)
IKBKG;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.93546245676216) vs Target IKBKG (-0.47248811458301976)
IKBKG;MAP3K7;1;Incoherent Outgoing: Source MAP3K7 (1.9127714033930854) vs Target IKBKG (-0.47248811458301976)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.0472186005196207) vs Target KRT15 (-6.809997218509973)
KRT17P5;FOS;1;Incoherent Outgoing: Source FOS (1.1721893488349604) vs Target KRT17P5 (-0.6053054085056324)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (2.9710970206768863) vs Target KRT17P5 (-0.6053054085056324)
KRT5;FOS;1;Incoherent Outgoing: Source FOS (1.1721893488349604) vs Target KRT5 (-4.8780460155822105)
MAP3K5;ARRB1;-1;Incoherent Outgoing: Source ARRB1 (-1.8060833949664037) vs Target MAP3K5 (-1.352003962127923)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-1.310396327001671) vs Target MCL1 (1.029615075233302)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (5.4216046713592885) vs Target MCL1 (1.029615075233302)
