Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;SYNPO;1;Incoherent Outgoing: Source SYNPO (-1.2466723637114638) vs Target ACTB (0.9559941011061728)
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target ACTB (0.9559941011061728)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (2.2407198749639505) vs Target BAX (1.9952484672522468)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.8371012003378082) vs Target BCL2 (-0.372218337646137)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (1.6687405738884165) vs Target BCL6 (-1.034575986518396)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.093150106929194) vs Target BID (1.2004997336317391)
BRCA1;RB1;-1;Incoherent Outgoing: Source RB1 (1.347887727528387) vs Target BRCA1 (1.6134641324191863)
BRCA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target BRCA1 (1.6134641324191863)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (2.0284236903937387) vs Target CASP10 (-0.5572776560670967)
CASP10;CASP6;1;Incoherent Outgoing: Source CASP6 (1.4862482148826155) vs Target CASP10 (-0.5572776560670967)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.2242214403547163) vs Target CASP3 (2.0284236903937387)
CASP7;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.2242214403547163) vs Target CASP7 (0.6721612474731087)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (3.7616986585149075) vs Target CASP7 (0.6721612474731087)
CASP8;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.2242214403547163) vs Target CASP8 (0.35337934084403955)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.037545740473777) vs Target CAV1 (-2.347628351195187)
CAV1;STAT3;1;Incoherent Outgoing: Source STAT3 (1.1070962933599278) vs Target CAV1 (-2.347628351195187)
CCND1;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.093150106929194) vs Target CCND1 (0.7987201304206639)
CCND1;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.2833884475378259) vs Target CCND1 (0.7987201304206639)
CCND1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.12305636605129) vs Target CCND1 (0.7987201304206639)
CCND1;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target CCND1 (0.7987201304206639)
CD82;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.093150106929194) vs Target CD82 (-0.6270912156531319)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target CD82 (-0.6270912156531319)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.8299887800248502) vs Target CREB1 (1.8371012003378082)
DDR1;TP53;1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target DDR1 (-0.49967810917416067)
E2F1;BIRC2;1;Incoherent Outgoing: Source BIRC2 (1.2242214403547163) vs Target E2F1 (-0.38707773018612013)
E2F1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.8371012003378082) vs Target E2F1 (-0.38707773018612013)
EPHA2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.8371012003378082) vs Target EPHA2 (-0.3981697188173152)
EPHA2;TP53;1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target EPHA2 (-0.3981697188173152)
ERBB2;HSPB1;1;Incoherent Outgoing: Source HSPB1 (-1.1094637667313787) vs Target ERBB2 (0.6902192202513033)
ETS1;RB1;-1;Incoherent Outgoing: Source RB1 (1.347887727528387) vs Target ETS1 (0.9619323225677725)
ETS1;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target ETS1 (0.9619323225677725)
EZH2;RB1;-1;Incoherent Outgoing: Source RB1 (1.347887727528387) vs Target EZH2 (2.165384632447723)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.12305636605129) vs Target EZH2 (2.165384632447723)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target EZH2 (2.165384632447723)
FOS;ATF2;1;Incoherent Outgoing: Source ATF2 (1.0701835233650225) vs Target FOS (-0.8109634520555398)
FOS;CREB1;1;Incoherent Outgoing: Source CREB1 (1.8371012003378082) vs Target FOS (-0.8109634520555398)
FOS;PARP1;1;Incoherent Outgoing: Source PARP1 (1.4361321573393884) vs Target FOS (-0.8109634520555398)
FOS;STAT1;1;Incoherent Outgoing: Source STAT1 (3.758894288566866) vs Target FOS (-0.8109634520555398)
FOS;STAT3;1;Incoherent Outgoing: Source STAT3 (1.1070962933599278) vs Target FOS (-0.8109634520555398)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.12305636605129) vs Target HDAC1 (0.7921888726321971)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.8299887800248502) vs Target HIF1A (1.093150106929194)
HIF1A;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.2833884475378259) vs Target HIF1A (1.093150106929194)
HIF1A;SQSTM1;-1;Incoherent Outgoing: Source SQSTM1 (1.3969777480136356) vs Target HIF1A (1.093150106929194)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.758894288566866) vs Target HIF1A (1.093150106929194)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target HIF1A (1.093150106929194)
HSP90AB1;HSPB1;1;Incoherent Outgoing: Source HSPB1 (-1.1094637667313787) vs Target HSP90AB1 (2.0289713621243255)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target HSP90AB1 (2.0289713621243255)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target KRT15 (-2.214070696124793)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (3.758894288566866) vs Target KRT17P5 (-0.4043070830971631)
MCL1;BCL2L11;-1;Incoherent Outgoing: Source BCL2L11 (1.0236291888834952) vs Target MCL1 (2.2407198749639505)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.347628351195187) vs Target MCL1 (2.2407198749639505)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.2813859300198676) vs Target MCL1 (2.2407198749639505)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (4.387997819455075) vs Target MCL1 (2.2407198749639505)
NEDD9;NR3C1;1;Incoherent Outgoing: Source NR3C1 (-1.1806654351357775) vs Target NEDD9 (0.5645430461903667)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (2.165384632447723) vs Target NFE2L2 (0.3322615102144031)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (2.0284236903937387) vs Target PARP1 (1.4361321573393884)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.347628351195187) vs Target PLAUR (2.037545740473777)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target PLAUR (2.037545740473777)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target PLK2 (-1.2614575317356218)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.8299887800248502) vs Target RELA (0.77359510997427)
RELA;SQSTM1;-1;Incoherent Outgoing: Source SQSTM1 (1.3969777480136356) vs Target RELA (0.77359510997427)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.758894288566866) vs Target RELA (0.77359510997427)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target RELA (0.77359510997427)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (3.758894288566866) vs Target SERPINA3 (-5.34520148327092)
SERPINA3;STAT3;1;Incoherent Outgoing: Source STAT3 (1.1070962933599278) vs Target SERPINA3 (-5.34520148327092)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target SERPINA3 (-5.34520148327092)
SETDB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.7648385806370408) vs Target SETDB1 (1.071859632791564)
SOD1;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.2833884475378259) vs Target SOD1 (0.4077943384843543)
STAT3;RB1;-1;Incoherent Outgoing: Source RB1 (1.347887727528387) vs Target STAT3 (1.1070962933599278)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.0289713621243255) vs Target STAT5A (-2.12305636605129)
TP53;EEF1G;-1;missing_logFC
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (2.165384632447723) vs Target TP53 (1.7648385806370408)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.0289713621243255) vs Target TP53 (1.7648385806370408)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (2.745658131057912) vs Target TP53 (1.7648385806370408)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-1.2614575317356218) vs Target TP53 (1.7648385806370408)
TP53;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.2833884475378259) vs Target TP53 (1.7648385806370408)
TP53;SETDB1;-1;Incoherent Outgoing: Source SETDB1 (1.071859632791564) vs Target TP53 (1.7648385806370408)
TP53;STAT3;-1;Incoherent Outgoing: Source STAT3 (1.1070962933599278) vs Target TP53 (1.7648385806370408)
TP53;UBE2D1;-1;Incoherent Outgoing: Source UBE2D1 (1.0617681416889777) vs Target TP53 (1.7648385806370408)
TP53;WWP1;-1;Incoherent Outgoing: Source WWP1 (1.0158071906969024) vs Target TP53 (1.7648385806370408)
VIM;ANXA1;-1;Incoherent Outgoing: Source ANXA1 (-1.1077276414585793) vs Target VIM (-0.4953694319451696)
VIM;ATF2;1;Incoherent Outgoing: Source ATF2 (1.0701835233650225) vs Target VIM (-0.4953694319451696)
VIM;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.093150106929194) vs Target VIM (-0.4953694319451696)
