Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target ACTB (1.138888512987256)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.3895062256413961) vs Target BAX (1.2201136227504668)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.5506799049934576) vs Target BCL2 (-1.3323498563293246)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-2.0480526632137055) vs Target BCL2L1 (0.3382667234174894)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.8576629779687472) vs Target BCL2L1 (0.3382667234174894)
BCL2L1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (1.1278569452693645) vs Target BCL2L1 (0.3382667234174894)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6900349651401099) vs Target BCL2L1 (0.3382667234174894)
BCL2L1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target BCL2L1 (0.3382667234174894)
BRCA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target BRCA1 (1.9059320188849664)
CASP6;CASP7;1;Incoherent Outgoing: Source CASP7 (-1.210667680512092) vs Target CASP6 (1.8094877526059134)
CASP7;CASP6;1;Incoherent Outgoing: Source CASP6 (1.8094877526059134) vs Target CASP7 (-1.210667680512092)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.3363595142315283) vs Target CASP9 (-0.6260721670113245)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-2.801550331074684) vs Target CCND1 (-2.2695744211404616)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.5506799049934576) vs Target CCND1 (-2.2695744211404616)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (4.254958487179734) vs Target CCND1 (-2.2695744211404616)
CCND1;NR3C1;-1;Incoherent Outgoing: Source NR3C1 (-2.696657299936092) vs Target CCND1 (-2.2695744211404616)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (2.424557926409989) vs Target CCND1 (-2.2695744211404616)
CCND1;REL;1;Incoherent Outgoing: Source REL (1.0586992469107068) vs Target CCND1 (-2.2695744211404616)
CDKN1A;BCL11A;1;Incoherent Outgoing: Source BCL11A (2.9842634622566626) vs Target CDKN1A (-1.060624551141049)
CDKN1A;IRF2BP2;1;Incoherent Outgoing: Source IRF2BP2 (1.3895062256413961) vs Target CDKN1A (-1.060624551141049)
CDKN1A;TK1;1;Incoherent Outgoing: Source TK1 (2.5112711896440123) vs Target CDKN1A (-1.060624551141049)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.651672161861506) vs Target CREB1 (1.5506799049934576)
CREB1;DAXX;-1;Incoherent Outgoing: Source DAXX (1.1159280662325282) vs Target CREB1 (1.5506799049934576)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.138888512987256) vs Target CSNK2B (1.8902403258916944)
CTSD;TP53;1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target CTSD (-0.5610688270689019)
E2F1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.651672161861506) vs Target E2F1 (0.775236675774619)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.424557926409989) vs Target E2F1 (0.775236675774619)
E2F1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target E2F1 (0.775236675774619)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (2.1896694593546178) vs Target EGFR (-0.6985125108861006)
ERBB2;HSPB1;1;Incoherent Outgoing: Source HSPB1 (-1.3206019628142993) vs Target ERBB2 (0.3543535367041839)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6900349651401099) vs Target EZH2 (4.254958487179734)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target EZH2 (4.254958487179734)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6900349651401099) vs Target FOS (0.4035855950693712)
HDAC1;CCND1;1;Incoherent Outgoing: Source CCND1 (-2.2695744211404616) vs Target HDAC1 (0.9500622158598961)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6900349651401099) vs Target HDAC1 (0.9500622158598961)
HSP90AB1;HSPB1;1;Incoherent Outgoing: Source HSPB1 (-1.3206019628142993) vs Target HSP90AB1 (3.6757095353565603)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target HSP90AB1 (3.6757095353565603)
IFI16;TP53;1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target IFI16 (-1.0977889333371165)
ITGB4;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target ITGB4 (0.3210647740836201)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target KRT15 (-0.8192971292286639)
MAP3K4;GADD45B;1;Incoherent Outgoing: Source GADD45B (1.0708383112722863) vs Target MAP3K4 (-1.692519236809976)
MAP3K5;ARRB1;-1;Incoherent Outgoing: Source ARRB1 (-1.651672161861506) vs Target MAP3K5 (-1.8191009987313072)
MAP3K5;DAXX;1;Incoherent Outgoing: Source DAXX (1.1159280662325282) vs Target MAP3K5 (-1.8191009987313072)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.801550331074684) vs Target MCL1 (0.548890539449225)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.8576629779687472) vs Target MCL1 (0.548890539449225)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (1.1278569452693645) vs Target MCL1 (0.548890539449225)
MCM7;CCND1;1;Incoherent Outgoing: Source CCND1 (-2.2695744211404616) vs Target MCM7 (1.6325490576998636)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target MCM7 (1.6325490576998636)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.3363595142315283) vs Target PARP1 (2.424557926409989)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.5506799049934576) vs Target PLAT (-3.0855153094620604)
PMAIP1;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.3323498563293246) vs Target PMAIP1 (1.1278569452693645)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.651672161861506) vs Target RELA (0.8721088755291753)
RELA;DAXX;-1;Incoherent Outgoing: Source DAXX (1.1159280662325282) vs Target RELA (0.8721088755291753)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target RELA (0.8721088755291753)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target SERPINA3 (-3.214899601958029)
SETDB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0114577052567055) vs Target SETDB1 (0.5003574119385092)
STAT3;DAXX;-1;Incoherent Outgoing: Source DAXX (1.1159280662325282) vs Target STAT3 (0.7600184432291455)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.6757095353565603) vs Target STAT5A (-1.6900349651401099)
TP53;CSNK2B;-1;Incoherent Outgoing: Source CSNK2B (1.8902403258916944) vs Target TP53 (1.0114577052567055)
TP53;DAXX;-1;Incoherent Outgoing: Source DAXX (1.1159280662325282) vs Target TP53 (1.0114577052567055)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.254958487179734) vs Target TP53 (1.0114577052567055)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.6757095353565603) vs Target TP53 (1.0114577052567055)
TP53;IFI16;1;Incoherent Outgoing: Source IFI16 (-1.0977889333371165) vs Target TP53 (1.0114577052567055)
TP53;IRF9;1;Incoherent Outgoing: Source IRF9 (-1.3895169225650719) vs Target TP53 (1.0114577052567055)
