Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target ACTB (1.125223780491865)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.8987597052276097) vs Target BAX (3.1968707643846166)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3811786434519222) vs Target BCL2 (-0.7307839644824368)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-3.15418518154111) vs Target BCL2L1 (0.5249273784660424)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.439018281058578) vs Target BCL2L1 (0.5249273784660424)
BCL2L1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target BCL2L1 (0.5249273784660424)
BCL2L1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.878637132222014) vs Target BCL2L1 (0.5249273784660424)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0200779262679402) vs Target BCL2L1 (0.5249273784660424)
BCL2L1;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target BCL2L1 (0.5249273784660424)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.1202282212884942) vs Target BID (1.6375919898316935)
BRCA1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target BRCA1 (1.3071861645878213)
BRCA1;MAPK3;1;Incoherent Outgoing: Source MAPK3 (-1.0051776443837248) vs Target BRCA1 (1.3071861645878213)
BRCA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target BRCA1 (1.3071861645878213)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (2.4981589521354977) vs Target CASP10 (-0.43215670898059066)
CASP10;CASP6;1;Incoherent Outgoing: Source CASP6 (1.5705338259687514) vs Target CASP10 (-0.43215670898059066)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.1370617343371148) vs Target CASP3 (2.4981589521354977)
CASP7;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.1370617343371148) vs Target CASP7 (0.5665230755496884)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (4.836646913617887) vs Target CASP7 (0.5665230755496884)
CASP8;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.1370617343371148) vs Target CASP8 (0.9205350160488956)
CASP8;RXRA;1;Incoherent Outgoing: Source RXRA (-1.2285946466849325) vs Target CASP8 (0.9205350160488956)
CAV1;ETS1;1;Incoherent Outgoing: Source ETS1 (1.5712438405609461) vs Target CAV1 (-1.7779963196109527)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.050136179731333) vs Target CAV1 (-1.7779963196109527)
CAV1;STAT3;1;Incoherent Outgoing: Source STAT3 (1.2785889742540784) vs Target CAV1 (-1.7779963196109527)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5305642163146942) vs Target CREB1 (0.9779330987630663)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.125223780491865) vs Target CSNK2B (0.8465598310210947)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (4.836646913617887) vs Target EGFR (-0.7907084248728475)
ETS1;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target ETS1 (1.5712438405609461)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0200779262679402) vs Target EZH2 (4.533634584399683)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target EZH2 (4.533634584399683)
FOS;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target FOS (1.459214505170431)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0200779262679402) vs Target FOS (1.459214505170431)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0200779262679402) vs Target HDAC1 (1.1646149841407958)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5305642163146942) vs Target HIF1A (1.1202282212884942)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.401124474407828) vs Target HIF1A (1.1202282212884942)
HIF1A;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.139904115405093) vs Target HIF1A (1.1202282212884942)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.6743592091330086) vs Target HIF1A (1.1202282212884942)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target HIF1A (1.1202282212884942)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target HSP90AB1 (3.3267140683620937)
IKBKG;BIRC2;1;Incoherent Outgoing: Source BIRC2 (1.1370617343371148) vs Target IKBKG (-0.38754383210401855)
IKBKG;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.3267140683620937) vs Target IKBKG (-0.38754383210401855)
IKBKG;MAP3K7;1;Incoherent Outgoing: Source MAP3K7 (1.754940285826228) vs Target IKBKG (-0.38754383210401855)
ITGB4;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3811786434519222) vs Target ITGB4 (-0.5697412467008158)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target KRT15 (-2.7477056894165237)
KRT17P5;FOS;1;Incoherent Outgoing: Source FOS (1.459214505170431) vs Target KRT17P5 (-0.7030476402685126)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (3.6743592091330086) vs Target KRT17P5 (-0.7030476402685126)
KRT5;FOS;1;Incoherent Outgoing: Source FOS (1.459214505170431) vs Target KRT5 (-1.64987337892949)
MAPK3;VIM;1;Incoherent Outgoing: Source VIM (1.1272579182373814) vs Target MAPK3 (-1.0051776443837248)
