Target_Gene;Source_Gene;Interaction_Type;Reason
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-1.7779963196109527) vs Target MCL1 (1.8987597052276097)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.439018281058578) vs Target MCL1 (1.8987597052276097)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.878637132222014) vs Target MCL1 (1.8987597052276097)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target MCM7 (1.401124474407828)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.533634584399683) vs Target NFE2L2 (0.6736993887187328)
NFKB1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target NFKB1 (1.3811786434519222)
PARP1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target PARP1 (1.905866697949918)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (2.4981589521354977) vs Target PARP1 (1.905866697949918)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-1.0778696494518387) vs Target PAX6 (2.2423662333725867)
PLAT;ATF2;1;Incoherent Outgoing: Source ATF2 (1.0509875957512023) vs Target PLAT (-0.9012248854731109)
PLAT;FOS;1;Incoherent Outgoing: Source FOS (1.459214505170431) vs Target PLAT (-0.9012248854731109)
PLAU;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target PLAU (2.7072774039356826)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-1.7779963196109527) vs Target PLAUR (2.050136179731333)
PLAUR;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target PLAUR (2.050136179731333)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target PLAUR (2.050136179731333)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target PLK2 (-2.0076131963281414)
RB1;ATF2;1;Incoherent Outgoing: Source ATF2 (1.0509875957512023) vs Target RB1 (-0.5483193178217984)
RB1;BCL6;-1;Incoherent Outgoing: Source BCL6 (-1.3420250857288067) vs Target RB1 (-0.5483193178217984)
RB1;BRCA1;1;Incoherent Outgoing: Source BRCA1 (1.3071861645878213) vs Target RB1 (-0.5483193178217984)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.3811786434519222) vs Target REL (0.756307417695691)
SERPINA3;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3811786434519222) vs Target SERPINA3 (-1.3564652890551603)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (3.6743592091330086) vs Target SERPINA3 (-1.3564652890551603)
SERPINA3;STAT3;1;Incoherent Outgoing: Source STAT3 (1.2785889742540784) vs Target SERPINA3 (-1.3564652890551603)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target SERPINA3 (-1.3564652890551603)
SETDB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target SETDB1 (0.5798541716885195)
SMAD4;MAP3K7;1;Incoherent Outgoing: Source MAP3K7 (1.754940285826228) vs Target SMAD4 (-0.35308722148513016)
SOD1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target SOD1 (0.30399647994985557)
SOD1;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.139904115405093) vs Target SOD1 (0.30399647994985557)
STAT1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target STAT1 (3.6743592091330086)
STAT1;RXRA;1;Incoherent Outgoing: Source RXRA (-1.2285946466849325) vs Target STAT1 (3.6743592091330086)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.3267140683620937) vs Target STAT5A (-2.0200779262679402)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-3.15418518154111) vs Target TGFB1 (0.6041152728547621)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.3267140683620937) vs Target TGFB1 (0.6041152728547621)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.533634584399683) vs Target TP53 (1.4100133720044719)
TP53;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.1646149841407958) vs Target TP53 (1.4100133720044719)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.3267140683620937) vs Target TP53 (1.4100133720044719)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (2.7072774039356826) vs Target TP53 (1.4100133720044719)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-2.0076131963281414) vs Target TP53 (1.4100133720044719)
TP53;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.139904115405093) vs Target TP53 (1.4100133720044719)
TP53;STAT3;-1;Incoherent Outgoing: Source STAT3 (1.2785889742540784) vs Target TP53 (1.4100133720044719)
TP53;UBE2D1;-1;Incoherent Outgoing: Source UBE2D1 (1.115327509450208) vs Target TP53 (1.4100133720044719)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5305642163146942) vs Target VIM (1.1272579182373814)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0200779262679402) vs Target VIM (1.1272579182373814)
VIM;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target VIM (1.1272579182373814)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.0200779262679402) vs Target XIAP (0.6179788784091649)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (1.4100133720044719) vs Target XIAP (0.6179788784091649)
