Target_Gene;Source_Gene;Interaction_Type;Reason
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5720692553490103) vs Target EZH2 (4.090185288079813)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target EZH2 (4.090185288079813)
FOS;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0655965625073671) vs Target FOS (-0.5596060087048293)
FOS;E2F1;1;Incoherent Outgoing: Source E2F1 (1.2541747402772048) vs Target FOS (-0.5596060087048293)
FOS;PARP1;1;Incoherent Outgoing: Source PARP1 (2.2019238292605383) vs Target FOS (-0.5596060087048293)
FOS;STAT1;1;Incoherent Outgoing: Source STAT1 (1.783377641343069) vs Target FOS (-0.5596060087048293)
HDAC1;CCND1;1;Incoherent Outgoing: Source CCND1 (-2.1600433009401314) vs Target HDAC1 (1.2974056952747972)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5720692553490103) vs Target HDAC1 (1.2974056952747972)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.101009215476478) vs Target HIF1A (1.042382692255595)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.243984097272584) vs Target HIF1A (1.042382692255595)
HIF1A;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.2945438328229137) vs Target HIF1A (1.042382692255595)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (1.783377641343069) vs Target HIF1A (1.042382692255595)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target HIF1A (1.042382692255595)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target HSP90AB1 (1.793412427222858)
IKBKG;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (1.793412427222858) vs Target IKBKG (-0.33838507914585847)
IKBKG;MAP3K7;1;Incoherent Outgoing: Source MAP3K7 (1.230650855103086) vs Target IKBKG (-0.33838507914585847)
INSR;PPARG;1;Incoherent Outgoing: Source PPARG (-1.9803292163655186) vs Target INSR (0.5952016250285164)
ITGB4;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3538590002612727) vs Target ITGB4 (-0.3500277579717137)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target KRT15 (-1.2372604798048634)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-3.4817562181124977) vs Target MCL1 (1.1838738893587868)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.488807499479158) vs Target MCL1 (1.1838738893587868)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.8491799021376796) vs Target MCL1 (1.1838738893587868)
MCM7;CCND1;1;Incoherent Outgoing: Source CCND1 (-2.1600433009401314) vs Target MCM7 (1.243984097272584)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target MCM7 (1.243984097272584)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.2019238292605383) vs Target MTA1 (0.5425223550561666)
MTA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target MTA1 (0.5425223550561666)
NFKB1;E2F1;-1;Incoherent Outgoing: Source E2F1 (1.2541747402772048) vs Target NFKB1 (1.3538590002612727)
NFKB1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target NFKB1 (1.3538590002612727)
PARP1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target PARP1 (2.2019238292605383)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.1774159547166079) vs Target PARP1 (2.2019238292605383)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-1.9803292163655186) vs Target PAX6 (4.186301392778106)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0655965625073671) vs Target PLAT (-4.11456241133611)
PLAU;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target PLAU (1.8549002933319922)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-3.4817562181124977) vs Target PLAUR (2.4230056303906764)
PLAUR;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target PLAUR (2.4230056303906764)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target PLAUR (2.4230056303906764)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target PLK2 (-2.1042639003925014)
PML;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5720692553490103) vs Target PML (0.4810309404898456)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.3538590002612727) vs Target REL (1.125396866113034)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.101009215476478) vs Target RELA (0.6051584420829315)
RELA;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target RELA (0.6051584420829315)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (1.783377641343069) vs Target RELA (0.6051584420829315)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target RELA (0.6051584420829315)
SERPINA3;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3538590002612727) vs Target SERPINA3 (-1.0638178093253394)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (1.783377641343069) vs Target SERPINA3 (-1.0638178093253394)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target SERPINA3 (-1.0638178093253394)
SETDB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target SETDB1 (1.1489090479042092)
SOD1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target SOD1 (0.5372229104083548)
SOD1;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.2945438328229137) vs Target SOD1 (0.5372229104083548)
STAT1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target STAT1 (1.783377641343069)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (1.793412427222858) vs Target STAT5A (-1.5720692553490103)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.090185288079813) vs Target TP53 (1.342311089433716)
TP53;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target TP53 (1.342311089433716)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (1.793412427222858) vs Target TP53 (1.342311089433716)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (1.8549002933319922) vs Target TP53 (1.342311089433716)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-2.1042639003925014) vs Target TP53 (1.342311089433716)
TP53;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.2945438328229137) vs Target TP53 (1.342311089433716)
TP53;SETDB1;-1;Incoherent Outgoing: Source SETDB1 (1.1489090479042092) vs Target TP53 (1.342311089433716)
VIM;E2F1;1;Incoherent Outgoing: Source E2F1 (1.2541747402772048) vs Target VIM (-0.3229914452888494)
VIM;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.042382692255595) vs Target VIM (-0.3229914452888494)
VIM;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (1.793412427222858) vs Target VIM (-0.3229914452888494)
VIM;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3538590002612727) vs Target VIM (-0.3229914452888494)
VIM;PARP1;1;Incoherent Outgoing: Source PARP1 (2.2019238292605383) vs Target VIM (-0.3229914452888494)
VIM;STAT1;1;Incoherent Outgoing: Source STAT1 (1.783377641343069) vs Target VIM (-0.3229914452888494)
