Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;SYNPO;1;Incoherent Outgoing: Source SYNPO (-1.0087592639823804) vs Target ACTB (0.8786763861575757)
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target ACTB (0.8786763861575757)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.3299856677334372) vs Target BAX (1.5487122264452715)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.1838738893587868) vs Target BAX (1.5487122264452715)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3538590002612727) vs Target BCL2 (-0.7143055626781294)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0655965625073671) vs Target BCL2 (-0.7143055626781294)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.042382692255595) vs Target BID (1.8639043051723787)
BRCA1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target BRCA1 (1.1756903040618862)
BRCA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target BRCA1 (1.1756903040618862)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (3.5385202491913788) vs Target CASP7 (0.6891024659812688)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.1774159547166079) vs Target CASP9 (-0.39235499280789465)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.4230056303906764) vs Target CAV1 (-3.4817562181124977)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-3.4817562181124977) vs Target CCND1 (-2.1600433009401314)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0655965625073671) vs Target CCND1 (-2.1600433009401314)
CCND1;E2F1;1;Incoherent Outgoing: Source E2F1 (1.2541747402772048) vs Target CCND1 (-2.1600433009401314)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (4.090185288079813) vs Target CCND1 (-2.1600433009401314)
CCND1;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3538590002612727) vs Target CCND1 (-2.1600433009401314)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (2.2019238292605383) vs Target CCND1 (-2.1600433009401314)
CCND1;REL;1;Incoherent Outgoing: Source REL (1.125396866113034) vs Target CCND1 (-2.1600433009401314)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (1.783377641343069) vs Target CCND1 (-2.1600433009401314)
CD44;E2F1;-1;Incoherent Outgoing: Source E2F1 (1.2541747402772048) vs Target CD44 (1.2532693783060864)
CD82;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.042382692255595) vs Target CD82 (-0.5469235277638758)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target CD82 (-0.5469235277638758)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.101009215476478) vs Target CREB1 (1.0655965625073671)
E2F1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.101009215476478) vs Target E2F1 (1.2541747402772048)
E2F1;BTG3;-1;Incoherent Outgoing: Source BTG3 (1.560908355156104) vs Target E2F1 (1.2541747402772048)
E2F1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.2974056952747972) vs Target E2F1 (1.2541747402772048)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (1.5783861733278979) vs Target E2F1 (1.2541747402772048)
E2F1;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.3538590002612727) vs Target E2F1 (1.2541747402772048)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.2019238292605383) vs Target E2F1 (1.2541747402772048)
E2F1;SETDB1;-1;Incoherent Outgoing: Source SETDB1 (1.1489090479042092) vs Target E2F1 (1.2541747402772048)
E2F1;TP53;-1;Incoherent Outgoing: Source TP53 (1.342311089433716) vs Target E2F1 (1.2541747402772048)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (3.5385202491913788) vs Target EGFR (-0.8388313303676558)
