Target_Gene;Source_Gene;Interaction_Type;Reason
CCND1;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.0276959625892728) vs Target CCND1 (-0.3681911166657521)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.451523588160999) vs Target CCND1 (-0.3681911166657521)
CCND1;REL;1;Incoherent Outgoing: Source REL (1.1539207533992721) vs Target CCND1 (-0.3681911166657521)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (3.2544749812261724) vs Target CCND1 (-0.3681911166657521)
CD82;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.1566291935363946) vs Target CD82 (-0.4307095850243714)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target CD82 (-0.4307095850243714)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.3597763425511502) vs Target CREB1 (0.8469279223363113)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.032047631394553) vs Target CSNK2B (0.6784942001139935)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5505222405248498) vs Target EZH2 (3.4642105171003825)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target EZH2 (3.4642105171003825)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5505222405248498) vs Target FOS (0.8001410521632)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5505222405248498) vs Target HDAC1 (0.496194416662167)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.3597763425511502) vs Target HIF1A (1.1566291935363946)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.2270477592360631) vs Target HIF1A (1.1566291935363946)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.2544749812261724) vs Target HIF1A (1.1566291935363946)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target HIF1A (1.1566291935363946)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target HSP90AB1 (2.97327565982396)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target KRT15 (-4.661882206722013)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (3.2544749812261724) vs Target KRT17P5 (-0.3315355550691228)
MAP3K4;GADD45B;1;Incoherent Outgoing: Source GADD45B (1.7663059882649659) vs Target MAP3K4 (-0.31198919155521665)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.352871632302122) vs Target MCL1 (1.3860881870581885)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.9453361993685085) vs Target MCL1 (1.3860881870581885)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.209846351810455) vs Target MCL1 (1.3860881870581885)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target MCM7 (1.2270477592360631)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.451523588160999) vs Target MTA1 (0.43899401512414027)
MTA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target MTA1 (0.43899401512414027)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.6157759040416177) vs Target PARP1 (1.451523588160999)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-2.295509140886139) vs Target PAX6 (3.7504895121619617)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.352871632302122) vs Target PLAUR (2.2838329052079818)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target PLAUR (2.2838329052079818)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target PLK2 (-1.7293571521690012)
PML;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5505222405248498) vs Target PML (0.590838784129387)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.0276959625892728) vs Target REL (1.1539207533992721)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.3597763425511502) vs Target RELA (0.397923647449721)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.2544749812261724) vs Target RELA (0.397923647449721)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target RELA (0.397923647449721)
SERPINA3;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.0276959625892728) vs Target SERPINA3 (-3.7159252819712796)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (3.2544749812261724) vs Target SERPINA3 (-3.7159252819712796)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target SERPINA3 (-3.7159252819712796)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.97327565982396) vs Target STAT5A (-1.5505222405248498)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-2.622660715198144) vs Target TGFB1 (0.6271495760290868)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.97327565982396) vs Target TGFB1 (0.6271495760290868)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.4642105171003825) vs Target TP53 (1.0965484894359916)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.97327565982396) vs Target TP53 (1.0965484894359916)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (3.329328838327063) vs Target TP53 (1.0965484894359916)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-1.7293571521690012) vs Target TP53 (1.0965484894359916)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.3597763425511502) vs Target VIM (0.6104940569742752)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5505222405248498) vs Target VIM (0.6104940569742752)
VIM;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target VIM (0.6104940569742752)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5505222405248498) vs Target XIAP (0.7334391182019431)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (1.0965484894359916) vs Target XIAP (0.7334391182019431)
