Target_Gene;Source_Gene;Interaction_Type;Reason
BAK1;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.37077715210944) vs Target BAK1 (0.5051704311382599)
BAK1;TP53;1;Incoherent Outgoing: Source TP53 (-1.3852577868470588) vs Target BAK1 (0.5051704311382599)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.7434177637991457) vs Target BAX (1.550300270741337)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.37077715210944) vs Target BAX (1.550300270741337)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.2687791435758236) vs Target BCL2 (-1.2578463485238798)
BCL2;TP53;-1;Incoherent Outgoing: Source TP53 (-1.3852577868470588) vs Target BCL2 (-1.2578463485238798)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (2.625703626664646) vs Target BCL6 (-2.2961950289968263)
BID;TP53;1;Incoherent Outgoing: Source TP53 (-1.3852577868470588) vs Target BID (1.0266532489777624)
BRCA1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.050995577341297) vs Target BRCA1 (1.3187521674242664)
BTG3;TP53;1;Incoherent Outgoing: Source TP53 (-1.3852577868470588) vs Target BTG3 (1.7078860127549147)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (1.7822484496033173) vs Target CASP10 (-0.3729810012360337)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (2.439957684824198) vs Target CASP7 (0.5097715328649288)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.7822484496033173) vs Target CASP9 (-0.5828649784724309)
CAV1;TP53;-1;Incoherent Outgoing: Source TP53 (-1.3852577868470588) vs Target CAV1 (-2.305615377928948)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-2.305615377928948) vs Target CCND1 (-2.7898859989342863)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.2687791435758236) vs Target CCND1 (-2.7898859989342863)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (4.3131750601892636) vs Target CCND1 (-2.7898859989342863)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.5678602684947887) vs Target CCND1 (-2.7898859989342863)
CCND1;TP53;-1;Incoherent Outgoing: Source TP53 (-1.3852577868470588) vs Target CCND1 (-2.7898859989342863)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (-1.3852577868470588) vs Target CD82 (0.5634231815824728)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-2.056101909279815) vs Target CREB1 (1.2687791435758236)
CTSD;TP53;1;Incoherent Outgoing: Source TP53 (-1.3852577868470588) vs Target CTSD (0.6255589161012587)
DAXX;HSPB1;-1;Incoherent Outgoing: Source HSPB1 (2.686897785287771) vs Target DAXX (0.6706576178276409)
