Target_Gene;Source_Gene;Interaction_Type;Reason
DDR1;TM4SF1;1;Incoherent Outgoing: Source TM4SF1 (1.3788572383456277) vs Target DDR1 (-0.3721560154330934)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (4.252502673044708) vs Target EGFR (-0.357993420296677)
ETS1;RB1;-1;Incoherent Outgoing: Source RB1 (1.0331974387957867) vs Target ETS1 (1.3833350178898023)
EZH2;RB1;-1;Incoherent Outgoing: Source RB1 (1.0331974387957867) vs Target EZH2 (2.780996648542313)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.7071430151199198) vs Target EZH2 (2.780996648542313)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.7071430151199198) vs Target FOS (0.4722559657806311)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.7071430151199198) vs Target HDAC1 (0.4680510289274462)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7321723125484443) vs Target HIF1A (0.9480536131394945)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (4.798370545939408) vs Target HIF1A (0.9480536131394945)
ITGB4;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.0695228234869623) vs Target ITGB4 (-0.5983140202408324)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (4.798370545939408) vs Target KRT17P5 (-0.6531917912636027)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.8870369246221426) vs Target MCL1 (2.138180921987587)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.129474665526978) vs Target MCL1 (2.138180921987587)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (4.12802805836516) vs Target MCL1 (2.138180921987587)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (2.780996648542313) vs Target NFE2L2 (0.5625055673379862)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.7918777138344275) vs Target PARP1 (1.0835990947526088)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.7165263497747416) vs Target PLAT (-2.3712174459108004)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.8870369246221426) vs Target PLAUR (1.7293480522685956)
PML;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.7071430151199198) vs Target PML (0.6193433970237532)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.0695228234869623) vs Target REL (1.7323380961895998)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7321723125484443) vs Target RELA (0.5771230331413459)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (4.798370545939408) vs Target RELA (0.5771230331413459)
STAT3;CCND1;-1;Incoherent Outgoing: Source CCND1 (1.721654210277908) vs Target STAT3 (0.5840727869474849)
STAT3;RB1;-1;Incoherent Outgoing: Source RB1 (1.0331974387957867) vs Target STAT3 (0.5840727869474849)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.183666233985859) vs Target STAT5A (-1.7071430151199198)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-3.5894783285345504) vs Target TGFB1 (1.0059745937304276)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.183666233985859) vs Target TGFB1 (1.0059745937304276)
TP53;ARRB1;-1;Incoherent Outgoing: Source ARRB1 (-1.7321723125484443) vs Target TP53 (-0.6871735370000236)
TP53;BCL6;-1;Incoherent Outgoing: Source BCL6 (-1.4543742024116462) vs Target TP53 (-0.6871735370000236)
TP53;BID;1;Incoherent Outgoing: Source BID (1.18446789825044) vs Target TP53 (-0.6871735370000236)
TP53;CREB1;1;Incoherent Outgoing: Source CREB1 (1.7165263497747416) vs Target TP53 (-0.6871735370000236)
TP53;ETS1;1;Incoherent Outgoing: Source ETS1 (1.3833350178898023) vs Target TP53 (-0.6871735370000236)
TP53;IFI16;1;Incoherent Outgoing: Source IFI16 (2.4802952823139393) vs Target TP53 (-0.6871735370000236)
TP53;IRF9;1;Incoherent Outgoing: Source IRF9 (2.026346035108398) vs Target TP53 (-0.6871735370000236)
TP53;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.0695228234869623) vs Target TP53 (-0.6871735370000236)
TP53;PARP1;1;Incoherent Outgoing: Source PARP1 (1.0835990947526088) vs Target TP53 (-0.6871735370000236)
TP53;REL;1;Incoherent Outgoing: Source REL (1.7323380961895998) vs Target TP53 (-0.6871735370000236)
TP53;STAT1;1;Incoherent Outgoing: Source STAT1 (4.798370545939408) vs Target TP53 (-0.6871735370000236)
VIM;ANXA1;-1;Incoherent Outgoing: Source ANXA1 (-1.4911048450529938) vs Target VIM (-0.5942123696138495)
VIM;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.183666233985859) vs Target VIM (-0.5942123696138495)
VIM;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.0695228234869623) vs Target VIM (-0.5942123696138495)
VIM;PARP1;1;Incoherent Outgoing: Source PARP1 (1.0835990947526088) vs Target VIM (-0.5942123696138495)
VIM;STAT1;1;Incoherent Outgoing: Source STAT1 (4.798370545939408) vs Target VIM (-0.5942123696138495)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.7071430151199198) vs Target XIAP (0.9340909988280011)
