GeneSymbol,GSM1589037,GSM1589130,GSM1589132,GSM1589135,GSM1589136,GSM1589139,GSM1589142,GSM1589144,GSM1589145,GSM1589148,GSM1589150,GSM1589151
BAD,6.514200218367761,6.462922863157964,5.629384517786907,6.766090389307774,6.310036770872293,6.386023535640567,6.294650184800161,6.593900585479833,6.326439383050996,6.050457283244294,6.56944432080693,6.248075047177447
BAK1,6.73877146604489,6.84530572144385,6.19096040813861,6.43238274703686,6.67182108675953,7.01619336464846,6.40473772912898,6.75141090005438,6.20036366051002,6.84044959489026,6.40729923957296,6.46063369397758
BAX,6.05653440188653,4.42353081397375,4.305112962095505,5.59293385583151,4.7413169202824745,4.7338695915647,4.5165182551477,4.60772602844702,4.50197909738549,4.70227744813043,4.25929341909299,4.4306937138128095
BCL11A,9.172772297353115,7.221682986229678,7.460274302934673,7.312856225623658,6.70368246001348,6.942656870888085,7.131293748525815,7.525747751119985,7.33454308956843,6.165071978755293,6.0334496744330295,5.55765552969284
BCL2,5.361680047769427,6.308675303068772,5.7764790576364975,5.781768290312015,5.871171296927145,6.267447534188895,5.9906642059596855,6.450083081777422,6.264967969886484,6.301496400272398,6.0189508278603325,6.097465430862985
BCL2A1,7.00486535467499,3.05796194482814,3.97736282060092,4.83928179355678,3.19387880053346,3.83149957216938,3.88054635797338,3.12980143111353,4.95992056911381,3.90449268601028,3.61429637896234,3.53497608288584
BCL2L1,5.795950422769665,5.81873565201515,5.9016717915129675,6.134006137094683,5.870922357417285,6.181257929394739,5.790301407985555,6.001431694840475,5.9020286807382405,5.829953270038187,5.691478339149457,5.808068735060393
BCL2L11,6.65829878409382,6.120840362018823,6.232136153324183,6.282075471000217,6.081872257132299,6.2143248770652715,6.18877080976929,6.164939946411356,6.2599429815440315,6.0235742792374465,6.162895992644435,5.934670302623714
BCL6,7.930219304326326,9.268792678966284,8.597084349813933,9.869281741203691,9.190106835742712,8.50939042486907,8.702422069825735,8.900492023055039,8.71398586757639,9.007807737813813,9.684969816084747,10.016332899795108
BID,8.5271199141001,6.006422165545543,6.22443755102467,7.013007957631337,6.153290029121323,6.43851901212886,6.46826483860925,6.722377499939353,6.799340658732949,7.10535157730597,6.31660540708896,6.70419621894406
