Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;SYNPO;1;Incoherent Outgoing: Source SYNPO (-1.1929074125278367) vs Target ACTB (0.7035201939946436)
AKT2;BCL11A;-1;Incoherent Outgoing: Source BCL11A (-1.1103789747490849) vs Target AKT2 (-0.7777993420152569)
AKT2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.26509378067316) vs Target AKT2 (-0.7777993420152569)
BAK1;BCL2;-1;Incoherent Outgoing: Source BCL2 (-1.0716965992720802) vs Target BAK1 (-0.470446248529651)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.0071288269406828) vs Target BAX (0.5412618964845768)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3286646498637333) vs Target BCL2 (-1.0716965992720802)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.469932476604515) vs Target BCL2 (-1.0716965992720802)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.4530850551451948) vs Target BID (0.44086810844908264)
BRCA1;MTA1;-1;Incoherent Outgoing: Source MTA1 (1.324778214308071) vs Target BRCA1 (1.5017456160124558)
CASP3;XIAP;-1;Incoherent Outgoing: Source XIAP (1.2319111852374274) vs Target CASP3 (2.4275715386215477)
CASP6;XIAP;-1;Incoherent Outgoing: Source XIAP (1.2319111852374274) vs Target CASP6 (1.3403131047405852)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (3.0322878051784077) vs Target CASP7 (1.2137434974211283)
CASP7;XIAP;-1;Incoherent Outgoing: Source XIAP (1.2319111852374274) vs Target CASP7 (1.2137434974211283)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (2.4275715386215477) vs Target CASP9 (-0.3341771766741104)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (1.9239610893066192) vs Target CAV1 (-3.4213946769678625)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-3.4213946769678625) vs Target CCND1 (-1.6644441816662372)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.469932476604515) vs Target CCND1 (-1.6644441816662372)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (4.654840628833743) vs Target CCND1 (-1.6644441816662372)
CCND1;MTA1;1;Incoherent Outgoing: Source MTA1 (1.324778214308071) vs Target CCND1 (-1.6644441816662372)
