Target_Gene;Source_Gene;Interaction_Type;Reason
CCND1;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3286646498637333) vs Target CCND1 (-1.6644441816662372)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (2.190501684038539) vs Target CCND1 (-1.6644441816662372)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (3.5952654060581803) vs Target CCND1 (-1.6644441816662372)
CD82;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.4530850551451948) vs Target CD82 (-0.35220785883489114)
CDKN1A;BCL11A;1;Incoherent Outgoing: Source BCL11A (-1.1103789747490849) vs Target CDKN1A (0.7842122054447209)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7369052478703066) vs Target CREB1 (1.469932476604515)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5292515730511402) vs Target EZH2 (4.654840628833743)
FOS;CREB1;1;Incoherent Outgoing: Source CREB1 (1.469932476604515) vs Target FOS (-0.4492328883153194)
FOS;PARP1;1;Incoherent Outgoing: Source PARP1 (2.190501684038539) vs Target FOS (-0.4492328883153194)
FOS;STAT1;1;Incoherent Outgoing: Source STAT1 (3.5952654060581803) vs Target FOS (-0.4492328883153194)
HDAC1;CCND1;1;Incoherent Outgoing: Source CCND1 (-1.6644441816662372) vs Target HDAC1 (0.6445638211099673)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5292515730511402) vs Target HDAC1 (0.6445638211099673)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7369052478703066) vs Target HIF1A (1.4530850551451948)
HIF1A;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.0716965992720802) vs Target HIF1A (1.4530850551451948)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.0071853072150638) vs Target HIF1A (1.4530850551451948)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.5952654060581803) vs Target HIF1A (1.4530850551451948)
ITGB4;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3286646498637333) vs Target ITGB4 (-0.9320390763195379)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (3.5952654060581803) vs Target KRT17P5 (-0.4212570377342324)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-3.4213946769678625) vs Target MCL1 (0.9115504645557451)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.4730963046892676) vs Target MCL1 (0.9115504645557451)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (1.9139761603078096) vs Target MCL1 (0.9115504645557451)
MCM7;CCND1;1;Incoherent Outgoing: Source CCND1 (-1.6644441816662372) vs Target MCM7 (1.0071853072150638)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.190501684038539) vs Target MTA1 (1.324778214308071)
NR3C1;AR;1;Incoherent Outgoing: Source AR (1.2926939428041804) vs Target NR3C1 (-0.6602801607581696)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (2.4275715386215477) vs Target PARP1 (2.190501684038539)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-2.490149191801329) vs Target PAX6 (0.4317132236031318)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.469932476604515) vs Target PLAT (-1.648644582467151)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-3.4213946769678625) vs Target PLAUR (1.9239610893066192)
PMAIP1;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.0716965992720802) vs Target PMAIP1 (1.9139761603078096)
REL;BCL11A;1;Incoherent Outgoing: Source BCL11A (-1.1103789747490849) vs Target REL (0.8136878096240974)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.3286646498637333) vs Target REL (0.8136878096240974)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7369052478703066) vs Target RELA (0.5466363474180858)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.5952654060581803) vs Target RELA (0.5466363474180858)
RELA;TRIB3;-1;Incoherent Outgoing: Source TRIB3 (1.2242205318591548) vs Target RELA (0.5466363474180858)
S100A10;STAT1;1;Incoherent Outgoing: Source STAT1 (3.5952654060581803) vs Target S100A10 (-0.4162362433439988)
SERPINA3;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3286646498637333) vs Target SERPINA3 (-4.998754031409059)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (3.5952654060581803) vs Target SERPINA3 (-4.998754031409059)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.26509378067316) vs Target STAT5A (-1.5292515730511402)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.26509378067316) vs Target TGFB1 (0.4478421382230078)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5292515730511402) vs Target XIAP (1.2319111852374274)
