Target_Gene;Source_Gene;Interaction_Type;Reason
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.298688672119029) vs Target MCL1 (1.4856353330512473)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.4588861939278308) vs Target MCM7 (0.45574273772061424)
NEDD9;NR3C1;1;Incoherent Outgoing: Source NR3C1 (-1.0899183734864772) vs Target NEDD9 (0.6437323277538596)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.8784957062183834) vs Target NFE2L2 (0.3267615187654851)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (2.037635684046858) vs Target PARP1 (1.652226568612038)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.7698030556319582) vs Target PLAT (-1.654714940739801)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.119499631565443) vs Target PLAUR (1.9853510365772662)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.4588861939278308) vs Target PLAUR (1.9853510365772662)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (1.4588861939278308) vs Target PLK2 (-0.5445206923271417)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7512296565025913) vs Target RELA (0.8292635766656158)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.7418293890021435) vs Target RELA (0.8292635766656158)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.4588861939278308) vs Target RELA (0.8292635766656158)
SETDB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.4588861939278308) vs Target SETDB1 (0.5904289921508497)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.4739961432103907) vs Target STAT5A (-2.05764086982812)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-3.1384524952748656) vs Target TGFB1 (0.3309435251636321)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.4739961432103907) vs Target TGFB1 (0.3309435251636321)
TP53;CSNK2B;-1;Incoherent Outgoing: Source CSNK2B (1.331167158895795) vs Target TP53 (1.4588861939278308)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.8784957062183834) vs Target TP53 (1.4588861939278308)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.4739961432103907) vs Target TP53 (1.4588861939278308)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (2.5134543739817428) vs Target TP53 (1.4588861939278308)
TP53;STAT3;-1;Incoherent Outgoing: Source STAT3 (1.7818842886511481) vs Target TP53 (1.4588861939278308)
TP53;UBE2D1;-1;Incoherent Outgoing: Source UBE2D1 (1.5144617554688242) vs Target TP53 (1.4588861939278308)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7512296565025913) vs Target VIM (0.9133501740655863)
VIM;CREB1;-1;Incoherent Outgoing: Source CREB1 (1.7698030556319582) vs Target VIM (0.9133501740655863)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.05764086982812) vs Target VIM (0.9133501740655863)
VIM;TP53;-1;Incoherent Outgoing: Source TP53 (1.4588861939278308) vs Target VIM (0.9133501740655863)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.05764086982812) vs Target XIAP (0.8582207813394813)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (1.4588861939278308) vs Target XIAP (0.8582207813394813)
