GeneSymbol,Diff,Boolean
A2M,-0.6852047963389358,0
ACTB,1.2714703497647175,0
AKT2,-0.7052203447337106,0
ANXA1,-0.009402350417076377,0
APAF1,-0.1436405579164255,0
AR,-3.1186820489569875,0
ARAF,-0.10655071712914399,0
ARNT,0.47292826183152403,0
ARRB1,-1.6047178548209216,0
ATF2,0.6349476408306831,0
BAD,-0.01105697098204761,0
BAK1,0.08017691856303966,0
BAX,1.675490268510183,1
BCL11A,0.7538817494718755,0
BCL2,-1.3023224532474034,0
BCL2A1,4.667161032663785,1
BCL2L1,0.21360069292024253,0
BCL2L11,0.25627176748127045,0
BCL6,-0.058642252212406376,0
BID,0.7926184593988408,0
BIRC2,0.9634838147500133,0
BIRC5,2.1137046912486044,1
BRCA1,0.6037816882477065,0
BTG3,1.625534789506757,1
CASP10,-0.38994059637336864,0
CASP2,0.15301537492997141,0
CASP3,2.014084035759627,1
CASP6,-0.04117490985152017,0
CASP7,0.4025017856253985,0
CASP8,0.0894366464335361,0
CASP9,-0.448234240146717,0
CAV1,-1.3933416490877875,0
CCND1,2.4322755464004384,1
CD44,1.556635816388039,1
CD82,-0.2815940726312611,0
CDC20,4.677017124577418,1
CDKN1A,0.4486710358139714,0
CREB1,1.3886455117104664,0
CSNK2B,0.7989220179970964,0
CTSD,0.7371356466608088,0
CYCS,0.37493955811227053,0
CYP3A4,-0.3604213017341529,0
DAXX,0.5173260537010398,0
DDR1,0.7467840601610334,0
DIABLO,0.2942369893841317,0
E2F1,0.43194273823428464,0
E2F4,-0.11217775174828759,0
EGFR,-0.6197620923098457,0
EPHA2,0.0416308016729241,0
ERBB2,0.015824278552769577,0
ETS1,0.942197835963543,0
ETV1,-0.10786295935441625,0
EZH2,3.644198024314174,1
FADD,2.314845938017279,1
FOS,-0.03237833475506946,0
GABPA,0.42306259601679574,0
GADD45B,0.546486483366051,0
HDAC1,0.4613828117205472,0
HIF1A,1.2865780113223941,0
HINT1,0.022609355945673926,0
HMGCR,1.6762177115115255,1
HSP90AB1,2.7613678275515277,1
HSPB1,-0.9789958996754482,0
IFI16,1.6456264264954683,1
IKBKG,-0.4990995993590932,0
INSR,0.8436249891169432,0
IRF2BP2,1.3777299787322264,0
IRF9,0.4152205814416572,0
ITGB4,0.2796293876831637,0
KRT15,-2.570435905820144,0
KRT17P5,-0.18199406139697238,0
KRT5,-0.5956406253696809,0
LAPTM5,2.0185446909194553,1
LDHB,0.09233466517005517,0
MAP3K4,0.1996671002740893,0
MAP3K5,0.08291808531847522,0
MAP3K7,1.743833731773143,1
MAPK3,-1.106230704419687,0
MAPK4,-0.14251407093336788,0
MCL1,1.7000305087929544,1
MCM7,0.5663502321409855,0
MTA1,0.3836173666684761,0
MYC,2.181687033519914,1
NCOA4,0.03809886194396839,0
NEDD9,0.6328635722871585,0
NFE2L2,0.2747940188692901,0
NFKB1,1.4607671542535927,0
NR3C1,-0.28293004589026616,0
PARP1,1.5966418274389387,1
PAX6,2.9939860181831266,1
PIK3CA,0.7350090509480962,0
PLAT,-0.5602039631570914,0
PLAU,2.227823753486888,1
PLAUR,3.462970882899727,1
PLK2,-1.618406918965781,0
PMAIP1,3.0484076296264533,1
PML,0.11166865412912497,0
PPARD,-0.013827769349524566,0
PPARG,-3.0890693865883776,0
PSMD4,0.46575047635228195,0
RB1,-0.5175061161506829,0
REL,0.914294327543475,0
RELA,0.7611029612419156,0
RXRA,-1.1014380032549225,0
S100A10,1.6567768227803263,1
SAT1,1.5631363532767981,1
SERPINA3,1.9560288327892401,1
SETDB1,0.5249817759355659,0
SLC3A2,0.6055889516562267,0
SMAD3,-0.7628095826065548,0
SMAD4,0.19841234284471998,0
SOD1,-0.04887389819674581,0
SQSTM1,0.39859537326586825,0
ST14,0.48030061039239946,0
STAT1,2.7861852499239452,1
STAT3,1.2187330148232078,0
STAT5A,-1.8192067834339882,0
SYNPO,-1.0125756208632932,0
TGFB1,0.3613010152177818,0
TGFBR1,0.7403694044578675,0
TGFBR2,-0.4399100983234856,0
TK1,1.9510939372054317,1
TM4SF1,2.6699546919952866,1
TNRC6A,-0.30475423391238365,0
TP53,-1.253229837749589,0
TRADD,-0.14759002994583792,0
TRIB3,0.04432141438396986,0
TRIM29,0.3230153702836649,0
TRIP13,2.122414762542218,1
UBE2D1,1.0453960547529277,0
UBQLN1,0.7190660405980402,0
USP7,-0.3434051149317794,0
VIM,1.826591922192545,1
WWP1,-0.21346644863156783,0
XIAP,0.4578460788778598,0
YWHAB,0.23327820996184556,0
