GeneSymbol,Diff,Boolean
A2M,-1.2088074170610863,0
ACTB,1.0092613765200653,0
AKT2,0.33441532891694514,0
ANXA1,-0.1707776035316364,0
APAF1,0.44726171903302436,0
AR,-2.8961558872486153,0
ARAF,0.614290996900607,0
ARNT,0.19532751281604188,0
ARRB1,-0.44758511199364825,0
ATF2,0.30915565300090897,0
BAD,0.19495892815277927,0
BAK1,-0.44343090067018043,0
BAX,2.5262405681219775,1
BCL11A,2.333949565300462,1
BCL2,-1.3718251661958307,0
BCL2A1,2.244582219965245,1
BCL2L1,0.6483463230205171,0
BCL2L11,0.34636685885707497,0
BCL6,-0.7293364105097755,0
BID,2.342280834750947,1
BIRC2,0.6967543314599141,0
BIRC5,2.272966513431439,1
BRCA1,0.7818426310520667,0
BTG3,0.7324982546670915,0
CASP10,-0.5778965258573665,0
CASP2,0.7568828303531809,0
CASP3,1.7401683518592161,1
CASP6,0.6572874576603338,0
CASP7,-1.0792098650969715,0
CASP8,0.3818271403366502,0
CASP9,-0.7107695452561744,0
CAV1,-2.385637680173918,0
CCND1,0.04563303453412715,0
CD44,1.5100182021751563,0
CD82,0.7337855322271585,0
CDC20,4.575726028133207,1
CDKN1A,-1.0100091794346193,0
CREB1,1.4335865683585451,0
CSNK2B,1.3366001139532955,0
CTSD,0.8761117556491076,0
CYCS,-0.04107550252253667,0
CYP3A4,-0.3761477139288587,0
DAXX,0.7117069377543457,0
DDR1,0.693668733089682,0
DIABLO,0.3620467782416412,0
E2F1,0.39522750786007954,0
E2F4,0.1426805240673632,0
EGFR,-0.5218616581345197,0
EPHA2,1.4757599038483145,0
ERBB2,0.020049165534806512,0
ETS1,-0.8605591976242168,0
ETV1,-0.27092845435332435,0
EZH2,3.6402186788002338,1
FADD,0.8882592210587292,0
FOS,1.2423218513396197,0
GABPA,1.4104629292432405,0
GADD45B,0.7837899967322581,0
HDAC1,0.8293986478797262,0
HIF1A,0.8028149152232942,0
HINT1,0.6992982136173005,0
HMGCR,1.62543183129959,0
HSP90AB1,3.0397769022493275,1
HSPB1,-0.27217463282972965,0
IFI16,-0.5186481751940315,0
IKBKG,-0.00811070282605808,0
INSR,0.04123214926622776,0
IRF2BP2,0.8789939344897366,0
IRF9,-0.14215966403226776,0
ITGB4,-0.11715015356018199,0
KRT15,-1.6373019613259636,0
KRT17P5,-0.675420593364783,0
KRT5,-1.3034329528060802,0
LAPTM5,1.4155534817381294,0
LDHB,0.1145926598812057,0
MAP3K4,-1.756342725087971,0
MAP3K5,-0.8193609415094745,0
MAP3K7,2.0407651439208685,1
MAPK3,-0.8927379208693473,0
MAPK4,-0.15644307225698828,0
MCL1,0.9704724970573446,0
MCM7,2.6223333671258953,1
MTA1,0.7197120710088205,0
MYC,2.0352340245309133,1
NCOA4,-0.42652191017703167,0
NEDD9,0.1992223155665327,0
NFE2L2,0.5381376925745034,0
NFKB1,0.9386124425529525,0
NR3C1,-1.7923068267317745,0
PARP1,1.601279945562359,0
PAX6,-0.4164293442104685,0
PIK3CA,1.2927971355088985,0
PLAT,-1.3053917754438604,0
PLAU,2.337902370068303,1
PLAUR,3.1849226943270423,1
PLK2,-1.5061987703219417,0
PMAIP1,0.17190989391748968,0
PML,-0.6359844019051071,0
PPARD,0.1588249182595005,0
PPARG,-0.3655391137155384,0
PSMD4,0.3231370118512906,0
RB1,1.6415854272524673,1
REL,1.0270052753878476,0
RELA,0.647354097763186,0
RXRA,-2.346392066905958,0
S100A10,-0.17258778362533356,0
SAT1,1.0882140108063325,0
SERPINA3,-1.8125226857843888,0
SETDB1,0.5837265077745224,0
SLC3A2,0.8918035207434478,0
SMAD3,-1.1755290277297297,0
SMAD4,-0.44697956760592206,0
SOD1,0.2128320407786557,0
SQSTM1,-0.4417447823392724,0
ST14,0.6237898543337019,0
STAT1,0.9026197488215661,0
STAT3,0.4178309438768739,0
STAT5A,-2.3532365625780187,0
SYNPO,-1.4447017428935274,0
TGFB1,0.22720754849494718,0
TGFBR1,0.09703555515359064,0
TGFBR2,0.2974375742896438,0
TK1,2.0601097581344616,1
TM4SF1,1.7027555401792274,1
TNRC6A,-0.072051322541129,0
TP53,0.9742803974941507,0
TRADD,-0.5403855309502124,0
TRIB3,1.5147899883576494,0
TRIM29,-0.06392066809262253,0
TRIP13,2.975929804117918,1
UBE2D1,0.8265044278187172,0
UBQLN1,1.5048926973296677,0
USP7,0.04364013291380875,0
VIM,-0.06179616703785307,0
WWP1,0.5181529372366231,0
XIAP,0.6302785437554501,0
YWHAB,1.3181122689780551,0
