Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;SYNPO;1;Incoherent Outgoing: Source SYNPO (-1.4447017428935274) vs Target ACTB (1.0092613765200635)
AKT2;BCL11A;-1;Incoherent Outgoing: Source BCL11A (2.333949565300462) vs Target AKT2 (0.33441532891694514)
AKT2;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.385637680173918) vs Target AKT2 (0.33441532891694514)
AKT2;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.6402186788002338) vs Target AKT2 (0.33441532891694514)
AKT2;TRIB3;-1;Incoherent Outgoing: Source TRIB3 (1.5147899883576494) vs Target AKT2 (0.33441532891694514)
BAK1;BAX;1;Incoherent Outgoing: Source BAX (2.5262405681219766) vs Target BAK1 (-0.44343090067018043)
BAK1;BCL2;-1;Incoherent Outgoing: Source BCL2 (-1.3718251661958325) vs Target BAK1 (-0.44343090067018043)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.4335865683585451) vs Target BCL2 (-1.3718251661958325)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-2.8961558872486135) vs Target BCL2L1 (0.6483463230205162)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.575726028133207) vs Target BCL2L1 (0.6483463230205162)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.3532365625780205) vs Target BCL2L1 (0.6483463230205162)
BCL2L11;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.3718251661958325) vs Target BCL2L11 (0.3463668588570741)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (2.333949565300462) vs Target BCL6 (-0.7293364105097755)
BRCA1;RB1;-1;Incoherent Outgoing: Source RB1 (1.6415854272524673) vs Target BRCA1 (0.7818426310520676)
CASP10;CASP3;1;Incoherent Outgoing: Source CASP3 (1.740168351859218) vs Target CASP10 (-0.5778965258573665)
CASP6;CASP7;1;Incoherent Outgoing: Source CASP7 (-1.0792098650969715) vs Target CASP6 (0.6572874576603338)
CASP8;RXRA;1;Incoherent Outgoing: Source RXRA (-2.346392066905958) vs Target CASP8 (0.3818271403366502)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.740168351859218) vs Target CASP9 (-0.7107695452561744)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (3.1849226943270406) vs Target CAV1 (-2.385637680173918)
CDKN1A;BCL11A;1;Incoherent Outgoing: Source BCL11A (2.333949565300462) vs Target CDKN1A (-1.0100091794346193)
CDKN1A;TK1;1;Incoherent Outgoing: Source TK1 (2.0601097581344616) vs Target CDKN1A (-1.0100091794346193)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.0092613765200635) vs Target CSNK2B (1.3366001139532937)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.601279945562359) vs Target E2F1 (0.39522750786007954)
E2F1;RB1;-1;Incoherent Outgoing: Source RB1 (1.6415854272524673) vs Target E2F1 (0.39522750786007954)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (2.975929804117918) vs Target EGFR (-0.5218616581345215)
ETS1;FOS;1;Incoherent Outgoing: Source FOS (1.2423218513396197) vs Target ETS1 (-0.8605591976242168)
EZH2;RB1;-1;Incoherent Outgoing: Source RB1 (1.6415854272524673) vs Target EZH2 (3.6402186788002338)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.3532365625780205) vs Target EZH2 (3.6402186788002338)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.3532365625780205) vs Target FOS (1.2423218513396197)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.3532365625780205) vs Target HDAC1 (0.8293986478797262)
HIF1A;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.3718251661958325) vs Target HIF1A (0.8028149152232942)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (2.6223333671258935) vs Target HIF1A (0.8028149152232942)
KRT17P5;FOS;1;Incoherent Outgoing: Source FOS (1.2423218513396197) vs Target KRT17P5 (-0.675420593364783)
KRT5;FOS;1;Incoherent Outgoing: Source FOS (1.2423218513396197) vs Target KRT5 (-1.3034329528060802)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.385637680173918) vs Target MCL1 (0.9704724970573446)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.575726028133207) vs Target MCL1 (0.9704724970573446)
MCM7;RB1;-1;Incoherent Outgoing: Source RB1 (1.6415854272524673) vs Target MCM7 (2.6223333671258935)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.601279945562359) vs Target MTA1 (0.7197120710088205)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.6402186788002338) vs Target NFE2L2 (0.5381376925745034)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.740168351859218) vs Target PARP1 (1.601279945562359)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.4335865683585451) vs Target PLAT (-1.3053917754438604)
PLAT;FOS;1;Incoherent Outgoing: Source FOS (1.2423218513396197) vs Target PLAT (-1.3053917754438604)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.385637680173918) vs Target PLAUR (3.1849226943270406)
PML;RB1;1;Incoherent Outgoing: Source RB1 (1.6415854272524673) vs Target PML (-0.6359844019051071)
PPARG;SMAD3;-1;Incoherent Outgoing: Source SMAD3 (-1.1755290277297288) vs Target PPARG (-0.36553911371553927)
RELA;TRIB3;-1;Incoherent Outgoing: Source TRIB3 (1.5147899883576494) vs Target RELA (0.647354097763186)
SMAD4;MAP3K7;1;Incoherent Outgoing: Source MAP3K7 (2.0407651439208685) vs Target SMAD4 (-0.44697956760592206)
SQSTM1;FOS;1;Incoherent Outgoing: Source FOS (1.2423218513396197) vs Target SQSTM1 (-0.4417447823392733)
STAT1;RXRA;1;Incoherent Outgoing: Source RXRA (-2.346392066905958) vs Target STAT1 (0.902619748821567)
STAT3;RB1;-1;Incoherent Outgoing: Source RB1 (1.6415854272524673) vs Target STAT3 (0.4178309438768748)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.0397769022493257) vs Target STAT5A (-2.3532365625780205)
SYNPO;YWHAB;1;Incoherent Outgoing: Source YWHAB (1.3181122689780533) vs Target SYNPO (-1.4447017428935274)
TP53;CSNK2B;-1;Incoherent Outgoing: Source CSNK2B (1.3366001139532937) vs Target TP53 (0.9742803974941507)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.6402186788002338) vs Target TP53 (0.9742803974941507)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.0397769022493257) vs Target TP53 (0.9742803974941507)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (2.337902370068303) vs Target TP53 (0.9742803974941507)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-1.5061987703219417) vs Target TP53 (0.9742803974941507)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-2.3532365625780205) vs Target XIAP (0.6302785437554501)
