Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target ACTB (0.7493123319639903)
BAK1;BCL2A1;-1;Incoherent Outgoing: Source BCL2A1 (7.975706014366276) vs Target BAK1 (0.30595836548265964)
BAK1;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.4979696932306368) vs Target BAK1 (0.30595836548265964)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.4979696932306368) vs Target BAX (2.5221536999362026)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-2.620606808189776) vs Target BCL2L1 (0.33338046205873173)
BCL2L1;BCL2L11;-1;Incoherent Outgoing: Source BCL2L11 (1.0312668369802012) vs Target BCL2L1 (0.33338046205873173)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.3901150460158185) vs Target BCL2L1 (0.33338046205873173)
BCL2L1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.977618074843045) vs Target BCL2L1 (0.33338046205873173)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6919357969674103) vs Target BCL2L1 (0.33338046205873173)
BCL2L1;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target BCL2L1 (0.33338046205873173)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (1.6778045644399855) vs Target BCL6 (-0.8161695056536828)
BRCA1;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target BRCA1 (0.5632377338706505)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.5318921960205678) vs Target CASP9 (-0.4059513173578271)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (1.8106964969195687) vs Target CAV1 (-3.3254827596413774)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-3.3254827596413774) vs Target CCND1 (-1.5990225001435867)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (4.083162982886663) vs Target CCND1 (-1.5990225001435867)
