Target_Gene;Source_Gene;Interaction_Type;Reason
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (2.3016632271965385) vs Target CCND1 (-1.5990225001435867)
CCND1;REL;1;Incoherent Outgoing: Source REL (1.245681333241695) vs Target CCND1 (-1.5990225001435867)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (2.928959975606011) vs Target CCND1 (-1.5990225001435867)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target CD82 (-0.4712486829312068)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.3597853186135884) vs Target CREB1 (0.9686741588917052)
DDR1;TP53;1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target DDR1 (-0.9198802515920246)
E2F1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.3597853186135884) vs Target E2F1 (0.6159685890536695)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (1.623705306064485) vs Target E2F1 (0.6159685890536695)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.3016632271965385) vs Target E2F1 (0.6159685890536695)
E2F1;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target E2F1 (0.6159685890536695)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (2.9238125053922985) vs Target EGFR (-0.46905373443305454)
EPHA2;TP53;1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target EPHA2 (-1.153359225111065)
ETS1;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target ETS1 (0.6780582075537822)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6919357969674103) vs Target EZH2 (4.083162982886663)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target EZH2 (4.083162982886663)
HDAC1;CCND1;1;Incoherent Outgoing: Source CCND1 (-1.5990225001435867) vs Target HDAC1 (0.6906978325304873)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6919357969674103) vs Target HDAC1 (0.6906978325304873)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.3597853186135884) vs Target HIF1A (0.975023965257094)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.8402725952293633) vs Target HIF1A (0.975023965257094)
HIF1A;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.1393196961764396) vs Target HIF1A (0.975023965257094)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.928959975606011) vs Target HIF1A (0.975023965257094)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target HIF1A (0.975023965257094)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target HSP90AB1 (2.745914051559291)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target KRT15 (-3.0111931457209735)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (2.928959975606011) vs Target KRT17P5 (-0.39262759779740275)
MCL1;BCL2L11;-1;Incoherent Outgoing: Source BCL2L11 (1.0312668369802012) vs Target MCL1 (1.4979696932306368)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-3.3254827596413774) vs Target MCL1 (1.4979696932306368)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.3901150460158185) vs Target MCL1 (1.4979696932306368)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.977618074843045) vs Target MCL1 (1.4979696932306368)
MCM7;CCND1;1;Incoherent Outgoing: Source CCND1 (-1.5990225001435867) vs Target MCM7 (1.8402725952293633)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target MCM7 (1.8402725952293633)
NFE2L2;CAV1;-1;Incoherent Outgoing: Source CAV1 (-3.3254827596413774) vs Target NFE2L2 (-0.3319960370077002)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.5318921960205678) vs Target PARP1 (2.3016632271965385)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-3.3254827596413774) vs Target PLAUR (1.8106964969195687)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target PLAUR (1.8106964969195687)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target PLK2 (-2.4512371434439215)
PML;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6919357969674103) vs Target PML (0.6415345898906786)
PPARG;SMAD3;-1;Incoherent Outgoing: Source SMAD3 (-1.2243190724302373) vs Target PPARG (-1.250672971644999)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.3597853186135884) vs Target RELA (0.4966092670907116)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.928959975606011) vs Target RELA (0.4966092670907116)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target RELA (0.4966092670907116)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (2.928959975606011) vs Target SERPINA3 (-4.285907611353579)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target SERPINA3 (-4.285907611353579)
SETDB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target SETDB1 (0.822538369485315)
SOD1;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.1393196961764396) vs Target SOD1 (0.402820283155755)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.745914051559291) vs Target STAT5A (-1.6919357969674103)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-2.620606808189776) vs Target TGFB1 (0.37308396986762205)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.745914051559291) vs Target TGFB1 (0.37308396986762205)
TGFBR1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-3.3254827596413774) vs Target TGFBR1 (-0.3664263026006953)
TNRC6A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.745914051559291) vs Target TNRC6A (-0.4430731794780147)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.083162982886663) vs Target TP53 (1.3942172202392156)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.745914051559291) vs Target TP53 (1.3942172202392156)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (1.2218682853693776) vs Target TP53 (1.3942172202392156)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-2.4512371434439215) vs Target TP53 (1.3942172202392156)
TP53;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.1393196961764396) vs Target TP53 (1.3942172202392156)
TRIB3;TP53;1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target TRIB3 (-0.43739854709872006)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6919357969674103) vs Target XIAP (0.30852323675998505)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (1.3942172202392156) vs Target XIAP (0.30852323675998505)
