Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target ACTB (1.2188267536042705)
BAK1;BCL2A1;-1;Incoherent Outgoing: Source BCL2A1 (3.580202227372287) vs Target BAK1 (1.0538799393837994)
BAK1;MCL1;-1;Incoherent Outgoing: Source MCL1 (2.4111418362014057) vs Target BAK1 (1.0538799393837994)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (2.4111418362014057) vs Target BAX (1.353885969123482)
BCL2L11;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.1052853111762948) vs Target BCL2L11 (0.33292790686275264)
BRCA1;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target BRCA1 (0.3777167506857868)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.6248069722365148) vs Target CASP3 (1.7434187208754786)
CASP3;XIAP;-1;Incoherent Outgoing: Source XIAP (1.6485165636800803) vs Target CASP3 (1.7434187208754786)
CASP6;XIAP;-1;Incoherent Outgoing: Source XIAP (1.6485165636800803) vs Target CASP6 (0.7118053576762362)
CAV1;ARNT;1;Incoherent Outgoing: Source ARNT (1.03233992620991) vs Target CAV1 (-2.2511191758092117)
CAV1;CD82;1;Incoherent Outgoing: Source CD82 (1.999750595406879) vs Target CAV1 (-2.2511191758092117)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.4769710592801033) vs Target CAV1 (-2.2511191758092117)
CAV1;RELA;1;Incoherent Outgoing: Source RELA (1.1024748678298906) vs Target CAV1 (-2.2511191758092117)
CCND1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4945374972575598) vs Target CCND1 (0.6844037632964284)
CCND1;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target CCND1 (0.6844037632964284)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.2188267536042705) vs Target CSNK2B (1.1761734379917943)
DAXX;HSPB1;-1;Incoherent Outgoing: Source HSPB1 (1.9997016291651715) vs Target DAXX (0.8998263646877662)
E2F1;BTG3;-1;Incoherent Outgoing: Source BTG3 (2.3380782073443545) vs Target E2F1 (0.4120694734718491)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (1.382971631481844) vs Target E2F1 (0.4120694734718491)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.376834399841778) vs Target E2F1 (0.4120694734718491)
E2F1;RELA;-1;Incoherent Outgoing: Source RELA (1.1024748678298906) vs Target E2F1 (0.4120694734718491)
E2F1;SETDB1;-1;Incoherent Outgoing: Source SETDB1 (1.3546052390812395) vs Target E2F1 (0.4120694734718491)
E2F1;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target E2F1 (0.4120694734718491)
ETS1;RELA;-1;Incoherent Outgoing: Source RELA (1.1024748678298906) vs Target ETS1 (0.6551014507685124)
ETS1;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target ETS1 (0.6551014507685124)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4945374972575598) vs Target EZH2 (3.280340769741964)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target EZH2 (3.280340769741964)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4945374972575598) vs Target FOS (1.9973020851386103)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4945374972575598) vs Target HDAC1 (0.5555998610307871)
HIF1A;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.1052853111762948) vs Target HIF1A (0.9924172102227935)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.4075033410065583) vs Target HIF1A (0.9924172102227935)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (1.4617435436835322) vs Target HIF1A (0.9924172102227935)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target HIF1A (0.9924172102227935)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target HSP90AB1 (2.863015385648893)
INSR;PPARG;1;Incoherent Outgoing: Source PPARG (-2.889743497851499) vs Target INSR (1.0616823477551298)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target KRT15 (-4.131846023485624)
KRT17P5;FOS;1;Incoherent Outgoing: Source FOS (1.9973020851386103) vs Target KRT17P5 (-0.3289179343402031)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (1.4617435436835322) vs Target KRT17P5 (-0.3289179343402031)
