Target_Gene;Source_Gene;Interaction_Type;Reason
MAPK3;VIM;1;Incoherent Outgoing: Source VIM (1.0400953317342712) vs Target MAPK3 (-0.4919089149310647)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.2511191758092117) vs Target MCL1 (2.4111418362014057)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.194770175281368) vs Target MCL1 (2.4111418362014057)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (1.7569743032506597) vs Target MCL1 (2.4111418362014057)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target MCM7 (1.4075033410065583)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.376834399841778) vs Target MTA1 (0.5523406691375508)
MTA1;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target MTA1 (0.5523406691375508)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.280340769741964) vs Target NFE2L2 (0.4515045672000131)
NFE2L2;RELA;-1;Incoherent Outgoing: Source RELA (1.1024748678298906) vs Target NFE2L2 (0.4515045672000131)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.7434187208754786) vs Target PARP1 (1.376834399841778)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-2.889743497851499) vs Target PAX6 (0.5491705726706018)
PLAT;FOS;1;Incoherent Outgoing: Source FOS (1.9973020851386103) vs Target PLAT (-0.7482520847407601)
PLAT;RELA;1;Incoherent Outgoing: Source RELA (1.1024748678298906) vs Target PLAT (-0.7482520847407601)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.2511191758092117) vs Target PLAUR (2.4769710592801033)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target PLAUR (2.4769710592801033)
PMAIP1;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.1052853111762948) vs Target PMAIP1 (1.7569743032506597)
PML;CSNK2B;-1;Incoherent Outgoing: Source CSNK2B (1.1761734379917943) vs Target PML (0.7198843667509518)
PML;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4945374972575598) vs Target PML (0.7198843667509518)
RB1;BCL6;-1;Incoherent Outgoing: Source BCL6 (-1.0313113840370622) vs Target RB1 (-0.4507746196044575)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (1.4617435436835322) vs Target RELA (1.1024748678298906)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target RELA (1.1024748678298906)
SETDB1;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target SETDB1 (1.3546052390812395)
SMAD3;PPARG;1;Incoherent Outgoing: Source PPARG (-2.889743497851499) vs Target SMAD3 (0.31689301186790786)
ST14;RELA;-1;Incoherent Outgoing: Source RELA (1.1024748678298906) vs Target ST14 (0.8804712320886585)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.863015385648893) vs Target STAT5A (-1.4945374972575598)
STAT5A;RELA;1;Incoherent Outgoing: Source RELA (1.1024748678298906) vs Target STAT5A (-1.4945374972575598)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-2.475218818249343) vs Target TGFB1 (0.7835098137092977)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.863015385648893) vs Target TGFB1 (0.7835098137092977)
TP53;CSNK2B;-1;Incoherent Outgoing: Source CSNK2B (1.1761734379917943) vs Target TP53 (2.1400719042456506)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.280340769741964) vs Target TP53 (2.1400719042456506)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.863015385648893) vs Target TP53 (2.1400719042456506)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (2.058383470323003) vs Target TP53 (2.1400719042456506)
TP53;SETDB1;-1;Incoherent Outgoing: Source SETDB1 (1.3546052390812395) vs Target TP53 (2.1400719042456506)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4945374972575598) vs Target VIM (1.0400953317342712)
VIM;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target VIM (1.0400953317342712)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4945374972575598) vs Target XIAP (1.6485165636800803)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (2.1400719042456506) vs Target XIAP (1.6485165636800803)
