Target_Gene;Source_Gene;Interaction_Type;Reason
AKT2;BCL11A;-1;Incoherent Outgoing: Source BCL11A (-1.9218609379541354) vs Target AKT2 (-0.7737532898946871)
AKT2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.610432402332359) vs Target AKT2 (-0.7737532898946871)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.2627872025983935) vs Target BCL2 (-1.3330399953434302)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.1399784810111946) vs Target BCL2 (-1.3330399953434302)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-2.762961701104633) vs Target BCL2L1 (0.5289575854054016)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.227812987686168) vs Target BCL2L1 (0.5289575854054016)
BCL2L1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3529850633465959) vs Target BCL2L1 (0.5289575854054016)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.8379194957826206) vs Target BCL2L1 (0.5289575854054016)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (1.197343468600148) vs Target CASP7 (1.0083646654644989)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (1.1816892473812395) vs Target CAV1 (-2.919723987055548)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-2.919723987055548) vs Target CCND1 (-1.8369230369126708)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.1399784810111946) vs Target CCND1 (-1.8369230369126708)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (3.151607392552833) vs Target CCND1 (-1.8369230369126708)
CCND1;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.2627872025983935) vs Target CCND1 (-1.8369230369126708)
CCND1;NR3C1;-1;Incoherent Outgoing: Source NR3C1 (-1.076881523231421) vs Target CCND1 (-1.8369230369126708)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.2516192055807878) vs Target CCND1 (-1.8369230369126708)
CCND1;REL;1;Incoherent Outgoing: Source REL (1.0552238995367071) vs Target CCND1 (-1.8369230369126708)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (3.0043462792769606) vs Target CCND1 (-1.8369230369126708)
CDKN1A;BCL11A;1;Incoherent Outgoing: Source BCL11A (-1.9218609379541354) vs Target CDKN1A (0.5138195907239016)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.4382826094441752) vs Target CREB1 (1.1399784810111946)
E2F1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.4382826094441752) vs Target E2F1 (0.6173162643274646)
E2F1;BTG3;-1;Incoherent Outgoing: Source BTG3 (1.6638239847361662) vs Target E2F1 (0.6173162643274646)
E2F1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3529850633465959) vs Target E2F1 (0.6173162643274646)
E2F1;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.2627872025983935) vs Target E2F1 (0.6173162643274646)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.2516192055807878) vs Target E2F1 (0.6173162643274646)
ERBB2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.610432402332359) vs Target ERBB2 (-0.32862213959047626)
