Target_Gene;Source_Gene;Interaction_Type;Reason
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.1533389927592914) vs Target STAT5A (-0.8668842007149902)
STAT5A;RELA;1;Incoherent Outgoing: Source RELA (1.1780251316751507) vs Target STAT5A (-0.8668842007149902)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-3.0762039975607802) vs Target TGFB1 (0.6389308080977525)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.1533389927592914) vs Target TGFB1 (0.6389308080977525)
TGFBR1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-3.910272256631403) vs Target TGFBR1 (-0.5366878389402325)
TP53;BID;1;Incoherent Outgoing: Source BID (1.4387711457512253) vs Target TP53 (-0.4238469563648639)
TP53;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.0123640597044936) vs Target TP53 (-0.4238469563648639)
TP53;IFI16;1;Incoherent Outgoing: Source IFI16 (1.3111775070356941) vs Target TP53 (-0.4238469563648639)
TP53;IRF9;1;Incoherent Outgoing: Source IRF9 (1.1346074618301616) vs Target TP53 (-0.4238469563648639)
TP53;RELA;1;Incoherent Outgoing: Source RELA (1.1780251316751507) vs Target TP53 (-0.4238469563648639)
TP53;STAT1;1;Incoherent Outgoing: Source STAT1 (1.57219698013472) vs Target TP53 (-0.4238469563648639)
VIM;ANXA1;-1;Incoherent Outgoing: Source ANXA1 (-2.561655523027259) vs Target VIM (-1.639280321327245)
VIM;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.0123640597044936) vs Target VIM (-1.639280321327245)
VIM;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.1533389927592914) vs Target VIM (-1.639280321327245)
VIM;HSPB1;1;Incoherent Outgoing: Source HSPB1 (1.6001309537255715) vs Target VIM (-1.639280321327245)
VIM;RELA;1;Incoherent Outgoing: Source RELA (1.1780251316751507) vs Target VIM (-1.639280321327245)
VIM;STAT1;1;Incoherent Outgoing: Source STAT1 (1.57219698013472) vs Target VIM (-1.639280321327245)
