Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target ACTB (1.0239362783788444)
AKT2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.006370996500891) vs Target AKT2 (-0.6940370759359817)
AKT2;PIK3CA;1;Incoherent Outgoing: Source PIK3CA (1.1047086862288023) vs Target AKT2 (-0.6940370759359817)
BAD;PIK3CA;-1;Incoherent Outgoing: Source PIK3CA (1.1047086862288023) vs Target BAD (0.603532484943524)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.2359984857218578) vs Target BAX (0.954662345821192)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.481675690354491) vs Target BAX (0.954662345821192)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (2.9091381430606704) vs Target BCL6 (-1.3998713848495932)
BRCA1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.6586135858356608) vs Target BRCA1 (-0.3158643255863183)
BRCA1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.9915091421900986) vs Target BRCA1 (-0.3158643255863183)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.2415408397382155) vs Target CASP3 (1.7966969300619287)
CASP7;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.2415408397382155) vs Target CASP7 (0.4386847737466182)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (2.421455274416048) vs Target CASP7 (0.4386847737466182)
CASP8;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.2415408397382155) vs Target CASP8 (0.9827405224788235)
CASP9;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.2415408397382155) vs Target CASP9 (0.32437716708059217)
CASP9;BIRC5;-1;Incoherent Outgoing: Source BIRC5 (2.3898188172687567) vs Target CASP9 (0.32437716708059217)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (1.7124842340535267) vs Target CAV1 (-2.4069212209903874)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-2.4069212209903874) vs Target CCND1 (-2.077298378182771)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.6586135858356608) vs Target CCND1 (-2.077298378182771)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (4.274258811590193) vs Target CCND1 (-2.077298378182771)
CCND1;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3063213785475822) vs Target CCND1 (-2.077298378182771)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.9915091421900986) vs Target CCND1 (-2.077298378182771)
CCND1;REL;1;Incoherent Outgoing: Source REL (2.218576838889798) vs Target CCND1 (-2.077298378182771)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (3.424335780492836) vs Target CCND1 (-2.077298378182771)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target CD82 (-0.39036596980690597)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.0239362783788444) vs Target CSNK2B (1.2943426524756934)
E2F1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target E2F1 (0.3055677186301491)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (2.4135302869763624) vs Target E2F1 (0.3055677186301491)
E2F1;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.3063213785475822) vs Target E2F1 (0.3055677186301491)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.9915091421900986) vs Target E2F1 (0.3055677186301491)
E2F1;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target E2F1 (0.3055677186301491)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (2.421455274416048) vs Target EGFR (-0.8237929969463647)
ERBB2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.006370996500891) vs Target ERBB2 (-0.5988049772918567)
ETS1;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target ETS1 (0.9948556772211816)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.0335273251226305) vs Target EZH2 (4.274258811590193)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target EZH2 (4.274258811590193)
FOS;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target FOS (0.33266947890233034)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.0335273251226305) vs Target FOS (0.33266947890233034)
HDAC1;CCND1;1;Incoherent Outgoing: Source CCND1 (-2.077298378182771) vs Target HDAC1 (1.0076835431805957)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.0335273251226305) vs Target HDAC1 (1.0076835431805957)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.1808679934686328) vs Target HIF1A (0.8505450580051939)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.424335780492836) vs Target HIF1A (0.8505450580051939)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target HIF1A (0.8505450580051939)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target HSP90AB1 (2.006370996500891)
IKBKG;ANXA1;1;Incoherent Outgoing: Source ANXA1 (-1.2110757821863247) vs Target IKBKG (0.4869366401796462)
