Target_Gene;Source_Gene;Interaction_Type;Reason
ITGB4;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target ITGB4 (0.40220972699951396)
ITGB4;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target ITGB4 (0.40220972699951396)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target KRT15 (-5.510497838080793)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (3.424335780492836) vs Target KRT17P5 (-0.36836561099214293)
MCL1;BCL2L11;-1;Incoherent Outgoing: Source BCL2L11 (1.1125519504963917) vs Target MCL1 (1.481675690354491)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.4069212209903874) vs Target MCL1 (1.481675690354491)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.527609395410698) vs Target MCL1 (1.481675690354491)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (5.036831812816674) vs Target MCL1 (1.481675690354491)
MCM7;CCND1;1;Incoherent Outgoing: Source CCND1 (-2.077298378182771) vs Target MCM7 (1.1808679934686328)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target MCM7 (1.1808679934686328)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.274258811590193) vs Target NFE2L2 (0.3105955141700729)
NFKB1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target NFKB1 (1.3063213785475822)
PARP1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target PARP1 (1.9915091421900986)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.7966969300619287) vs Target PARP1 (1.9915091421900986)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.6586135858356608) vs Target PLAT (-1.487118225809331)
PLAU;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target PLAU (1.5379160262050222)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.4069212209903874) vs Target PLAUR (1.7124842340535267)
PLAUR;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target PLAUR (1.7124842340535267)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target PLAUR (1.7124842340535267)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target PLK2 (-2.9425413409491314)
PML;CSNK2B;-1;Incoherent Outgoing: Source CSNK2B (1.2943426524756934) vs Target PML (0.6213980353024073)
PML;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.0335273251226305) vs Target PML (0.6213980353024073)
PPARD;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.006370996500891) vs Target PPARD (-0.5564725350671722)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.3063213785475822) vs Target REL (2.218576838889798)
RELA;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target RELA (0.7748238931043652)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.424335780492836) vs Target RELA (0.7748238931043652)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target RELA (0.7748238931043652)
SERPINA3;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.3063213785475822) vs Target SERPINA3 (-4.0247576217143095)
SERPINA3;STAT1;1;Incoherent Outgoing: Source STAT1 (3.424335780492836) vs Target SERPINA3 (-4.0247576217143095)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target SERPINA3 (-4.0247576217143095)
SETDB1;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target SETDB1 (0.6691380396213242)
SOD1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target SOD1 (0.7909795937840549)
STAT1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target STAT1 (3.424335780492836)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.006370996500891) vs Target STAT5A (-1.0335273251226305)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-2.8276435528707724) vs Target TGFB1 (0.508138366894137)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.006370996500891) vs Target TGFB1 (0.508138366894137)
TP53;CSNK2B;-1;Incoherent Outgoing: Source CSNK2B (1.2943426524756934) vs Target TP53 (1.529218792859651)
TP53;EEF1G;-1;missing_logFC
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (4.274258811590193) vs Target TP53 (1.529218792859651)
TP53;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.0076835431805957) vs Target TP53 (1.529218792859651)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.006370996500891) vs Target TP53 (1.529218792859651)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (1.5379160262050222) vs Target TP53 (1.529218792859651)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-2.9425413409491314) vs Target TP53 (1.529218792859651)
TP53;UBE2D1;-1;Incoherent Outgoing: Source UBE2D1 (1.120830492708138) vs Target TP53 (1.529218792859651)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.0335273251226305) vs Target XIAP (0.7184842785305525)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (1.529218792859651) vs Target XIAP (0.7184842785305525)
