GeneSymbol,Diff,Boolean
A2M,-0.9989726600897164,0
ACTB,1.1388885129872577,0
AKT2,0.24277095883203526,0
ANXA1,-2.451001563870437,0
APAF1,-0.05871522983571875,0
AR,-2.0480526632137073,0
ARAF,-0.06825606864066369,0
ARNT,-0.1230490198368237,0
ARRB1,-1.651672161861506,0
ATF2,0.5702912738048997,0
BAD,0.25262442309032895,0
BAK1,0.2227483966528192,0
BAX,1.2201136227504676,0
BCL11A,2.9842634622566626,1
BCL2,-1.3323498563293228,0
BCL2A1,-0.1682324968296145,0
BCL2L1,0.3382667234174903,0
BCL2L11,-0.053551397882439566,0
BCL6,0.021258274638704222,0
BID,2.137391394283765,1
BIRC2,-0.042523047177466466,0
BIRC5,2.8031225308919323,1
BRCA1,1.9059320188849664,1
BTG3,0.8133971452480191,0
CASP10,-0.22920187189345143,0
CASP2,0.8645091986605742,0
CASP3,1.3363595142315265,0
CASP6,1.8094877526059152,1
CASP7,-1.210667680512092,0
CASP8,0.5109242292758402,0
CASP9,-0.6260721670113245,0
CAV1,-2.801550331074683,0
CCND1,-2.2695744211404616,0
CD44,2.830204244310403,1
CD82,-0.09451636548728182,0
CDC20,3.8576629779687472,1
CDKN1A,-1.060624551141049,0
CREB1,1.5506799049934576,1
CSNK2B,1.8902403258916962,1
CTSD,-0.5610688270689019,0
CYCS,0.02832338183393368,0
CYP3A4,-0.11098530331384726,0
DAXX,1.1159280662325264,0
DDR1,0.9276496892960093,0
DIABLO,0.7974797786362515,0
E2F1,0.775236675774619,0
E2F4,0.12412467080474254,0
EGFR,-0.6985125108860988,0
EPHA2,-0.24441876199448576,0
ERBB2,0.3543535367041839,0
ETS1,-0.18360562745231324,0
ETV1,-0.37025863014432847,0
EZH2,4.254958487179734,1
FADD,0.4208328816987992,0
FOS,0.4035855950693712,0
GABPA,0.9835394636782855,0
GADD45B,1.0708383112722863,0
HDAC1,0.9500622158598961,0
HIF1A,0.2863261793034937,0
HINT1,0.3458331444560674,0
HMGCR,0.6041798473341098,0
HSP90AB1,3.675709535356562,1
HSPB1,-1.3206019628142993,0
IFI16,-1.0977889333371182,0
IKBKG,-0.07879994577995308,0
INSR,-0.09249681275523258,0
IRF2BP2,1.3895062256413961,0
IRF9,-1.3895169225650719,0
ITGB4,0.3210647740836192,0
KRT15,-0.8192971292286639,0
KRT17P5,-0.3251679713488924,0
KRT5,-4.881214075954531,0
LAPTM5,0.45481349893755585,0
LDHB,0.15796139214500649,0
MAP3K4,-1.692519236809976,0
MAP3K5,-1.8191009987313045,0
MAP3K7,1.4361760859091213,0
MAPK3,-0.5832073926162167,0
MAPK4,-0.05854247506307786,0
MCL1,0.548890539449225,0
MCM7,1.6325490576998654,1
MTA1,0.05344100436464583,0
MYC,2.3138023082113133,1
NCOA4,0.3358064403804697,0
NEDD9,-0.5244427435152215,0
NFE2L2,-0.1708457294439576,0
NFKB1,0.3262705301004232,0
NR3C1,-2.696657299936094,0
PARP1,2.424557926409989,1
PAX6,-0.02086011581437841,0
PIK3CA,0.051390798287680006,0
PLAT,-3.0855153094620604,0
PLAU,1.5494602286748878,1
PLAUR,0.26493840973903016,0
PLK2,1.0293029933422488,0
PMAIP1,1.1278569452693645,0
PML,-0.22434090564357323,0
PPARD,0.4555936727407106,0
PPARG,-2.287732406488228,0
PSMD4,0.02534260209417738,0
RB1,-0.2256030582156079,0
REL,1.0586992469107077,0
RELA,0.8721088755291753,0
RXRA,-0.7026652931922133,0
S100A10,-2.459906306111458,0
SAT1,0.12708370371114164,0
SERPINA3,-3.214899601958029,0
SETDB1,0.5003574119385119,0
SLC3A2,0.5394739016138583,0
SMAD3,-0.45750239842204454,0
SMAD4,0.560289889156472,0
SOD1,1.257896063342356,0
SQSTM1,-0.506182700211621,0
ST14,0.507789251890638,0
STAT1,0.21329078977057936,0
STAT3,0.7600184432291446,0
STAT5A,-1.690034965140108,0
SYNPO,-0.9533635536333058,0
TGFB1,0.2145311184445573,0
TGFBR1,-0.023744053395308384,0
TGFBR2,-0.8977803839538616,0
TK1,2.5112711896440123,1
TM4SF1,1.374910553128716,0
TNRC6A,0.7182050403013847,0
TP53,1.0114577052567055,0
TRADD,-0.40853561219284185,0
TRIB3,-0.07451106837626043,0
TRIM29,-1.6354248237166749,0
TRIP13,2.1896694593546178,1
UBE2D1,1.6751068646771374,1
UBQLN1,1.4100000670171404,0
USP7,0.35634798009231883,0
VIM,-0.5042247196981844,0
WWP1,0.368816599692142,0
XIAP,0.7697661953900461,0
YWHAB,0.9032492450929528,0
