Target_Gene;Source_Gene;Interaction_Type;Reason
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.5242492970627772) vs Target PLAUR (1.935315139748063)
PMAIP1;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.1277056419166698) vs Target PMAIP1 (2.6448669548112687)
RB1;BCL6;-1;Incoherent Outgoing: Source BCL6 (-1.0939650151096103) vs Target RB1 (-0.3211356249707178)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.4366202144842335) vs Target REL (0.7795910747382813)
RELA;SQSTM1;-1;Incoherent Outgoing: Source SQSTM1 (1.1041151884835196) vs Target RELA (0.4656283486089512)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.3143780517919943) vs Target RELA (0.4656283486089512)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.153266276959359) vs Target STAT5A (-1.5052895133217303)
TGFBR2;FOS;1;Incoherent Outgoing: Source FOS (1.0512415173973704) vs Target TGFBR2 (-0.7986231645054707)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.7676520925623835) vs Target TP53 (0.5914444605073914)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.153266276959359) vs Target TP53 (0.5914444605073914)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (2.790420917056828) vs Target TP53 (0.5914444605073914)
TP53;UBE2D1;-1;Incoherent Outgoing: Source UBE2D1 (1.380386169673458) vs Target TP53 (0.5914444605073914)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.5052895133217303) vs Target XIAP (1.2758776583036608)
