Target_Gene;Source_Gene;Interaction_Type;Reason
PMAIP1;BCL2;1;Incoherent Outgoing: Source BCL2 (-1.0899735811529272) vs Target PMAIP1 (2.4189014384708987)
PML;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.3674467392854606) vs Target PML (0.4418923233822394)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.3469123437465624) vs Target REL (1.3794617065400834)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.1946414551070887) vs Target RELA (0.7007989230293461)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (4.023399214109524) vs Target RELA (0.7007989230293461)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.635771767660394) vs Target STAT5A (-1.3674467392854606)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-2.1818768257621803) vs Target TGFB1 (0.7705344789794228)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.635771767660394) vs Target TGFB1 (0.7705344789794228)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.415763071991134) vs Target TP53 (0.6591942568197053)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.635771767660394) vs Target TP53 (0.6591942568197053)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (3.258768625894888) vs Target TP53 (0.6591942568197053)
TP53;STAT3;-1;Incoherent Outgoing: Source STAT3 (1.2156526642014347) vs Target TP53 (0.6591942568197053)
TP53;UBE2D1;-1;Incoherent Outgoing: Source UBE2D1 (1.1728947404524712) vs Target TP53 (0.6591942568197053)
USP7;STAT3;1;Incoherent Outgoing: Source STAT3 (1.2156526642014347) vs Target USP7 (-0.3251513444158691)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.1946414551070887) vs Target VIM (1.2776340794479513)
VIM;CREB1;-1;Incoherent Outgoing: Source CREB1 (1.2403302677535502) vs Target VIM (1.2776340794479513)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.3674467392854606) vs Target VIM (1.2776340794479513)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.3674467392854606) vs Target XIAP (1.1582974572810816)
