Target_Gene;Source_Gene;Interaction_Type;Reason
CDKN1A;TK1;1;Incoherent Outgoing: Source TK1 (1.4551471138824414) vs Target CDKN1A (-0.41382544345541916)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7007989031652873) vs Target CREB1 (1.433159481721348)
DDR1;TP53;1;Incoherent Outgoing: Source TP53 (-1.924708219727714) vs Target DDR1 (0.5280066849008591)
E2F1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7007989031652873) vs Target E2F1 (1.032515064393519)
E2F1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3018605620838972) vs Target E2F1 (1.032515064393519)
E2F1;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.2497123742564922) vs Target E2F1 (1.032515064393519)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.359170992664689) vs Target E2F1 (1.032515064393519)
ERBB2;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.0952685065609593) vs Target ERBB2 (-0.41792617325526926)
ERBB2;ITGB4;1;Incoherent Outgoing: Source ITGB4 (1.0967974301934138) vs Target ERBB2 (-0.41792617325526926)
ETS1;FOS;1;Incoherent Outgoing: Source FOS (-1.675836210955949) vs Target ETS1 (0.7661997184501921)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6599737945686304) vs Target EZH2 (2.894134823081753)
FOS;CREB1;1;Incoherent Outgoing: Source CREB1 (1.433159481721348) vs Target FOS (-1.675836210955949)
FOS;E2F1;1;Incoherent Outgoing: Source E2F1 (1.032515064393519) vs Target FOS (-1.675836210955949)
FOS;PARP1;1;Incoherent Outgoing: Source PARP1 (2.359170992664689) vs Target FOS (-1.675836210955949)
FOS;STAT1;1;Incoherent Outgoing: Source STAT1 (2.479061144048508) vs Target FOS (-1.675836210955949)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6599737945686304) vs Target HDAC1 (1.3018605620838972)
HIF1A;CREB1;1;Incoherent Outgoing: Source CREB1 (1.433159481721348) vs Target HIF1A (-0.5521035970819863)
HIF1A;E2F1;1;Incoherent Outgoing: Source E2F1 (1.032515064393519) vs Target HIF1A (-0.5521035970819863)
HIF1A;HDAC1;1;Incoherent Outgoing: Source HDAC1 (1.3018605620838972) vs Target HIF1A (-0.5521035970819863)
HIF1A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.0952685065609593) vs Target HIF1A (-0.5521035970819863)
HIF1A;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.2497123742564922) vs Target HIF1A (-0.5521035970819863)
HIF1A;PARP1;1;Incoherent Outgoing: Source PARP1 (2.359170992664689) vs Target HIF1A (-0.5521035970819863)
HIF1A;REL;1;Incoherent Outgoing: Source REL (1.1673585079861262) vs Target HIF1A (-0.5521035970819863)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (-1.924708219727714) vs Target HIF1A (-0.5521035970819863)
ITGB4;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3018605620838972) vs Target ITGB4 (1.0967974301934138)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (2.479061144048508) vs Target KRT17P5 (-0.4796698208799226)
KRT17P5;TP53;-1;Incoherent Outgoing: Source TP53 (-1.924708219727714) vs Target KRT17P5 (-0.4796698208799226)
LAPTM5;TP53;1;Incoherent Outgoing: Source TP53 (-1.924708219727714) vs Target LAPTM5 (2.1381678680295906)
MAP3K5;ARRB1;-1;Incoherent Outgoing: Source ARRB1 (-1.7007989031652873) vs Target MAP3K5 (-0.3726773861731276)
MAP3K7;TGFBR1;1;Incoherent Outgoing: Source TGFBR1 (-1.3925234414282448) vs Target MAP3K7 (2.3365864261159786)
MAPK3;VIM;1;Incoherent Outgoing: Source VIM (1.0367246893315052) vs Target MAPK3 (-0.5587675509149754)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-4.833332707466482) vs Target MCL1 (1.1037327584816845)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (5.123222504784687) vs Target MCL1 (1.1037327584816845)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.3865912219992502) vs Target MCL1 (1.1037327584816845)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.359170992664689) vs Target MTA1 (0.43278956583136097)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (2.894134823081753) vs Target NFE2L2 (0.7679078018508871)
NFKB1;E2F1;-1;Incoherent Outgoing: Source E2F1 (1.032515064393519) vs Target NFKB1 (1.2497123742564922)
NFKB1;FOS;1;Incoherent Outgoing: Source FOS (-1.675836210955949) vs Target NFKB1 (1.2497123742564922)
NFKB1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3018605620838972) vs Target NFKB1 (1.2497123742564922)
PARP1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3018605620838972) vs Target PARP1 (2.359170992664689)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.1422743812246976) vs Target PARP1 (2.359170992664689)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-3.4946412741129786) vs Target PAX6 (4.359905193424772)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.433159481721348) vs Target PLAT (-4.489939909943501)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-4.833332707466482) vs Target PLAUR (1.2523742458777134)
PLAUR;FOS;1;Incoherent Outgoing: Source FOS (-1.675836210955949) vs Target PLAUR (1.2523742458777134)
PLAUR;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3018605620838972) vs Target PLAUR (1.2523742458777134)
RB1;BCL6;-1;Incoherent Outgoing: Source BCL6 (-1.3896501414027362) vs Target RB1 (-0.7401137659591077)
RB1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.433159481721348) vs Target RB1 (-0.7401137659591077)
RB1;E2F1;1;Incoherent Outgoing: Source E2F1 (1.032515064393519) vs Target RB1 (-0.7401137659591077)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.2497123742564922) vs Target REL (1.1673585079861262)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7007989031652873) vs Target RELA (0.770745146008295)
RELA;FOS;1;Incoherent Outgoing: Source FOS (-1.675836210955949) vs Target RELA (0.770745146008295)
RELA;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3018605620838972) vs Target RELA (0.770745146008295)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (2.479061144048508) vs Target RELA (0.770745146008295)
RELA;TRIB3;-1;Incoherent Outgoing: Source TRIB3 (2.5873310786410544) vs Target RELA (0.770745146008295)
S100A10;STAT1;1;Incoherent Outgoing: Source STAT1 (2.479061144048508) vs Target S100A10 (-0.8724537616306343)
SERPINA3;TP53;1;Incoherent Outgoing: Source TP53 (-1.924708219727714) vs Target SERPINA3 (2.3793722516849414)
SMAD4;MAP3K7;1;Incoherent Outgoing: Source MAP3K7 (2.3365864261159786) vs Target SMAD4 (-0.3929125209605093)
SQSTM1;FOS;1;Incoherent Outgoing: Source FOS (-1.675836210955949) vs Target SQSTM1 (0.9510350462288235)
ST14;TP53;1;Incoherent Outgoing: Source TP53 (-1.924708219727714) vs Target ST14 (0.47054255601868267)
STAT1;HDAC1;-1;Incoherent Outgoing: Source HDAC1 (1.3018605620838972) vs Target STAT1 (2.479061144048508)
STAT1;RXRA;1;Incoherent Outgoing: Source RXRA (-1.7671955043273275) vs Target STAT1 (2.479061144048508)
STAT3;FOS;1;Incoherent Outgoing: Source FOS (-1.675836210955949) vs Target STAT3 (0.689224414472215)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.0952685065609593) vs Target STAT5A (-1.6599737945686304)
SYNPO;YWHAB;1;Incoherent Outgoing: Source YWHAB (1.2745762923343857) vs Target SYNPO (-1.3974169439664603)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-2.8017938518346925) vs Target TGFB1 (0.6064163477000735)
TGFB1;FOS;1;Incoherent Outgoing: Source FOS (-1.675836210955949) vs Target TGFB1 (0.6064163477000735)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.0952685065609593) vs Target TGFB1 (0.6064163477000735)
TGFBR1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-4.833332707466482) vs Target TGFBR1 (-1.3925234414282448)
TGFBR1;YWHAB;1;Incoherent Outgoing: Source YWHAB (1.2745762923343857) vs Target TGFBR1 (-1.3925234414282448)
TNRC6A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.0952685065609593) vs Target TNRC6A (-0.41911901439153443)
TP53;ARRB1;-1;Incoherent Outgoing: Source ARRB1 (-1.7007989031652873) vs Target TP53 (-1.924708219727714)
TP53;BCL6;-1;Incoherent Outgoing: Source BCL6 (-1.3896501414027362) vs Target TP53 (-1.924708219727714)
TP53;BID;1;Incoherent Outgoing: Source BID (2.200692343201328) vs Target TP53 (-1.924708219727714)
TP53;CREB1;1;Incoherent Outgoing: Source CREB1 (1.433159481721348) vs Target TP53 (-1.924708219727714)
TP53;E2F1;1;Incoherent Outgoing: Source E2F1 (1.032515064393519) vs Target TP53 (-1.924708219727714)
TP53;EEF1G;-1;missing_logFC
TP53;IRF9;1;Incoherent Outgoing: Source IRF9 (1.3859399831645476) vs Target TP53 (-1.924708219727714)
TP53;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.2497123742564922) vs Target TP53 (-1.924708219727714)
TP53;PARP1;1;Incoherent Outgoing: Source PARP1 (2.359170992664689) vs Target TP53 (-1.924708219727714)
TP53;REL;1;Incoherent Outgoing: Source REL (1.1673585079861262) vs Target TP53 (-1.924708219727714)
TP53;STAT1;1;Incoherent Outgoing: Source STAT1 (2.479061144048508) vs Target TP53 (-1.924708219727714)
TP53;YWHAB;1;Incoherent Outgoing: Source YWHAB (1.2745762923343857) vs Target TP53 (-1.924708219727714)
TRIB3;TP53;1;Incoherent Outgoing: Source TP53 (-1.924708219727714) vs Target TRIB3 (2.5873310786410544)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7007989031652873) vs Target VIM (1.0367246893315052)
VIM;CREB1;-1;Incoherent Outgoing: Source CREB1 (1.433159481721348) vs Target VIM (1.0367246893315052)
VIM;EEF1G;1;missing_logFC
VIM;FOS;1;Incoherent Outgoing: Source FOS (-1.675836210955949) vs Target VIM (1.0367246893315052)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6599737945686304) vs Target VIM (1.0367246893315052)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.6599737945686304) vs Target XIAP (1.2351328281537812)
