Patient_ID,GeneSymbol,logFC
GSM1589042,STAT1,4.192789128227796
GSM1589042,BCL2A1,3.807655025752397
GSM1589042,CDC20,3.563009709294157
GSM1589042,EZH2,3.3311615883166636
GSM1589042,PMAIP1,3.097621222575304
GSM1589042,TK1,2.951500349867872
GSM1589042,LAPTM5,2.7270625399560906
GSM1589042,SERPINA3,2.6058281474515397
GSM1589042,PAX6,2.5250406673620116
GSM1589042,PLAU,2.4544105179993476
GSM1589042,HSP90AB1,2.359094901628696
GSM1589042,BAX,2.335376345746817
GSM1589042,IFI16,2.3319300242914345
GSM1589042,CD44,2.305079536459619
GSM1589042,BIRC5,1.9114683667550247
GSM1589042,PLAUR,1.898786618186599
GSM1589042,TRIP13,1.8835346531841282
GSM1589042,TM4SF1,1.8810108685622513
GSM1589042,CASP3,1.8552009470671784
GSM1589042,MCL1,1.820744962097061
GSM1589042,MAP3K7,1.7910611895401534
GSM1589042,BTG3,1.7604705652083945
GSM1589042,PARP1,1.6477173305297779
GSM1589042,FOS,1.6466144968159213
GSM1589042,NFKB1,1.6277135073243931
GSM1589042,IRF9,1.5075444100922075
GSM1589042,HIF1A,1.404830958266194
GSM1589042,STAT3,1.3741666992903214
GSM1589042,HSPB1,1.3403218213238706
GSM1589042,UBQLN1,1.3241100810678805
GSM1589042,SLC3A2,1.269107515401398
GSM1589042,SAT1,1.2480522589151963
GSM1589042,DIABLO,1.1148395124811312
GSM1589042,CSNK2B,1.091318159167395
GSM1589042,ITGB4,1.086192491709622
GSM1589042,ACTB,1.0740856403288177
GSM1589042,CREB1,1.0420269044901778
GSM1589042,XIAP,0.999091234330507
GSM1589042,CASP6,0.9417818067598693
GSM1589042,GADD45B,0.9160556411507539
GSM1589042,REL,0.9083564895680274
GSM1589042,RELA,0.8901968331984413
GSM1589042,IRF2BP2,0.8576287586310478
GSM1589042,MCM7,0.8544021910411583
GSM1589042,PML,0.7594509418474207
GSM1589042,CDKN1A,0.7367640336487611
GSM1589042,CASP7,0.7141456212386288
GSM1589042,UBE2D1,0.7132154552369485
GSM1589042,BID,0.6817469262218596
GSM1589042,TRIB3,0.6815415649194998
GSM1589042,BRCA1,0.6608229759158011
GSM1589042,BIRC2,0.6592722549237156
GSM1589042,TGFB1,0.6537485791913369
GSM1589042,MAP3K5,0.6292032053788974
GSM1589042,CASP8,0.6286991898138536
GSM1589042,HMGCR,0.5952455254681404
GSM1589042,ST14,0.5658494338760534
GSM1589042,NCOA4,0.5612811199847698
GSM1589042,BCL2L1,0.5479482990658893
GSM1589042,ANXA1,0.5387588885770658
GSM1589042,HDAC1,0.5069114094938971
GSM1589042,PIK3CA,0.5039657593549203
GSM1589042,VIM,0.45460130919684083
GSM1589042,ETS1,0.4515531767646461
GSM1589042,CTSD,0.41648179230045734
GSM1589042,NEDD9,0.39079286987237616
GSM1589042,SQSTM1,0.38306535465230507
GSM1589042,PPARD,0.37422797874624525
GSM1589042,TP53,0.3240132663692661
GSM1589042,SOD1,0.3115216435612549
GSM1589042,ERBB2,0.30929828688241656
GSM1589042,DDR1,0.29839768392201016
GSM1589042,DAXX,0.2479631085342069
GSM1589042,SETDB1,0.24064086721429945
GSM1589042,BAD,0.21795938418805338
GSM1589042,NR3C1,0.21315859591998887
GSM1589042,YWHAB,0.21300372561555392
GSM1589042,BCL11A,0.21074297494491212
GSM1589042,TNRC6A,0.198487750750437
GSM1589042,TGFBR2,0.19629728951711378
GSM1589042,BCL2L11,0.19456193455720694
GSM1589042,ATF2,0.19351014129778576
GSM1589042,NFE2L2,0.17904298592664425
GSM1589042,GABPA,0.16787008340115062
GSM1589042,RB1,0.13032235241480716
GSM1589042,HINT1,0.10543719364102877
GSM1589042,APAF1,0.10460656338630336
GSM1589042,MTA1,0.08551706567198103
GSM1589042,EPHA2,0.08409449105213529
GSM1589042,PSMD4,0.057166065736231175
GSM1589042,IKBKG,0.009650622982650958
GSM1589042,TRADD,-0.030400042003215333
GSM1589042,ARAF,-0.03131655870150851
GSM1589042,MAPK4,-0.05094146032231439
GSM1589042,CD82,-0.05974850696785072
GSM1589042,E2F1,-0.07755210372316501
GSM1589042,CASP10,-0.07858813455236646
GSM1589042,ARNT,-0.16487474211275988
GSM1589042,BAK1,-0.1814480025806402
GSM1589042,AKT2,-0.18821447836775196
GSM1589042,SMAD3,-0.18957159920192002
GSM1589042,FADD,-0.1935050852275202
GSM1589042,CYCS,-0.20456412043169614
GSM1589042,TGFBR1,-0.21281022771561275
GSM1589042,ETV1,-0.2341480124253259
GSM1589042,CASP9,-0.26792895878958767
GSM1589042,MYC,-0.2716841605262754
GSM1589042,WWP1,-0.30052317291847785
GSM1589042,MAP3K4,-0.3954264677240218
GSM1589042,USP7,-0.4276153723602336
GSM1589042,KRT17P5,-0.4344273743685525
GSM1589042,EGFR,-0.4622156521107028
GSM1589042,E2F4,-0.47476383448864734
GSM1589042,S100A10,-0.47608276261435023
GSM1589042,KRT15,-0.4997307093247638
GSM1589042,PLK2,-0.5300564144738207
GSM1589042,CASP2,-0.530700128536596
GSM1589042,SMAD4,-0.5777087695269838
GSM1589042,CYP3A4,-0.613391775630018
GSM1589042,LDHB,-0.6659166839472945
GSM1589042,TRIM29,-0.7212518872822251
GSM1589042,INSR,-0.7425503465540961
GSM1589042,BCL6,-0.7839049114420895
GSM1589042,MAPK3,-0.8867224931485858
GSM1589042,SYNPO,-0.9233201870091667
GSM1589042,BCL2,-0.9416690993773598
GSM1589042,A2M,-1.0801821254958295
GSM1589042,RXRA,-1.2078561275454671
GSM1589042,STAT5A,-1.2174525746093101
GSM1589042,KRT5,-1.4455557336469607
GSM1589042,ARRB1,-1.5728420706338042
GSM1589042,PPARG,-2.081997018859969
GSM1589042,CCND1,-2.258009296413446
GSM1589042,PLAT,-2.3122288779947207
GSM1589042,AR,-2.5958831004872582
GSM1589042,CAV1,-2.7081503086787926
