Target_Gene;Source_Gene;Interaction_Type;Reason
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.820744962097061) vs Target BAX (2.335376345746817)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.6277135073243931) vs Target BCL2 (-0.9416690993773598)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0420269044901778) vs Target BCL2 (-0.9416690993773598)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-2.5958831004872582) vs Target BCL2L1 (0.5479482990658893)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (3.563009709294157) vs Target BCL2L1 (0.5479482990658893)
BCL2L1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (3.097621222575304) vs Target BCL2L1 (0.5479482990658893)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.2174525746093101) vs Target BCL2L1 (0.5479482990658893)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.404830958266194) vs Target BID (0.6817469262218596)
CASP2;STAT1;1;Incoherent Outgoing: Source STAT1 (4.192789128227796) vs Target CASP2 (-0.530700128536596)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (1.8835346531841282) vs Target CASP7 (0.7141456212386288)
CASP8;RXRA;1;Incoherent Outgoing: Source RXRA (-1.2078561275454671) vs Target CASP8 (0.6286991898138536)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (1.898786618186599) vs Target CAV1 (-2.7081503086787926)
CAV1;STAT3;1;Incoherent Outgoing: Source STAT3 (1.3741666992903214) vs Target CAV1 (-2.7081503086787926)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-2.7081503086787926) vs Target CCND1 (-2.258009296413446)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.0420269044901778) vs Target CCND1 (-2.258009296413446)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (3.3311615883166636) vs Target CCND1 (-2.258009296413446)
CCND1;FOS;1;Incoherent Outgoing: Source FOS (1.6466144968159213) vs Target CCND1 (-2.258009296413446)
CCND1;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.6277135073243931) vs Target CCND1 (-2.258009296413446)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.6477173305297779) vs Target CCND1 (-2.258009296413446)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (4.192789128227796) vs Target CCND1 (-2.258009296413446)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.5728420706338042) vs Target CREB1 (1.0420269044901778)
