Patient_ID,GeneSymbol,logFC
GSM1589058,CDC20,4.575726028133207
GSM1589058,EZH2,3.6402186788002338
GSM1589058,PLAUR,3.1849226943270406
GSM1589058,HSP90AB1,3.0397769022493257
GSM1589058,TRIP13,2.975929804117918
GSM1589058,MCM7,2.6223333671258935
GSM1589058,BAX,2.5262405681219766
GSM1589058,BID,2.3422808347509454
GSM1589058,PLAU,2.337902370068303
GSM1589058,BCL11A,2.333949565300462
GSM1589058,BIRC5,2.272966513431439
GSM1589058,BCL2A1,2.2445822199652463
GSM1589058,TK1,2.0601097581344616
GSM1589058,MAP3K7,2.0407651439208685
GSM1589058,MYC,2.0352340245309133
GSM1589058,CASP3,1.740168351859218
GSM1589058,TM4SF1,1.7027555401792256
GSM1589058,RB1,1.6415854272524673
GSM1589058,HMGCR,1.6254318312995908
GSM1589058,PARP1,1.601279945562359
GSM1589058,TRIB3,1.5147899883576494
GSM1589058,CD44,1.5100182021751563
GSM1589058,UBQLN1,1.5048926973296677
GSM1589058,EPHA2,1.4757599038483153
GSM1589058,CREB1,1.4335865683585451
GSM1589058,LAPTM5,1.4155534817381294
GSM1589058,GABPA,1.4104629292432405
GSM1589058,CSNK2B,1.3366001139532937
GSM1589058,YWHAB,1.3181122689780533
GSM1589058,PIK3CA,1.2927971355088994
GSM1589058,FOS,1.2423218513396197
GSM1589058,SAT1,1.0882140108063307
GSM1589058,REL,1.0270052753878476
GSM1589058,ACTB,1.0092613765200635
GSM1589058,TP53,0.9742803974941507
GSM1589058,MCL1,0.9704724970573446
GSM1589058,NFKB1,0.9386124425529525
GSM1589058,STAT1,0.902619748821567
GSM1589058,SLC3A2,0.8918035207434478
GSM1589058,FADD,0.8882592210587292
GSM1589058,IRF2BP2,0.8789939344897384
GSM1589058,CTSD,0.8761117556491076
GSM1589058,HDAC1,0.8293986478797262
GSM1589058,UBE2D1,0.8265044278187172
GSM1589058,HIF1A,0.8028149152232942
GSM1589058,GADD45B,0.7837899967322581
GSM1589058,BRCA1,0.7818426310520676
GSM1589058,CASP2,0.7568828303531809
GSM1589058,CD82,0.7337855322271585
GSM1589058,BTG3,0.7324982546670915
GSM1589058,MTA1,0.7197120710088205
GSM1589058,DAXX,0.7117069377543475
GSM1589058,HINT1,0.6992982136173005
GSM1589058,BIRC2,0.6967543314599158
GSM1589058,DDR1,0.693668733089682
GSM1589058,CASP6,0.6572874576603338
GSM1589058,BCL2L1,0.6483463230205162
GSM1589058,RELA,0.647354097763186
GSM1589058,XIAP,0.6302785437554501
GSM1589058,ST14,0.6237898543337019
GSM1589058,ARAF,0.614290996900607
GSM1589058,SETDB1,0.5837265077745197
GSM1589058,NFE2L2,0.5381376925745034
GSM1589058,WWP1,0.5181529372366231
GSM1589058,APAF1,0.4472617190330226
GSM1589058,STAT3,0.4178309438768748
GSM1589058,E2F1,0.39522750786007954
GSM1589058,CASP8,0.3818271403366502
GSM1589058,DIABLO,0.3620467782416412
GSM1589058,BCL2L11,0.3463668588570741
GSM1589058,AKT2,0.33441532891694514
GSM1589058,PSMD4,0.3231370118512906
GSM1589058,ATF2,0.30915565300090897
GSM1589058,TGFBR2,0.2974375742896438
GSM1589058,TGFB1,0.22720754849494718
GSM1589058,SOD1,0.2128320407786557
GSM1589058,NEDD9,0.1992223155665327
GSM1589058,ARNT,0.19532751281604366
GSM1589058,BAD,0.1949589281527775
GSM1589058,PMAIP1,0.17190989391748968
GSM1589058,PPARD,0.1588249182595005
GSM1589058,E2F4,0.1426805240673623
GSM1589058,LDHB,0.1145926598812057
GSM1589058,TGFBR1,0.09703555515359064
GSM1589058,CCND1,0.04563303453412715
GSM1589058,USP7,0.04364013291380875
GSM1589058,INSR,0.041232149266228646
GSM1589058,ERBB2,0.020049165534806512
GSM1589058,IKBKG,-0.00811070282605808
GSM1589058,CYCS,-0.04107550252253667
GSM1589058,VIM,-0.06179616703785484
GSM1589058,TRIM29,-0.06392066809262253
GSM1589058,TNRC6A,-0.07205132254112989
GSM1589058,ITGB4,-0.11715015356018199
GSM1589058,IRF9,-0.14215966403226776
GSM1589058,MAPK4,-0.15644307225698828
GSM1589058,ANXA1,-0.17077760353163818
GSM1589058,S100A10,-0.17258778362533
GSM1589058,ETV1,-0.27092845435332613
GSM1589058,HSPB1,-0.27217463282972965
GSM1589058,PPARG,-0.36553911371553927
GSM1589058,CYP3A4,-0.3761477139288596
GSM1589058,PAX6,-0.4164293442104685
GSM1589058,NCOA4,-0.42652191017703167
GSM1589058,SQSTM1,-0.4417447823392733
GSM1589058,BAK1,-0.44343090067018043
GSM1589058,SMAD4,-0.44697956760592206
GSM1589058,ARRB1,-0.44758511199364825
GSM1589058,IFI16,-0.5186481751940297
GSM1589058,EGFR,-0.5218616581345215
GSM1589058,TRADD,-0.5403855309502124
GSM1589058,CASP10,-0.5778965258573665
GSM1589058,PML,-0.6359844019051071
GSM1589058,KRT17P5,-0.675420593364783
GSM1589058,CASP9,-0.7107695452561744
GSM1589058,BCL6,-0.7293364105097755
GSM1589058,MAP3K5,-0.8193609415094771
GSM1589058,ETS1,-0.8605591976242168
GSM1589058,MAPK3,-0.8927379208693456
GSM1589058,CDKN1A,-1.0100091794346193
GSM1589058,CASP7,-1.0792098650969715
GSM1589058,SMAD3,-1.1755290277297288
GSM1589058,A2M,-1.2088074170610845
GSM1589058,KRT5,-1.3034329528060802
GSM1589058,PLAT,-1.3053917754438604
GSM1589058,BCL2,-1.3718251661958325
GSM1589058,SYNPO,-1.4447017428935274
GSM1589058,PLK2,-1.5061987703219417
GSM1589058,KRT15,-1.6373019613259636
GSM1589058,MAP3K4,-1.756342725087971
GSM1589058,NR3C1,-1.7923068267317728
GSM1589058,SERPINA3,-1.8125226857843888
GSM1589058,RXRA,-2.346392066905958
GSM1589058,STAT5A,-2.3532365625780205
GSM1589058,CAV1,-2.385637680173918
GSM1589058,AR,-2.8961558872486135
