Target_Gene;Source_Gene;Interaction_Type;Reason
BAK1;BCL2A1;-1;Incoherent Outgoing: Source BCL2A1 (6.557356839236377) vs Target BAK1 (0.5121611739649197)
BAK1;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.1997990472143245) vs Target BAK1 (0.5121611739649197)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.1213373965915423) vs Target BAX (2.144955869750442)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.1997990472143245) vs Target BAX (2.144955869750442)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.9375363882010825) vs Target BCL2 (-0.9900354841535073)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (1.9177772729786495) vs Target BCL6 (-0.7044631586014791)
BID;HIF1A;-1;Incoherent Outgoing: Source HIF1A (1.5484074284349933) vs Target BID (1.9423980625416233)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.393612063217816) vs Target CASP3 (1.848048885917068)
CASP3;CDKN1A;-1;Incoherent Outgoing: Source CDKN1A (1.0263625473092706) vs Target CASP3 (1.848048885917068)
CASP8;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.393612063217816) vs Target CASP8 (0.5009032890098233)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (1.848048885917068) vs Target CASP9 (-0.4067701507437649)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.1453406774544064) vs Target CAV1 (-3.8216774871266725)
CAV1;STAT3;1;Incoherent Outgoing: Source STAT3 (2.0293017925961534) vs Target CAV1 (-3.8216774871266725)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-3.8216774871266725) vs Target CCND1 (-0.8146344033589568)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (3.341147796187193) vs Target CCND1 (-0.8146344033589568)
CCND1;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.9375363882010825) vs Target CCND1 (-0.8146344033589568)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (2.0181909418568384) vs Target CCND1 (-0.8146344033589568)
CCND1;REL;1;Incoherent Outgoing: Source REL (1.0457704182232472) vs Target CCND1 (-0.8146344033589568)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (3.0868622244318438) vs Target CCND1 (-0.8146344033589568)
CD44;FOS;1;Incoherent Outgoing: Source FOS (-1.4501575537602198) vs Target CD44 (1.7410201435272352)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.0294031066509781) vs Target CSNK2B (0.3855717894630448)
DDR1;TM4SF1;1;Incoherent Outgoing: Source TM4SF1 (2.3215522206283) vs Target DDR1 (-0.37722247959947275)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (1.837294393069282) vs Target E2F1 (0.8253198588732689)
E2F1;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.9375363882010825) vs Target E2F1 (0.8253198588732689)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.0181909418568384) vs Target E2F1 (0.8253198588732689)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (4.566712022931547) vs Target EGFR (-0.3957364018867473)
ETS1;FOS;1;Incoherent Outgoing: Source FOS (-1.4501575537602198) vs Target ETS1 (0.3022707234438826)
FOS;PARP1;1;Incoherent Outgoing: Source PARP1 (2.0181909418568384) vs Target FOS (-1.4501575537602198)
