Target_Gene;Source_Gene;Interaction_Type;Reason
FOS;STAT1;1;Incoherent Outgoing: Source STAT1 (3.0868622244318438) vs Target FOS (-1.4501575537602198)
FOS;STAT3;1;Incoherent Outgoing: Source STAT3 (2.0293017925961534) vs Target FOS (-1.4501575537602198)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.03579692408187) vs Target HIF1A (1.5484074284349933)
HIF1A;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.005315021733626) vs Target HIF1A (1.5484074284349933)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.0868622244318438) vs Target HIF1A (1.5484074284349933)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-3.8216774871266725) vs Target MCL1 (1.1997990472143245)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.4098209838505085) vs Target MCL1 (1.1997990472143245)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.656408207256529) vs Target MCL1 (1.1997990472143245)
NFKB1;FOS;1;Incoherent Outgoing: Source FOS (-1.4501575537602198) vs Target NFKB1 (1.9375363882010825)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (1.848048885917068) vs Target PARP1 (2.0181909418568384)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-2.2797174031821186) vs Target PAX6 (0.3962845276879161)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-3.8216774871266725) vs Target PLAUR (2.1453406774544064)
PLAUR;FOS;1;Incoherent Outgoing: Source FOS (-1.4501575537602198) vs Target PLAUR (2.1453406774544064)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.9375363882010825) vs Target REL (1.0457704182232472)
RELA;FOS;1;Incoherent Outgoing: Source FOS (-1.4501575537602198) vs Target RELA (0.6193628863211469)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.0868622244318438) vs Target RELA (0.6193628863211469)
RELA;TRIB3;-1;Incoherent Outgoing: Source TRIB3 (1.3329323969864202) vs Target RELA (0.6193628863211469)
SOD1;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.005315021733626) vs Target SOD1 (0.7428001750895543)
STAT3;CDKN1A;-1;Incoherent Outgoing: Source CDKN1A (1.0263625473092706) vs Target STAT3 (2.0293017925961534)
STAT3;FOS;1;Incoherent Outgoing: Source FOS (-1.4501575537602198) vs Target STAT3 (2.0293017925961534)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-3.183457470037448) vs Target TGFB1 (0.5609056131632926)
TGFB1;FOS;1;Incoherent Outgoing: Source FOS (-1.4501575537602198) vs Target TGFB1 (0.5609056131632926)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.08755126304896) vs Target TGFB1 (0.5609056131632926)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (3.341147796187193) vs Target TP53 (0.8162648284232814)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.08755126304896) vs Target TP53 (0.8162648284232814)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (1.2445574325900077) vs Target TP53 (0.8162648284232814)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-1.8238750571728817) vs Target TP53 (0.8162648284232814)
TP53;PSMD4;-1;Incoherent Outgoing: Source PSMD4 (1.005315021733626) vs Target TP53 (0.8162648284232814)
TP53;STAT3;-1;Incoherent Outgoing: Source STAT3 (2.0293017925961534) vs Target TP53 (0.8162648284232814)
VIM;ANXA1;-1;Incoherent Outgoing: Source ANXA1 (-1.9350097082039586) vs Target VIM (-0.7908384019115307)
VIM;HIF1A;1;Incoherent Outgoing: Source HIF1A (1.5484074284349933) vs Target VIM (-0.7908384019115307)
VIM;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.08755126304896) vs Target VIM (-0.7908384019115307)
VIM;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.9375363882010825) vs Target VIM (-0.7908384019115307)
VIM;PARP1;1;Incoherent Outgoing: Source PARP1 (2.0181909418568384) vs Target VIM (-0.7908384019115307)
VIM;STAT1;1;Incoherent Outgoing: Source STAT1 (3.0868622244318438) vs Target VIM (-0.7908384019115307)
VIM;STAT3;1;Incoherent Outgoing: Source STAT3 (2.0293017925961534) vs Target VIM (-0.7908384019115307)
