Patient_ID,GeneSymbol,logFC
GSM1589009,CDC20,4.283860958182558
GSM1589009,BCL2A1,4.1982480178104264
GSM1589009,PMAIP1,4.142150943201376
GSM1589009,EZH2,3.7201371516889727
GSM1589009,TK1,3.5340223385974356
GSM1589009,STAT1,3.432936789733956
GSM1589009,BIRC5,3.25130977391738
GSM1589009,HSP90AB1,3.212446469628661
GSM1589009,TRIP13,3.0817832622415082
GSM1589009,LAPTM5,2.3481956686896908
GSM1589009,BAX,2.324202447132852
GSM1589009,BID,2.2446171357766493
GSM1589009,STAT3,2.2141446123267476
GSM1589009,IRF9,2.206440922536949
GSM1589009,PLAU,2.199113192533277
GSM1589009,MYC,2.014474939725414
GSM1589009,PARP1,1.9488449035011381
GSM1589009,PLAUR,1.891160889488149
GSM1589009,UBQLN1,1.7905473898379505
GSM1589009,NFKB1,1.6256833579083922
GSM1589009,CASP3,1.576839742573247
GSM1589009,TRIB3,1.5346955814343897
GSM1589009,BRCA1,1.4001365086784414
GSM1589009,BCL2L11,1.3792869084749881
GSM1589009,MAP3K7,1.3527072141776397
GSM1589009,HSPB1,1.3114354943539706
GSM1589009,SLC3A2,1.262935851909388
GSM1589009,ACTB,1.21264685267335
GSM1589009,MCL1,1.1689593455186653
GSM1589009,CD44,1.1505455297011444
GSM1589009,KRT5,1.1489185465456995
GSM1589009,SQSTM1,1.1373093529063807
GSM1589009,XIAP,1.1349435011508708
GSM1589009,YWHAB,1.1134064022193861
GSM1589009,IRF2BP2,1.0763596999300464
GSM1589009,CREB1,1.0517195573882008
GSM1589009,BTG3,1.0433297888240691
GSM1589009,IFI16,0.9998433051198994
GSM1589009,CASP6,0.9220155573281898
GSM1589009,DIABLO,0.8984962338820619
GSM1589009,MCM7,0.874086217435293
GSM1589009,FADD,0.8674723818130294
GSM1589009,CASP8,0.8548951908995628
GSM1589009,HIF1A,0.8362440894927943
GSM1589009,CDKN1A,0.8183069372943308
GSM1589009,HINT1,0.7987260877621267
GSM1589009,SAT1,0.7918429046157627
GSM1589009,GADD45B,0.7912195408096689
GSM1589009,RB1,0.7720324225334121
GSM1589009,REL,0.7585021360957525
GSM1589009,CD82,0.7348598129914441
GSM1589009,PML,0.7319382699291186
GSM1589009,LDHB,0.7134331451059559
GSM1589009,BIRC2,0.6885637401671154
GSM1589009,TGFB1,0.6482353170551729
GSM1589009,BAK1,0.5492118657865293
GSM1589009,HDAC1,0.5465654722468667
GSM1589009,CSNK2B,0.5418588552080941
GSM1589009,SMAD4,0.521893335365208
GSM1589009,SOD1,0.5218678723562551
GSM1589009,NCOA4,0.47885749561146973
GSM1589009,UBE2D1,0.4713635045226514
GSM1589009,FOS,0.47068591643409974
GSM1589009,BCL2L1,0.4649044016821948
GSM1589009,ATF2,0.4274713159907355
GSM1589009,CCND1,0.4051962238515081
GSM1589009,E2F1,0.37661421195184897
GSM1589009,ERBB2,0.3489333981450242
GSM1589009,CASP2,0.3436200649569834
GSM1589009,TRADD,0.34040180461136504
GSM1589009,TNRC6A,0.3104663024183756
GSM1589009,PIK3CA,0.30378655222874684
GSM1589009,RELA,0.29354654638416555
GSM1589009,NFE2L2,0.2747375250677493
GSM1589009,ST14,0.27071598955616505
GSM1589009,PSMD4,0.2558599456030368
GSM1589009,HMGCR,0.19587234849812063
GSM1589009,ITGB4,0.19076966291904363
GSM1589009,PAX6,0.18448458264520617
GSM1589009,CTSD,0.18158334237121743
GSM1589009,BAD,0.18121906204424754
GSM1589009,IKBKG,0.15488393888552654
GSM1589009,CASP7,0.15484155192693816
GSM1589009,BCL11A,0.1512182744471673
GSM1589009,E2F4,0.1262812971859324
GSM1589009,PPARD,0.11791598317952268
GSM1589009,EPHA2,0.08426256417087519
GSM1589009,CYCS,0.07796526823126104
GSM1589009,GABPA,0.02452209516497561
GSM1589009,VIM,0.02428861768020596
GSM1589009,ETS1,0.008739581970526267
GSM1589009,NEDD9,-0.002757583182617651
GSM1589009,USP7,-0.08814513825215631
GSM1589009,DAXX,-0.11545947036858806
GSM1589009,RXRA,-0.13137273687750728
GSM1589009,TM4SF1,-0.14419244755143534
GSM1589009,TGFBR1,-0.15027583462939553
GSM1589009,MAPK4,-0.15854927807162067
GSM1589009,APAF1,-0.18282292430090674
GSM1589009,AKT2,-0.18734513100841
GSM1589009,ARAF,-0.2291235261433835
GSM1589009,WWP1,-0.2619409942324822
GSM1589009,TP53,-0.26648668425759414
GSM1589009,TGFBR2,-0.2734972248418561
GSM1589009,ARNT,-0.28319302051533857
GSM1589009,MAP3K4,-0.32859268372698125
GSM1589009,SETDB1,-0.34810096960637615
GSM1589009,DDR1,-0.3519320604533007
GSM1589009,EGFR,-0.3651859042076193
GSM1589009,CYP3A4,-0.36851975318369234
GSM1589009,ETV1,-0.3712811426479261
GSM1589009,MTA1,-0.4086327235653089
GSM1589009,SMAD3,-0.4099708050929447
GSM1589009,S100A10,-0.4102078880563589
GSM1589009,SERPINA3,-0.4216634847830303
GSM1589009,CASP10,-0.4468549407849487
GSM1589009,MAP3K5,-0.4590541431809072
GSM1589009,INSR,-0.580123689542698
GSM1589009,NR3C1,-0.5980780362513105
GSM1589009,TRIM29,-0.6237982711569989
GSM1589009,CASP9,-0.6274988828768082
GSM1589009,BCL6,-0.6334849973087859
GSM1589009,SYNPO,-0.6426886160352403
GSM1589009,KRT17P5,-0.7675234023731123
GSM1589009,BCL2,-0.9502359571272869
GSM1589009,STAT5A,-1.0724020337810005
GSM1589009,PPARG,-1.1816928154129185
GSM1589009,A2M,-1.1882107716014847
GSM1589009,MAPK3,-1.2643738431853162
GSM1589009,ARRB1,-1.3628026122042058
GSM1589009,ANXA1,-1.566737879227503
GSM1589009,PLK2,-1.9132509365726111
