Target_Gene;Source_Gene;Interaction_Type;Reason
BAK1;BAX;1;Incoherent Outgoing: Source BAX (2.3421831887861924) vs Target BAK1 (-0.3049907007759307)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.053221335684304) vs Target BAX (2.3421831887861924)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (2.453458802871637) vs Target BAX (2.3421831887861924)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.2282035781100387) vs Target BCL2 (-0.6158066108330074)
BCL2L1;AR;1;Incoherent Outgoing: Source AR (-3.5586660005908124) vs Target BCL2L1 (0.31023915781464506)
BCL2L1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.419947364026058) vs Target BCL2L1 (0.31023915781464506)
BCL2L1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (4.051074219776245) vs Target BCL2L1 (0.31023915781464506)
BCL2L1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4747464327123199) vs Target BCL2L1 (0.31023915781464506)
BIRC2;CASP8;-1;Incoherent Outgoing: Source CASP8 (1.3340491983833536) vs Target BIRC2 (0.49757484367241567)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (2.9850208919414083) vs Target CASP7 (0.8797408122169577)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (2.079898185675237) vs Target CASP9 (-0.6156073821868464)
CAV1;ETS1;1;Incoherent Outgoing: Source ETS1 (1.5733101984193354) vs Target CAV1 (-2.7887107428767273)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (2.20081640261931) vs Target CAV1 (-2.7887107428767273)
CAV1;STAT3;1;Incoherent Outgoing: Source STAT3 (1.4034843949663474) vs Target CAV1 (-2.7887107428767273)
CCND1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-2.7887107428767273) vs Target CCND1 (-1.5191556941493216)
CCND1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.2282035781100387) vs Target CCND1 (-1.5191556941493216)
CCND1;ETS1;1;Incoherent Outgoing: Source ETS1 (1.5733101984193354) vs Target CCND1 (-1.5191556941493216)
CCND1;EZH2;1;Incoherent Outgoing: Source EZH2 (3.622137832675244) vs Target CCND1 (-1.5191556941493216)
CCND1;FOS;1;Incoherent Outgoing: Source FOS (1.2032487025282208) vs Target CCND1 (-1.5191556941493216)
CCND1;PARP1;1;Incoherent Outgoing: Source PARP1 (1.8993922479541876) vs Target CCND1 (-1.5191556941493216)
CCND1;REL;1;Incoherent Outgoing: Source REL (2.123664009949467) vs Target CCND1 (-1.5191556941493216)
CCND1;STAT1;1;Incoherent Outgoing: Source STAT1 (3.9543954595733073) vs Target CCND1 (-1.5191556941493216)
CREB1;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7303735743846538) vs Target CREB1 (1.2282035781100387)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.1353739312395756) vs Target CSNK2B (0.32059361244164464)
DDR1;TM4SF1;1;Incoherent Outgoing: Source TM4SF1 (2.5814531936922656) vs Target DDR1 (-1.0285564722379004)
E2F1;CREB1;1;Incoherent Outgoing: Source CREB1 (1.2282035781100387) vs Target E2F1 (-0.3619768384442503)
EGFR;TRIP13;1;Incoherent Outgoing: Source TRIP13 (2.9850208919414083) vs Target EGFR (-0.3580903218733802)
EPHA2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.2282035781100387) vs Target EPHA2 (-0.7011474553247545)
EPHA2;ETS1;1;Incoherent Outgoing: Source ETS1 (1.5733101984193354) vs Target EPHA2 (-0.7011474553247545)
