Target_Gene;Source_Gene;Interaction_Type;Reason
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4747464327123199) vs Target EZH2 (3.622137832675244)
FOS;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4747464327123199) vs Target FOS (1.2032487025282208)
HDAC1;CCND1;1;Incoherent Outgoing: Source CCND1 (-1.5191556941493216) vs Target HDAC1 (0.8815090917530473)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4747464327123199) vs Target HDAC1 (0.8815090917530473)
HIF1A;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7303735743846538) vs Target HIF1A (0.8985165480906936)
HIF1A;MCM7;-1;Incoherent Outgoing: Source MCM7 (1.089719839329133) vs Target HIF1A (0.8985165480906936)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.9543954595733073) vs Target HIF1A (0.8985165480906936)
KRT17P5;FOS;1;Incoherent Outgoing: Source FOS (1.2032487025282208) vs Target KRT17P5 (-0.7053026768925426)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (3.9543954595733073) vs Target KRT17P5 (-0.7053026768925426)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.7887107428767273) vs Target MCL1 (2.453458802871637)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.419947364026058) vs Target MCL1 (2.453458802871637)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (4.051074219776245) vs Target MCL1 (2.453458802871637)
MCM7;CCND1;1;Incoherent Outgoing: Source CCND1 (-1.5191556941493216) vs Target MCM7 (1.089719839329133)
MTA1;PARP1;-1;Incoherent Outgoing: Source PARP1 (1.8993922479541876) vs Target MTA1 (0.5267371622021715)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (2.079898185675237) vs Target PARP1 (1.8993922479541876)
PAX6;PPARG;1;Incoherent Outgoing: Source PPARG (-2.870547317005969) vs Target PAX6 (1.1793487430235867)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.2282035781100387) vs Target PLAT (-3.4336478503171604)
PLAT;FOS;1;Incoherent Outgoing: Source FOS (1.2032487025282208) vs Target PLAT (-3.4336478503171604)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.7887107428767273) vs Target PLAUR (2.20081640261931)
PML;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4747464327123199) vs Target PML (0.5937481789784345)
RELA;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7303735743846538) vs Target RELA (0.3809971072868805)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.9543954595733073) vs Target RELA (0.3809971072868805)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (2.5870654196059935) vs Target STAT5A (-1.4747464327123199)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-3.5586660005908124) vs Target TGFB1 (0.8907412025015873)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (2.5870654196059935) vs Target TGFB1 (0.8907412025015873)
TP53;ARRB1;-1;Incoherent Outgoing: Source ARRB1 (-1.7303735743846538) vs Target TP53 (-0.3225172414082982)
TP53;BID;1;Incoherent Outgoing: Source BID (1.1866260028070084) vs Target TP53 (-0.3225172414082982)
TP53;CREB1;1;Incoherent Outgoing: Source CREB1 (1.2282035781100387) vs Target TP53 (-0.3225172414082982)
TP53;ETS1;1;Incoherent Outgoing: Source ETS1 (1.5733101984193354) vs Target TP53 (-0.3225172414082982)
TP53;IFI16;1;Incoherent Outgoing: Source IFI16 (1.8896201385315994) vs Target TP53 (-0.3225172414082982)
TP53;IRF9;1;Incoherent Outgoing: Source IRF9 (1.588228207370448) vs Target TP53 (-0.3225172414082982)
TP53;PARP1;1;Incoherent Outgoing: Source PARP1 (1.8993922479541876) vs Target TP53 (-0.3225172414082982)
TP53;REL;1;Incoherent Outgoing: Source REL (2.123664009949467) vs Target TP53 (-0.3225172414082982)
TP53;STAT1;1;Incoherent Outgoing: Source STAT1 (3.9543954595733073) vs Target TP53 (-0.3225172414082982)
VIM;ARRB1;1;Incoherent Outgoing: Source ARRB1 (-1.7303735743846538) vs Target VIM (0.3374761922755809)
VIM;CREB1;-1;Incoherent Outgoing: Source CREB1 (1.2282035781100387) vs Target VIM (0.3374761922755809)
VIM;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4747464327123199) vs Target VIM (0.3374761922755809)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.4747464327123199) vs Target XIAP (0.98928550824506)
