Target_Gene;Source_Gene;Interaction_Type;Reason
FOS;PARP1;1;Incoherent Outgoing: Source PARP1 (2.036799302801718) vs Target FOS (-0.6030226994493093)
FOS;STAT1;1;Incoherent Outgoing: Source STAT1 (3.0024936085873897) vs Target FOS (-0.6030226994493093)
FOS;STAT3;1;Incoherent Outgoing: Source STAT3 (1.1396268377760803) vs Target FOS (-0.6030226994493093)
HDAC1;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.7688468988468902) vs Target HDAC1 (0.5128793365291866)
HIF1A;SQSTM1;-1;Incoherent Outgoing: Source SQSTM1 (1.1013367726712806) vs Target HIF1A (0.6407571202845936)
HIF1A;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.0024936085873897) vs Target HIF1A (0.6407571202845936)
HIF1A;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target HIF1A (0.6407571202845936)
HSP90AB1;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target HSP90AB1 (3.092251203532392)
ITGB4;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target ITGB4 (0.36155196341121165)
KRT15;TP53;1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target KRT15 (-4.132711564523094)
KRT17P5;STAT1;1;Incoherent Outgoing: Source STAT1 (3.0024936085873897) vs Target KRT17P5 (-0.915557531422623)
MCL1;BCL2L11;-1;Incoherent Outgoing: Source BCL2L11 (1.0694005813855494) vs Target MCL1 (1.0100366998793797)
MCL1;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.7856343385416924) vs Target MCL1 (1.0100366998793797)
MCL1;CDC20;-1;Incoherent Outgoing: Source CDC20 (4.809646116606288) vs Target MCL1 (1.0100366998793797)
MCL1;PMAIP1;-1;Incoherent Outgoing: Source PMAIP1 (2.683547888330869) vs Target MCL1 (1.0100366998793797)
MCM7;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target MCM7 (0.9633440789093601)
NFE2L2;EZH2;-1;Incoherent Outgoing: Source EZH2 (2.776370788238774) vs Target NFE2L2 (0.5022322498352656)
NFE2L2;RELA;-1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target NFE2L2 (0.5022322498352656)
PARP1;CASP3;-1;Incoherent Outgoing: Source CASP3 (2.1353022045666172) vs Target PARP1 (2.036799302801718)
PLAT;CREB1;1;Incoherent Outgoing: Source CREB1 (1.024548632125259) vs Target PLAT (-2.8696617623718605)
PLAT;RELA;1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target PLAT (-2.8696617623718605)
PLAUR;CAV1;1;Incoherent Outgoing: Source CAV1 (-2.7856343385416924) vs Target PLAUR (1.300600840032736)
PLAUR;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target PLAUR (1.300600840032736)
PLK2;TP53;1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target PLK2 (-1.9446004716161314)
PPARD;RELA;-1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target PPARD (0.34554280467982323)
REL;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.9330296230704826) vs Target REL (0.9644869658088835)
RELA;SQSTM1;-1;Incoherent Outgoing: Source SQSTM1 (1.1013367726712806) vs Target RELA (1.00923003776035)
RELA;STAT1;-1;Incoherent Outgoing: Source STAT1 (3.0024936085873897) vs Target RELA (1.00923003776035)
RELA;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target RELA (1.00923003776035)
S100A10;STAT1;1;Incoherent Outgoing: Source STAT1 (3.0024936085873897) vs Target S100A10 (-1.170248642098624)
ST14;RELA;-1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target ST14 (1.078454078065148)
STAT5A;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.092251203532392) vs Target STAT5A (-1.7688468988468902)
STAT5A;RELA;1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target STAT5A (-1.7688468988468902)
TGFB1;AR;1;Incoherent Outgoing: Source AR (-3.3243246376308235) vs Target TGFB1 (0.4109407819310018)
TGFB1;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.092251203532392) vs Target TGFB1 (0.4109407819310018)
TGFBR1;CAV1;-1;Incoherent Outgoing: Source CAV1 (-2.7856343385416924) vs Target TGFBR1 (-0.5621043979322558)
TP53;CSNK2B;-1;Incoherent Outgoing: Source CSNK2B (1.1205380375207934) vs Target TP53 (2.2511268867964107)
TP53;EZH2;-1;Incoherent Outgoing: Source EZH2 (2.776370788238774) vs Target TP53 (2.2511268867964107)
TP53;HSP90AB1;-1;Incoherent Outgoing: Source HSP90AB1 (3.092251203532392) vs Target TP53 (2.2511268867964107)
TP53;PLAU;-1;Incoherent Outgoing: Source PLAU (1.3918998419662323) vs Target TP53 (2.2511268867964107)
TP53;PLK2;1;Incoherent Outgoing: Source PLK2 (-1.9446004716161314) vs Target TP53 (2.2511268867964107)
TP53;STAT3;-1;Incoherent Outgoing: Source STAT3 (1.1396268377760803) vs Target TP53 (2.2511268867964107)
VIM;ANXA1;-1;Incoherent Outgoing: Source ANXA1 (-1.3359459515993635) vs Target VIM (-0.6907452340893432)
VIM;HSP90AB1;1;Incoherent Outgoing: Source HSP90AB1 (3.092251203532392) vs Target VIM (-0.6907452340893432)
VIM;HSPB1;1;Incoherent Outgoing: Source HSPB1 (1.3244721945112712) vs Target VIM (-0.6907452340893432)
VIM;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.9330296230704826) vs Target VIM (-0.6907452340893432)
VIM;PARP1;1;Incoherent Outgoing: Source PARP1 (2.036799302801718) vs Target VIM (-0.6907452340893432)
VIM;RELA;1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target VIM (-0.6907452340893432)
VIM;SQSTM1;1;Incoherent Outgoing: Source SQSTM1 (1.1013367726712806) vs Target VIM (-0.6907452340893432)
VIM;STAT1;1;Incoherent Outgoing: Source STAT1 (3.0024936085873897) vs Target VIM (-0.6907452340893432)
VIM;STAT3;1;Incoherent Outgoing: Source STAT3 (1.1396268377760803) vs Target VIM (-0.6907452340893432)
XIAP;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.7688468988468902) vs Target XIAP (0.8364017005342914)
XIAP;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target XIAP (0.8364017005342914)
