Target_Gene;Source_Gene;Interaction_Type;Reason
ACTB;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target ACTB (1.1223828732287586)
BAK1;BCL2A1;-1;Incoherent Outgoing: Source BCL2A1 (6.076955476885177) vs Target BAK1 (0.6633522661891096)
BAK1;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.0100366998793797) vs Target BAK1 (0.6633522661891096)
BAX;IRF2BP2;-1;Incoherent Outgoing: Source IRF2BP2 (1.0239329519427862) vs Target BAX (2.1638401595994665)
BAX;MCL1;-1;Incoherent Outgoing: Source MCL1 (1.0100366998793797) vs Target BAX (2.1638401595994665)
BCL2;NFKB1;1;Incoherent Outgoing: Source NFKB1 (1.9330296230704826) vs Target BCL2 (-0.4004535698450269)
BCL2;CREB1;1;Incoherent Outgoing: Source CREB1 (1.024548632125259) vs Target BCL2 (-0.4004535698450269)
BCL6;BCL11A;1;Incoherent Outgoing: Source BCL11A (1.3837247842228395) vs Target BCL6 (-1.518480121890816)
CASP3;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.608304916983716) vs Target CASP3 (2.1353022045666172)
CASP7;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.608304916983716) vs Target CASP7 (0.6769472422820888)
CASP7;TRIP13;-1;Incoherent Outgoing: Source TRIP13 (4.457142990628448) vs Target CASP7 (0.6769472422820888)
CASP8;BIRC2;-1;Incoherent Outgoing: Source BIRC2 (1.608304916983716) vs Target CASP8 (0.8627191062177859)
CASP9;CASP3;1;Incoherent Outgoing: Source CASP3 (2.1353022045666172) vs Target CASP9 (-0.3886276162614477)
CAV1;ETS1;1;Incoherent Outgoing: Source ETS1 (2.4605083323526697) vs Target CAV1 (-2.7856343385416924)
CAV1;PLAUR;1;Incoherent Outgoing: Source PLAUR (1.300600840032736) vs Target CAV1 (-2.7856343385416924)
CAV1;RELA;1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target CAV1 (-2.7856343385416924)
CAV1;STAT3;1;Incoherent Outgoing: Source STAT3 (1.1396268377760803) vs Target CAV1 (-2.7856343385416924)
CD82;TP53;1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target CD82 (-0.5175485450169113)
CSNK2B;ACTB;-1;Incoherent Outgoing: Source ACTB (1.1223828732287586) vs Target CSNK2B (1.1205380375207934)
DAXX;HSPB1;-1;Incoherent Outgoing: Source HSPB1 (1.3244721945112712) vs Target DAXX (0.4150515329035125)
E2F1;BTG3;-1;Incoherent Outgoing: Source BTG3 (1.0309886536242994) vs Target E2F1 (0.32033796574681883)
E2F1;IFI16;-1;Incoherent Outgoing: Source IFI16 (1.371875720688367) vs Target E2F1 (0.32033796574681883)
E2F1;NFKB1;-1;Incoherent Outgoing: Source NFKB1 (1.9330296230704826) vs Target E2F1 (0.32033796574681883)
E2F1;PARP1;-1;Incoherent Outgoing: Source PARP1 (2.036799302801718) vs Target E2F1 (0.32033796574681883)
E2F1;RELA;-1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target E2F1 (0.32033796574681883)
E2F1;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target E2F1 (0.32033796574681883)
ETS1;RELA;-1;Incoherent Outgoing: Source RELA (1.00923003776035) vs Target ETS1 (2.4605083323526697)
ETS1;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target ETS1 (2.4605083323526697)
EZH2;STAT5A;1;Incoherent Outgoing: Source STAT5A (-1.7688468988468902) vs Target EZH2 (2.776370788238774)
EZH2;TP53;-1;Incoherent Outgoing: Source TP53 (2.2511268867964107) vs Target EZH2 (2.776370788238774)
FOS;CREB1;1;Incoherent Outgoing: Source CREB1 (1.024548632125259) vs Target FOS (-0.6030226994493093)
